segment,from,to,text
1,00:00:00.000,00:00:03.320,今天非常謝謝梁主任委員
2,00:00:03.320,00:00:04.760,謝謝副縣長
3,00:00:04.760,00:00:06.200,謝謝副縣長
4,00:00:06.200,00:00:08.200,也謝謝縣議院議員
5,00:00:08.200,00:00:10.200,還有各位的議員
6,00:00:10.200,00:00:12.200,議長代表
7,00:00:12.200,00:00:16.000,各位地方各位新市長朋友
8,00:00:16.000,00:00:18.000,大家早安 大家早安
9,00:00:18.000,00:00:20.000,好
10,00:00:20.000,00:00:23.440,不過就是說我們走進來這裡走
11,00:00:23.440,00:00:26.320,讓大家自己的家庭 不好意思
12,00:00:26.320,00:00:29.200,所以是說要去室內化 才不用打擾
13,00:00:29.200,00:00:32.960,那如果要在這裡講 拜託大家不好意思
14,00:00:32.960,00:00:35.440,各位市長有時候你們都要走
15,00:00:35.440,00:00:39.200,你們就去旁邊不要去跑下去
16,00:00:39.200,00:00:41.200,跑下去很辛苦
17,00:00:41.200,00:00:44.400,我是說我們大家跑很辛苦
18,00:00:44.400,00:00:47.120,不過今天就這個機會
19,00:00:47.120,00:00:49.120,讓我們媽祖拜神
20,00:00:49.120,00:00:52.400,剛才謝義鳳麗就說了
21,00:00:52.400,00:00:55.120,我們林副縣長說了
22,00:00:55.120,00:00:59.600,以及我們何政長對地方發展的感應
23,00:00:59.600,00:01:01.600,我非常有感
24,00:01:01.600,00:01:03.600,中央不是自己來做
25,00:01:03.600,00:01:08.080,中央沒有辦法跟地方連成一致的話
26,00:01:08.080,00:01:12.080,我們中華關全國最大縣
27,00:01:12.080,00:01:14.080,絕對沒有辦法發展
28,00:01:14.080,00:01:18.080,高化縣統籌分配稅款
29,00:01:18.080,00:01:20.080,只有1萬500塊
30,00:01:20.080,00:01:22.080,哇 全國到此定二了
31,00:01:22.080,00:01:24.080,那這是什麼關係
32,00:01:24.080,00:01:26.080,我剛剛有說
33,00:01:26.080,00:01:28.080,中央很多的核定
34,00:01:28.080,00:01:30.080,捷運在那邊走 太誇張了
35,00:01:30.080,00:01:32.080,三個207 三個延新
36,00:01:32.080,00:01:34.080,三個東京都市計畫
37,00:01:34.080,00:01:36.080,都沒有一件我才做
38,00:01:36.080,00:01:38.080,只有謝義鳳當選議員
39,00:01:38.080,00:01:40.080,所有一當選總統
40,00:01:40.080,00:01:44.080,我們一定會彰化
41,00:01:44.080,00:01:46.080,創造更多的青年土地
42,00:01:46.080,00:01:48.080,回鄉來貢獻
43,00:01:48.080,00:01:50.080,讓經濟產業大發展
44,00:01:50.080,00:01:52.080,讓交通勝在的對立
45,00:01:52.080,00:01:54.080,所以我拜託大家
46,00:01:54.080,00:01:56.080,別委屈一定要選謝義鳳
47,00:01:56.080,00:01:58.080,總統好 讓他有機會
48,00:01:58.080,00:02:00.080,總統好
49,00:02:00.080,00:02:02.080,有什麼最重要的
50,00:02:02.080,00:02:06.080,我今天跟媽祖帶走
51,00:02:06.080,00:02:08.080,我要出來選總統
52,00:02:08.080,00:02:10.080,拿一個禮物
53,00:02:10.080,00:02:12.080,保佑發展得更好
54,00:02:12.080,00:02:14.080,所以你看這幾年來
55,00:02:14.080,00:02:16.080,三年來
56,00:02:16.080,00:02:18.080,台中的經濟
57,00:02:18.080,00:02:20.080,整個北南亞的經濟
58,00:02:20.080,00:02:22.080,從我們北南空
59,00:02:22.080,00:02:24.080,到現在3944架子
60,00:02:24.080,00:02:26.080,比三年能多30倍
61,00:02:26.080,00:02:28.080,如果沒有休息
62,00:02:28.080,00:02:30.080,就擦槍戳耳就成功
63,00:02:30.080,00:02:32.080,全球製造火藥庫
64,00:02:32.080,00:02:34.080,尾巴已經整齊了
65,00:02:34.080,00:02:36.080,不可能整齊了
66,00:02:36.080,00:02:38.080,開始還要兩個月還沒整
67,00:02:38.080,00:02:40.080,南北海就是我們兩岸
68,00:02:40.080,00:02:42.080,所以侯友宜的政策很清楚
69,00:02:42.080,00:02:44.080,可以保兩岸和平
70,00:02:44.080,00:02:46.080,兩岸和平下
71,00:02:46.080,00:02:48.080,兩岸和平下
72,00:02:48.080,00:02:50.080,讓我們透過媽祖的道理
73,00:02:50.080,00:02:52.080,保我們的媽祖
74,00:02:52.080,00:02:54.080,也保我們的姓名
75,00:02:54.080,00:02:56.080,也保我們的樂土
76,00:02:56.080,00:02:58.080,才有一隻蛇
77,00:02:58.080,00:03:00.080,所以我今天跟媽祖說
