segment,from,to,text
1,00:00:00.000,00:00:02.000,主持人遠見雜誌社長楊瑪麗
2,00:00:02.000,00:00:05.000,也邀請第一位與談貴賓
3,00:00:05.000,00:00:08.000,國民黨2024總統參選人侯友宜
4,00:00:08.000,00:00:10.000,共同上台
5,00:00:10.000,00:00:17.000,現在將時間交給我們的主持人
6,00:00:17.000,00:00:19.000,瑪麗社長 瑪麗社長請
7,00:00:19.000,00:00:23.000,剛剛說我發現了
8,00:00:23.000,00:00:25.000,還有今天所有的與會貴賓
9,00:00:25.000,00:00:27.000,還有所有的媒體朋友
10,00:00:27.000,00:00:29.000,大家早安大家好
11,00:00:29.000,00:00:33.000,今年是台灣發展相當關鍵的一年
12,00:00:33.000,00:00:36.000,當然台灣也在亞太地區扮演很重要的角色
13,00:00:36.000,00:00:39.000,所以對亞太或華人經濟圈
14,00:00:39.000,00:00:41.000,也是有很重大的影響的關鍵的一年
15,00:00:41.000,00:00:44.000,因為下一任中華民國的總統大選
16,00:00:44.000,00:00:47.000,即將在明年的1月13日投票
17,00:00:47.000,00:00:50.000,距離今天其實不到三個月
18,00:00:50.000,00:00:54.000,所以我們在籌辦這一次遠見高峰會的過程當中
19,00:00:54.000,00:00:55.000,其實我們在三個月前
20,00:00:55.000,00:00:59.000,就非常努力地希望邀請到三黨的候選人
21,00:00:59.000,00:01:01.000,可以來到我們這個場子
22,00:01:01.000,00:01:04.000,來跟我們分享他們的施政理念會是什麼
23,00:01:04.000,00:01:06.000,將要做哪些事情
24,00:01:06.000,00:01:08.000,可以來改變台灣的現況
25,00:01:08.000,00:01:10.000,或讓台灣變得更好
26,00:01:10.000,00:01:14.000,讓整個華人經濟圈或亞太經濟圈可以變得更好
27,00:01:14.000,00:01:19.000,最後成果就是今天也感謝有兩位候選人
28,00:01:19.000,00:01:21.000,會來到我們高峰會的現場
29,00:01:21.000,00:01:23.000,現在已經站在台上的
30,00:01:23.000,00:01:26.000,是我們最熟悉的侯友宜
31,00:01:26.000,00:01:28.000,侯以前都叫你市長
32,00:01:28.000,00:01:30.000,現在叫參選人
33,00:01:30.000,00:01:34.000,現在也是藍白河最關鍵的時刻
