segment,from,to,text
1,00:00:00.000,00:00:10.000,(音樂)
2,00:00:10.000,00:00:20.000,(音樂)
3,00:00:20.000,00:00:22.000,觀眾朋友大家好
4,00:00:22.000,00:00:25.000,這場全球都在看的選舉
5,00:00:25.000,00:00:29.000,即將在兩週之後進行投票
6,00:00:29.000,00:00:31.000,你決定沒有
7,00:00:31.000,00:00:35.000,由媒體主辦的唯一一場總統候選人辯論會
8,00:00:35.000,00:00:42.000,在選舉活動進入最後階段的今天來舉辦
9,00:00:42.000,00:00:45.000,格外有它的意義與價值
10,00:00:45.000,00:00:51.000,總統候選人辯論會從2004年第一次舉辦以來
11,00:00:51.000,00:00:55.000,已經成為我國選舉不可分割的一個部分
12,00:00:55.000,00:01:00.000,也是台灣民主一個具有特色的傳統
13,00:01:00.000,00:01:03.000,受到選民高度關注
14,00:01:03.000,00:01:11.000,希望透過辯論會進一步了解候選人的政見主張及人格特質
15,00:01:11.000,00:01:14.000,我是公視董事長胡元輝
16,00:01:14.000,00:01:17.000,基於公共服務的職責
17,00:01:17.000,00:01:22.000,公視很榮幸和媒體共同合作
18,00:01:22.000,00:01:27.000,舉辦本屆總統候選人電視辯論會
19,00:01:27.000,00:01:34.000,為我國民主選舉、民主發展盡一份心力
20,00:01:34.000,00:01:41.000,接下來就為大家介紹今天參與辯論的三位總統候選人
21,00:01:41.000,00:01:45.000,依照先前抽籤決定的辯論順序
22,00:01:45.000,00:01:48.000,第一位要向大家介紹的是
23,00:01:48.000,00:01:54.000,民主進步黨總統候選人賴清德先生
24,00:01:54.000,00:02:02.000,第二位是中國國民黨總統候選人侯友宜先生
25,00:02:02.000,00:02:11.000,第三位是台灣民眾黨總統候選人柯文哲先生
26,00:02:11.000,00:02:17.000,今天的辯論會一共分為四個程序
27,00:02:17.000,00:02:25.000,依序是候選人深論、媒體提問、候選人交互結問
28,00:02:25.000,00:02:29.000,以及最後的候選人發表結論
29,00:02:29.000,00:02:34.000,這一次的辯論會有11個媒體共同主辦
30,00:02:34.000,00:02:38.000,請容許我為大家做個說明
