segment,from,to,text
1,00:00:00.000,00:00:02.000,民進黨政府宣稱
2,00:00:02.000,00:00:05.000,長照2.0獲得高達九成滿意度
3,00:00:05.000,00:00:07.000,但事實乾涸呢
4,00:00:07.000,00:00:09.000,監察院提出來的調查報告
5,00:00:09.000,00:00:12.000,就直指長照2.0充滿問題
6,00:00:12.000,00:00:15.000,例如長照基金財源不穩
7,00:00:15.000,00:00:19.000,重度失能者用不到長照服務等等
8,00:00:19.000,00:00:21.000,到底台灣人民對長照
9,00:00:21.000,00:00:24.000,是否亦如民進黨政府所宣傳的
10,00:00:24.000,00:00:27.000,有這麼高的滿意度呢
11,00:00:28.000,00:00:31.000,長照2.0獲得高達九成滿意度
12,00:00:31.000,00:00:32.000,沒人照顧啊
13,00:00:32.000,00:00:36.000,2.0沒有說做到很面面俱到
14,00:00:36.000,00:00:38.000,在上班的人都沒辦法申請
15,00:00:38.000,00:00:40.000,他全個人實在太麻煩了
16,00:00:40.000,00:00:42.000,這政府沒有幫他忙
17,00:00:42.000,00:00:47.000,長照2.0獲得高達九成滿意度
18,00:00:47.000,00:00:49.000,我是我運氣好
19,00:00:49.000,00:00:53.000,我有幾個朋友也是退運的老人
20,00:00:53.000,00:00:54.000,那就很苦啊
21,00:00:54.000,00:00:56.000,沒人照顧啊
22,00:00:56.000,00:00:57.000,我都照顧他
23,00:00:57.000,00:00:59.000,再送到遊民醫院
24,00:00:59.000,00:01:02.000,我是每個星期去看他
25,00:01:02.000,00:01:04.000,政府現在不是推了個2.0嗎
26,00:01:04.000,00:01:05.000,對
27,00:01:05.000,00:01:11.000,他們就是利用2.0一天照顧幾個小時
28,00:01:11.000,00:01:13.000,可以再調整啊
29,00:01:13.000,00:01:14.000,其實怎麼講呢
30,00:01:14.000,00:01:18.000,2.0沒有說做到很面面俱到
31,00:01:18.000,00:01:20.000,都是兩個小時的
32,00:01:20.000,00:01:23.000,基本上兩個小時的一個小時的
33,00:01:23.000,00:01:25.000,超過三個小時的都很少
34,00:01:25.000,00:01:26.000,當然不方便啊
35,00:01:26.000,00:01:27.000,你看有很多老人
