segment,from,to,text
1,00:00:00.000,00:00:27.540,(觀眾揮霍)
2,00:00:27.540,00:00:30.080,好 各位媒體朋友 大家早安
3,00:00:30.080,00:00:32.700,還有我們全國收看直播
4,00:00:32.700,00:00:36.540,關心臺灣未來發展的各位好朋友 大家早安
5,00:00:36.540,00:00:39.800,那今天呢 我們非常特別 我們請到了這個
6,00:00:39.800,00:00:43.000,民眾黨提名的總統候選人 柯文哲
7,00:00:43.000,00:00:46.040,要來發表我們的勞動政見
8,00:00:46.040,00:00:49.200,我們先介紹一下 我們今天來與會的貴賓
9,00:00:49.200,00:00:52.960,首先我們歡迎民眾黨提名的總統候選人 柯文哲 柯主席
10,00:00:52.960,00:00:54.960,(拍手)
11,00:00:54.960,00:00:57.960,還有我們競選總幹事黃珊珊 總幹事
12,00:00:57.960,00:00:58.960,(拍手)
13,00:00:58.960,00:01:01.960,還有我們勞工女戰神 賴湘黎 賴委員
14,00:01:01.960,00:01:03.460,(拍手)
15,00:01:03.460,00:01:06.960,還有我們臺灣外籍工作者發展協會理事長 徐瑞熙
16,00:01:06.960,00:01:08.960,徐理事長 歡迎
17,00:01:08.960,00:01:11.960,還有臺大財經系教授 張聲林 張教授
18,00:01:11.960,00:01:12.960,(拍手)
19,00:01:12.960,00:01:16.960,另外呢 還有我們民眾黨的秘書長 周台竹 中秘書長
20,00:01:16.960,00:01:17.960,(拍手)
21,00:01:17.960,00:01:20.960,還有智庫執行長 蘇敬強 蘇執行長
22,00:01:20.960,00:01:22.960,還有我們莊景華 莊老師
23,00:01:22.960,00:01:23.960,(拍手)
24,00:01:23.960,00:01:26.960,還有我們新北市的立委提名人 李友宜
25,00:01:26.960,00:01:28.960,(拍手)
26,00:01:28.960,00:01:32.960,好 我想臺灣最近這幾年這個低薪 窮盲
27,00:01:32.960,00:01:37.960,還有高工時的環境 其實呢 也被所有的國人同胞特別的關注
28,00:01:37.960,00:01:40.960,勞保基金也陷入破產的危機
29,00:01:40.960,00:01:44.960,也影響到了廣大勞工未來退休的生活
30,00:01:44.960,00:01:48.960,今天呢 我們就請柯文哲 柯主席
31,00:01:48.960,00:01:52.960,特別來這邊呢 來跟大家說明一下我們未來的勞動政見
32,00:01:52.960,00:01:58.960,不過我們首先呢 先邀請我們這個勞工女戰神之稱
33,00:01:58.960,00:02:03.960,憑證榮譚桃園第五選區的賴香林大委員先來致詞
34,00:02:03.960,00:02:04.960,好 謝謝
35,00:02:04.960,00:02:05.960,(拍手)
36,00:02:05.960,00:02:07.960,謝謝主席 我們的柯總統
37,00:02:07.960,00:02:09.960,還有我們榮幹事 珊珊
38,00:02:09.960,00:02:10.960,還有我們張教授
39,00:02:10.960,00:02:12.960,還有瑞熙 未來的委員
40,00:02:12.960,00:02:13.960,各位媒體早安
41,00:02:13.960,00:02:16.960,我想我們今天談勞工的政策 勞動的政見
42,00:02:16.960,00:02:22.960,確實在現在的過去講全球化的時代裡面
43,00:02:22.960,00:02:26.960,臺灣要在各個這個產業的發展上面
44,00:02:26.960,00:02:30.960,找到一個立基點是非常的辛苦 倍感艱辛
45,00:02:30.960,00:02:33.960,那大家也知道這三十年來的經濟發展
46,00:02:33.960,00:02:36.960,當然過去我們還有一些人口紅利
47,00:02:36.960,00:02:38.960,然後過去臺灣的廉價勞動力
48,00:02:38.960,00:02:41.960,在亞洲成為這個世小龍之首
49,00:02:41.960,00:02:43.960,但是時至今日我們也看到
50,00:02:43.960,00:02:46.960,我們必須部分的產業的缺工
51,00:02:46.960,00:02:49.960,引進了一些移工來代替我們的人力不足
52,00:02:49.960,00:02:52.960,可是總體來講 我們面臨的大問題
53,00:02:52.960,00:02:55.960,還是跟過去在企業的分論
54,00:02:55.960,00:02:57.960,特別是我們法治面不足
55,00:02:57.960,00:03:01.960,造成的勞工權益不夠周延是有關的
56,00:03:01.960,00:03:04.960,所以我們看到這七年多來 民進黨政府
57,00:03:04.960,00:03:08.960,雖然蔡總統說勞工是他心中最軟的一塊
58,00:03:08.960,00:03:11.960,但是我們也發現勞動權益的倒退
59,00:03:11.960,00:03:14.960,包括勞動三權的沒有辦法
60,00:03:14.960,00:03:17.960,達到大家的期待 是一個非常遺憾的事情
61,00:03:17.960,00:03:20.960,那過去我在北市府跟和平一起打拼
62,00:03:20.960,00:03:22.960,我們在勞動的部分
63,00:03:22.960,00:03:24.960,做了很多全國創新的事情
64,00:03:24.960,00:03:27.960,包括我們的外送人員的自治條例
65,00:03:27.960,00:03:29.960,是我們第一個辦 第一個上路
66,00:03:29.960,00:03:31.960,可是在立院這四年我看到
67,00:03:31.960,00:03:34.960,民進黨政府沒有一個委員
68,00:03:34.960,00:03:37.960,願意為這個產業的十萬大軍來立法
69,00:03:37.960,00:03:39.960,所以我是最早開公聽會
70,00:03:39.960,00:03:42.960,同時提出外送平台要被管理
71,00:03:42.960,00:03:44.960,它涉及到的產業面是非常廣
72,00:03:44.960,00:03:47.960,有金融 有資訊 有勞動 有衛生
73,00:03:47.960,00:03:49.960,可是民進黨政府 時至今日
74,00:03:49.960,00:03:53.960,不願意面對外送平台沒有被管理
75,00:03:53.960,00:03:55.960,從業人員十幾萬人權益沒有保障
76,00:03:55.960,00:03:58.960,只靠地方政府自治條例是不夠的
77,00:03:58.960,00:04:00.960,所以我希望我們還是要面對
78,00:04:00.960,00:04:03.960,一個有政府會做事 只說大話
79,00:04:03.960,00:04:05.960,不願意落實執行力的政府
80,00:04:05.960,00:04:08.960,大家還願意把勞工權益交給他們嗎
81,00:04:08.960,00:04:11.960,我覺得是大家要睜開眼睛來看
82,00:04:11.960,00:04:13.960,第二個勞保更是嚴重的問題
83,00:04:13.960,00:04:15.960,大家都講說政府撥補
84,00:04:15.960,00:04:16.960,有政府不會倒
85,00:04:16.960,00:04:19.960,我相信2028年時日可治的
86,00:04:19.960,00:04:22.960,這個斷癌式的勞保問題
87,00:04:22.960,00:04:24.960,誰來解決 誰來面對
88,00:04:24.960,00:04:26.960,我也是民眾黨裡面
89,00:04:26.960,00:04:29.960,我們最早用公共年金改革委員會
90,00:04:29.960,00:04:32.960,我們也是跟張聲琳教授一起來研議
91,00:04:32.960,00:04:34.960,訪瑞典模式來努力看看
92,00:04:34.960,00:04:35.960,時至今日一樣
93,00:04:35.960,00:04:37.960,柯總召在立院講說
94,00:04:37.960,00:04:40.960,還有誰可以辦這個所謂特別委員會
95,00:04:40.960,00:04:43.960,來進行這樣的一個立院的一個
96,00:04:43.960,00:04:45.960,行使專業的這個問政
97,00:04:45.960,00:04:47.960,就是我們勞保條例的這個事情
98,00:04:47.960,00:04:50.960,我要求用公共年金改革委員會
99,00:04:50.960,00:04:53.960,來在國會成立四個政黨
