segment,from,to,text
1,00:00:00.000,00:00:16.000,(掌聲)
2,00:00:16.000,00:00:19.000,我們現在邀請總統候選人賴慶德先生
3,00:00:19.000,00:00:22.000,來上台進行您的勞動政策發表
4,00:00:22.000,00:00:26.000,時間是二十分鐘 那也跟賴總統候選人說明
5,00:00:26.000,00:00:30.000,等一下再剩下五分鐘 一分鐘時間到的時候
6,00:00:30.000,00:00:33.000,我們會有工作人員按鈴和舉手來提醒
7,00:00:33.000,00:00:36.000,請工作人員揮揮手
8,00:00:36.000,00:00:40.000,現在請賴總統候選人開始發言 謝謝
9,00:00:40.000,00:00:43.000,好 請參眾
10,00:00:43.000,00:00:46.000,江建新理事長
11,00:00:46.000,00:00:49.000,陳吉田 鍾富吉理事長
12,00:00:49.000,00:00:52.000,陳教授 郭欣良理事長
13,00:00:52.000,00:00:55.000,臺北市產業總工會
14,00:00:55.000,00:00:57.000,林順基理事長
15,00:00:57.000,00:01:00.000,提問的媒體代表
16,00:01:00.000,00:01:03.000,現場勞工界各位領袖
17,00:01:03.000,00:01:06.000,現場的好朋友 大家午安 大家好
18,00:01:06.000,00:01:07.000,好
19,00:01:07.000,00:01:10.000,首先要感謝五大工會
20,00:01:10.000,00:01:13.000,以及所有的協力工會
21,00:01:13.000,00:01:16.000,舉辦勞工政策發表會
22,00:01:16.000,00:01:19.000,讓我們有機會透過這個平臺
23,00:01:19.000,00:01:22.000,向全國勞工朋友報告
24,00:01:22.000,00:01:25.000,我們的勞工政見
25,00:01:25.000,00:01:28.000,我來自勞工家庭
26,00:01:28.000,00:01:31.000,對勞工的辛苦最清楚
27,00:01:31.000,00:01:34.000,我率一個政黨
28,00:01:34.000,00:01:37.000,民進黨從創黨自出
29,00:01:37.000,00:01:41.000,數十年來也都跟勞工朋友站在一起
30,00:01:41.000,00:01:45.000,不管是推動臺灣的民主運動
31,00:01:45.000,00:01:50.000,或者是守護勞工朋友的權益
32,00:01:50.000,00:01:54.000,我們的目標就是要打造
33,00:01:54.000,00:01:58.000,出現勞工友善職場
34,00:01:58.000,00:02:02.000,利用關心勞工朋友的健康安全
35,00:02:02.000,00:02:05.000,增進勞工的福祉
36,00:02:05.000,00:02:08.000,改善勞工的勞工條件
37,00:02:08.000,00:02:11.000,也希望能夠建構一個安全的
38,00:02:11.000,00:02:14.000,勞工對立生活
39,00:02:14.000,00:02:17.000,我還記得我在念高中的時候
40,00:02:17.000,00:02:21.000,有一次在我們家
41,00:02:21.000,00:02:24.000,房子旁邊的樹下
42,00:02:24.000,00:02:27.000,我跟我媽媽聊天
43,00:02:27.000,00:02:30.000,我媽媽提到
44,00:02:30.000,00:02:33.000,她說她退休的時候
45,00:02:33.000,00:02:38.000,勞保有19年的年資沒有計算
46,00:02:38.000,00:02:41.000,因為她曾經換過工作
47,00:02:41.000,00:02:44.000,她覺得很可惜
48,00:02:44.000,00:02:48.000,其實我當時並不明究竟
49,00:02:48.000,00:02:51.000,但是因緣際會
50,00:02:51.000,00:02:54.000,1996年台海發生危機
51,00:02:54.000,00:02:58.000,我繼從曾德老臺是市民的知識
52,00:02:58.000,00:03:01.000,我進入了國會
53,00:03:01.000,00:03:03.000,我也進入了
54,00:03:03.000,00:03:08.000,衛生環境勞工福利委會
55,00:03:08.000,00:03:10.000,那麼這兩千年的時候
56,00:03:10.000,00:03:13.000,也剛好政黨的輿論
57,00:03:13.000,00:03:16.000,所以我以召集委員的身分
58,00:03:16.000,00:03:21.000,推動勞保條例的修正
59,00:03:21.000,00:03:25.000,把第12條跟58條
60,00:03:25.000,00:03:27.000,做一個修正
61,00:03:27.000,00:03:29.000,我們大家都很清楚
62,00:03:29.000,00:03:33.000,第12條就是如果年資公關6年以上
63,00:03:33.000,00:03:36.000,以前的年資就不得計入
64,00:03:36.000,00:03:40.000,第58條是你只要換工作
65,00:03:40.000,00:03:44.000,前一個工作的年資也不如以前計
66,00:03:44.000,00:03:46.000,我把它修正
67,00:03:46.000,00:03:51.000,我認為勞工所交的勞保費
68,00:03:51.000,00:03:53.000,所對應的勞保權益
69,00:03:53.000,00:03:56.000,政府不可以藉故撥躲
70,00:03:56.000,00:04:01.000,後來我們也就推動可惜式的
71,00:04:01.000,00:04:03.000,退休金賬會
72,00:04:03.000,00:04:05.000,一改過去
73,00:04:05.000,00:04:07.000,台灣百分之九十幾的勞工
74,00:04:07.000,00:04:11.000,通通都沒有一個到退休金
75,00:04:11.000,00:04:14.000,也因此我們當時的設計
76,00:04:14.000,00:04:17.000,讓勞保的勞民給付
77,00:04:17.000,00:04:19.000,可以完整的勤務
