segment,from,to,text
1,00:00:00.000,00:00:03.440,區議立委候選人就是政權總部開幕
2,00:00:03.440,00:00:04.340,這還都不行
3,00:00:04.340,00:00:09.040,所以只好在線上跟你們對談
4,00:00:09.040,00:00:11.540,不過剛才那個說什麼我們都不關心
5,00:00:11.540,00:00:12.640,不會啦我很關心
6,00:00:12.640,00:00:14.840,教育才能夠解決
7,00:00:14.840,00:00:17.840,有新的教育才有新的科技才有新的經濟
8,00:00:17.840,00:00:21.840,所以台灣年輕人老是在抱怨低薪
9,00:00:21.840,00:00:23.320,教育沒有解決
10,00:00:23.320,00:00:24.960,那個低薪沒有辦法解決
11,00:00:24.960,00:00:27.520,因為我們的產業如果一直留在
12,00:00:27.520,00:00:31.000,畢乎價價值產業本來就不會成功
13,00:00:31.000,00:00:35.160,所以要有新的教育才有新的科技才有新的經濟
14,00:00:35.160,00:00:37.360,所以這個先聲明一下
15,00:00:37.360,00:00:39.360,本人一向非常重視教育
16,00:00:39.360,00:00:41.840,而且我爸爸就是小學老師
17,00:00:41.840,00:00:43.840,我後來發現我們家只有兩種職業
18,00:00:43.840,00:00:46.840,只有醫生跟老師好像沒有其他職業
19,00:00:46.840,00:00:49.840,好那我們就先開始了
20,00:00:49.840,00:00:54.480,好那我那個市長也預備了一個
21,00:00:54.480,00:00:58.120,有一個影片有一個引帶要讓我們觀賞
22,00:00:58.120,00:01:00.120,我們可不可以請
23,00:01:00.120,00:01:06.120,沒有聽到你們的聲音很奇怪
24,00:01:06.120,00:01:13.120,好市長我們現在就來看您所預備的這個引帶
25,00:01:13.120,00:01:19.120,今天我們要講如果用創新教育來創造人才紅利
26,00:01:19.120,00:01:24.120,因為過去他們的人口結構是金字塔形
27,00:01:24.120,00:01:26.120,所以他有這個叫人口紅利
28,00:01:26.120,00:01:29.120,OK所以人在增加
29,00:01:29.120,00:01:32.120,那現在等於台灣人口結構改變
30,00:01:32.120,00:01:34.120,少子化老年化
31,00:01:34.120,00:01:38.120,所以變成有那種工作能力的人
32,00:01:38.120,00:01:41.120,他必須有更高的產值
33,00:01:41.120,00:01:45.120,所以我們要從人口紅利變成人才紅利
34,00:01:45.120,00:01:48.120,那怎麼做就是要創新教育
35,00:01:48.120,00:01:51.120,事實上我在這段時間
36,00:01:51.120,00:01:54.120,已經陸陸續續在YouTube上
37,00:01:54.120,00:01:59.120,針對教育有拍了國是會議的一系列影片
38,00:01:59.120,00:02:02.120,那歡迎大家去看
39,00:02:02.120,00:02:08.120,那同樣的我們在記者會或是年會
40,00:02:08.120,00:02:12.120,或者是跟教師的論壇還有學生座談
41,00:02:12.120,00:02:15.120,這個在網路上都有很多的影片
42,00:02:15.120,00:02:17.120,也歡迎大家去看
43,00:02:17.120,00:02:22.120,因為沒有辦法在30分鐘內把所有的觀念都講完
44,00:02:22.120,00:02:28.120,所以歡迎大家到網路上去尋找我關於教育的一些說法
45,00:02:28.120,00:02:32.120,台灣大概有500萬的家長
46,00:02:32.120,00:02:35.120,現在有學生在學校裡面
47,00:02:35.120,00:02:38.120,所以我也希望跟現在的家長
48,00:02:38.120,00:02:40.120,還有未來的家長
49,00:02:40.120,00:02:43.120,來分享我對教育的看法
50,00:02:43.120,00:02:46.120,那教育的內容相當多
51,00:02:46.120,00:02:51.120,從品格教育、校園安全、心理健康、教師的職能
52,00:02:51.120,00:02:54.120,教育競爭力、家庭教育、數位學習
53,00:02:54.120,00:02:56.120,到課綱的問題
54,00:02:56.120,00:02:59.120,那這個當然有一大堆問題
55,00:02:59.120,00:03:03.120,事實上我們針對每一個都有我們的看法
56,00:03:03.120,00:03:05.120,第一個品格教育
57,00:03:05.120,00:03:09.120,在教育還是強調知識的灌輸
58,00:03:09.120,00:03:11.120,其實還有一個更重要的是品格
59,00:03:11.120,00:03:14.120,那學生有花很多的時間在學校
60,00:03:14.120,00:03:18.120,所以希望校園是一個安全的環境
61,00:03:18.120,00:03:20.120,在學生的成長過程當中
62,00:03:20.120,00:03:21.120,不是只有身體健康
63,00:03:21.120,00:03:23.120,還有一個是心理的健康
64,00:03:23.120,00:03:27.120,這也包括跟同學的關係、跟老師的關係
65,00:03:27.120,00:03:29.120,還有個人的成就感
66,00:03:29.120,00:03:33.120,那教師還是教育最重要的核心
67,00:03:33.120,00:03:36.120,所以有好的老師才有好的學生
68,00:03:36.120,00:03:39.120,才有好的教育成果
69,00:03:39.120,00:03:41.120,那另外我們要開始思考
70,00:03:41.120,00:03:44.120,到底在整個全世界來比較
71,00:03:44.120,00:03:47.120,我們台灣的教育到底有沒有競爭力
72,00:03:47.120,00:03:49.120,到目前看起來是
73,00:03:49.120,00:03:52.120,PISA的考試是還不錯
74,00:03:52.120,00:03:55.120,可是台灣到現在沒有落標獎
75,00:03:55.120,00:03:57.120,也沒有什麼
76,00:03:57.120,00:04:00.120,也沒有一種大學在世界排名100年內
77,00:04:00.120,00:04:03.120,所以到底台灣的教育競爭力要怎麼做
78,00:04:03.120,00:04:04.120,這是問題
79,00:04:04.120,00:04:05.120,另外一個是這樣
80,00:04:05.120,00:04:07.120,除了學校以外
81,00:04:07.120,00:04:10.120,其實學生在家裡的時間更長
82,00:04:10.120,00:04:13.120,所以家庭教育也是要配合
83,00:04:13.120,00:04:16.120,那另外一個是數位學習
84,00:04:16.120,00:04:19.120,不管是用網路、遠距教學
85,00:04:19.120,00:04:21.120,AI、人工智慧
86,00:04:21.120,00:04:24.120,所有這些都可以解決偏向教育的問題
87,00:04:24.120,00:04:26.120,還有一些數位落差的問題
88,00:04:26.120,00:04:29.120,這個還是要國家出力才有辦法解決
89,00:04:29.120,00:04:31.120,最後當然是課綱
90,00:04:31.120,00:04:33.120,很多人在批評108課綱的問題
91,00:04:33.120,00:04:36.120,這也需要去思考看看
92,00:04:36.120,00:04:38.120,到底有哪些課綱是要修改的
93,00:04:38.120,00:04:43.120,那我來講說如何建造一個人才紅利的教育
94,00:04:43.120,00:04:45.120,大概分幾個
95,00:04:45.120,00:04:48.120,ABC就是我們現在面對三個東西
96,00:04:48.120,00:04:50.120,一個人工智慧
97,00:04:50.120,00:04:52.120,我跟大家講
98,00:04:52.120,00:04:57.120,人工智慧對人類的衝擊遠超過你的想像
99,00:04:57.120,00:04:59.120,我常常講說
100,00:04:59.120,00:05:01.120,未來十年
101,00:05:01.120,00:05:04.120,不是用手的醫生全部掛掉
102,00:05:04.120,00:05:06.120,什麼叫用手的醫生
103,00:05:06.120,00:05:09.120,如果你是做內視鏡、做新導管、開刀
104,00:05:09.120,00:05:11.120,你還有機會存活
105,00:05:11.120,00:05:13.120,如果你是看S光片
106,00:05:13.120,00:05:15.120,看什麼眼底鏡
107,00:05:15.120,00:05:18.120,你絕對拼不過人工智慧
108,00:05:18.120,00:05:22.120,所以相信AI的出現會讓很多人失業
109,00:05:22.120,00:05:24.120,不過它也創造很多新的職業
110,00:05:24.120,00:05:28.120,所以AI對整個人類的失業的衝擊遠超過你想像
111,00:05:28.120,00:05:30.120,另外一個是什麼
112,00:05:30.120,00:05:32.120,台灣的確面臨這個少子化
113,00:05:32.120,00:05:35.120,少子化另外伴隨就是高齡化
114,00:05:35.120,00:05:37.120,另外是這樣
115,00:05:37.120,00:05:42.120,整個世界的局勢還是美中對抗的全球態勢
116,00:05:42.120,00:05:46.120,所以事實上台灣還是要在美中對抗的態勢之下
117,00:05:46.120,00:05:50.120,我們去尋找它的平衡點存活下去
118,00:05:50.120,00:05:54.120,所以我們要建造一個新的創新教育的時候
119,00:05:54.120,00:05:57.120,包括幼教、品格偏鄉教育
120,00:05:57.120,00:06:00.120,還有雙語教育、高等教育
121,00:06:00.120,00:06:03.120,所有這一些都要一個一個處理
122,00:06:03.120,00:06:07.120,還有一點影響教育就三個因素
123,00:06:07.120,00:06:09.120,學生、老師跟錢
124,00:06:09.120,00:06:12.120,我們以下就針對這一些一樣一樣來討論
125,00:06:12.120,00:06:17.120,第一個從2021年台灣就已經開始生不如死了
126,00:06:17.120,00:06:21.120,所以從2021年以後台灣人口就開始下降
127,00:06:21.120,00:06:26.120,2021年因為那一年還有香港的移民還不少
128,00:06:26.120,00:06:29.120,所以暫時台灣人口還沒下降
129,00:06:29.120,00:06:35.120,從2022年開始就算我們加上移民人口也開始減少
130,00:06:35.120,00:06:38.120,所以現在台灣真的就是生不如死了
131,00:06:38.120,00:06:41.120,所以這個少死化產生一大堆問題
132,00:06:41.120,00:06:44.120,我們要去思考看看
133,00:06:44.120,00:06:47.120,那也因為少死化台灣再也沒有人口紅利了
134,00:06:47.120,00:06:49.120,所以變成要每個年輕人
135,00:06:49.120,00:06:51.120,甚至每一個人他的產值要升高
136,00:06:51.120,00:06:55.120,所以這種人口紅利要變成人才紅利
137,00:06:55.120,00:06:57.120,那人才紅利就表示教育更重要
138,00:06:57.120,00:07:02.120,因為唯有透過教育才能夠讓每一個人的能力更好
139,00:07:02.120,00:07:05.120,所以人工智慧的使用
140,00:07:05.120,00:07:09.120,剛才講過中美競爭還是我們擁有需要思考的問題
141,00:07:09.120,00:07:13.120,在美國律師執照考試發現說人工智慧
142,00:07:13.120,00:07:16.120,大概可以贏90%的人
143,00:07:16.120,00:07:21.120,所以意思就是說很多白領的工作會被人工智慧取代
144,00:07:21.120,00:07:26.120,甚至老師的很多功能也會被人工智慧取代
145,00:07:26.120,00:07:30.120,所以將來正確的講法是
146,00:07:30.120,00:07:35.120,老師必須和人工智慧合作一起來教學
147,00:07:35.120,00:07:39.120,這也是大家心裡面要先有這個想法
148,00:07:39.120,00:07:42.120,台灣的出生率已經低於死亡率了
149,00:07:42.120,00:07:50.120,所以我們大概估計30年來大概人口少掉一半
150,00:07:50.120,00:07:54.120,我記得我民國48年出生的時候
151,00:07:54.120,00:07:57.120,那年好像出生44萬人
152,00:07:57.120,00:08:02.120,到2022年還不到14萬
153,00:08:02.120,00:08:06.120,所以從14萬掉到14萬都不到
154,00:08:06.120,00:08:11.120,其實整個人口大概每年出生人數剩下三分之一而已
155,00:08:11.120,00:08:14.120,所以這是對整個國家影響很大
156,00:08:14.120,00:08:16.120,中美競爭
157,00:08:16.120,00:08:22.120,所以是這樣我們把這個圖再做一個summary
158,00:08:22.120,00:08:24.120,少子化、老年人化
159,00:08:24.120,00:08:26.120,所以人沒那麼多了
160,00:08:26.120,00:08:29.120,所以每一個人要發揮更大效用
161,00:08:29.120,00:08:33.120,所以要人工智慧來幫助老師教學
162,00:08:33.120,00:08:35.120,讓教育更有效
163,00:08:35.120,00:08:37.120,但是不管怎麼樣
164,00:08:37.120,00:08:41.120,我們永遠都籠罩在中美對抗的架構之下
165,00:08:41.120,00:08:43.120,這也是我們要去處理的
166,00:08:43.120,00:08:44.120,幼教是這樣
167,00:08:44.120,00:08:50.120,我們這次有提出五歲就念幼稚園
168,00:08:50.120,00:08:55.120,因為事實上目前五歲念幼稚園大概已經到95%了
169,00:08:55.120,00:08:58.120,那目前如果是念公立的幼稚園
170,00:08:58.120,00:09:00.120,家長每個月還要補一千塊
171,00:09:00.120,00:09:01.120,費用力兩千塊
172,00:09:01.120,00:09:04.120,總供應又有三千塊
173,00:09:04.120,00:09:06.120,那私立是有補助
174,00:09:06.120,00:09:07.120,所以我們大概算過
175,00:09:07.120,00:09:13.120,既然95%的學生都已經在念五歲的幼稚園
176,00:09:13.120,00:09:16.120,然後事實上大部分都已經政府有補助
177,00:09:16.120,00:09:19.120,所以如果把這些家長的負擔全部拿掉
178,00:09:19.120,00:09:21.120,大概一年只要15億
179,00:09:21.120,00:09:24.120,所以這個不用花很多的錢
180,00:09:24.120,00:09:28.120,就可以對制度做一些很大的改變
181,00:09:28.120,00:09:30.120,所以這個我們是主張說
182,00:09:30.120,00:09:33.120,五歲的幼稚園就改成幼教育
183,00:09:33.120,00:09:36.120,所以幼教育往下延伸一年
184,00:09:36.120,00:09:39.120,另外我們在教育過程中
185,00:09:39.120,00:09:42.120,過去還是非常強調知識的傳遞
186,00:09:42.120,00:09:44.120,不過評格價還是非常重要
187,00:09:44.120,00:09:47.120,那偏鄉教育也是個問題
188,00:09:47.120,00:09:52.120,這個因為一個學校人數少
189,00:09:52.120,00:09:55.120,你要辦課後舞蹈課也不可能太多元
190,00:09:55.120,00:09:57.120,還有一個雙語教育
191,00:09:57.120,00:10:00.120,所以不管評格教育
