segment,from,to,text
1,00:00:00.000,00:00:01.540,還有現場的各位來賓
2,00:00:01.540,00:00:03.040,各位青年朋友大家好
3,00:00:03.040,00:00:05.120,我是今天的論壇活動主持人
4,00:00:05.120,00:00:06.040,陳采儀
5,00:00:06.040,00:00:07.480,非常榮幸邀請大家
6,00:00:07.480,00:00:09.420,今天跟我們一起參與這場論壇
7,00:00:09.420,00:00:11.920,共同探討青年的議題
8,00:00:11.920,00:00:13.680,那麼今天這場論壇活動
9,00:00:13.680,00:00:15.320,是由No News今日新聞
10,00:00:15.320,00:00:18.600,還有台灣青年民主協會共同主辦
11,00:00:18.600,00:00:19.800,那麼說到青年朋友
12,00:00:19.800,00:00:21.120,大家很多人第一個印象
13,00:00:21.120,00:00:22.420,就是想到有活力
14,00:00:22.420,00:00:23.960,那麼甚至是創新
15,00:00:23.960,00:00:25.600,那麼青年其實也象徵著
16,00:00:25.600,00:00:27.300,國家未來的希望
17,00:00:27.300,00:00:28.760,那麼我們希望藉由
18,00:00:28.760,00:00:30.400,今天的這場論壇
19,00:00:30.400,00:00:32.480,可以作為青年發聲的平台
20,00:00:32.480,00:00:34.600,同時也希望政府單位
21,00:00:34.600,00:00:35.940,能夠多多支持
22,00:00:35.940,00:00:38.680,還有鼓勵推動青年的政策
23,00:00:38.680,00:00:39.640,那麼稍微說明一下
24,00:00:39.640,00:00:41.340,今天的論壇將分為兩個階段
25,00:00:41.340,00:00:43.520,第一個階段將會由
26,00:00:43.520,00:00:45.120,總統參選人針對青年議題
27,00:00:45.120,00:00:46.120,來進行論述
28,00:00:46.120,00:00:47.020,那麼第二個階段
29,00:00:47.020,00:00:49.480,將會是由NGO團體的提問
30,00:00:49.480,00:00:51.720,而且我們是用抽籤方式來進行
31,00:00:51.720,00:00:52.760,接著就會開放
32,00:00:52.760,00:00:54.500,現場所有的青年朋友
33,00:00:54.500,00:00:57.260,還有來賓來舉手發問
34,00:00:57.260,00:00:59.400,那麼說到了NGO提問的環節
35,00:00:59.400,00:01:01.740,我們接下來就要來抽出
36,00:01:01.740,00:01:04.540,五題不同NGO團體的提問
37,00:01:04.540,00:01:06.280,首先我們就要邀請到的是
38,00:01:06.280,00:01:08.040,台灣青年民主協會
39,00:01:08.040,00:01:09.380,理事長張玉萌
40,00:01:09.380,00:01:11.240,張理事長上台為我們抽出
41,00:01:11.240,00:01:12.640,參選人稍後要回答的
42,00:01:12.640,00:01:15.280,五個NGO團體提問
43,00:01:15.280,00:01:16.580,那麼請工作人員幫我們把
44,00:01:16.580,00:01:17.920,籤筒拿上台
45,00:01:17.920,00:01:23.860,好 玉萌在等等也會擔任我們
46,00:01:23.860,00:01:25.700,Q&A環節的主持人
47,00:01:25.700,00:01:26.820,那我們現在就有請
48,00:01:26.820,00:01:29.160,玉萌幫我們抽出五個題目
49,00:01:29.160,00:01:31.600,第一題編號4
50,00:01:31.600,00:01:34.160,編號4是由台灣勞工陣線提問
51,00:01:34.160,00:01:35.100,第二題
52,00:01:35.100,00:01:37.300,第二題編號8
53,00:01:37.300,00:01:38.700,編號8是由
54,00:01:38.700,00:01:41.400,民間司法改革基金會提問
55,00:01:41.400,00:01:43.840,第三題編號6
56,00:01:43.840,00:01:47.540,編號6是由經濟民主聯合提問
57,00:01:47.540,00:01:49.380,第四題編號5
58,00:01:49.380,00:01:53.080,編號5是由台灣同志諮詢熱線提問
59,00:01:53.080,00:01:55.480,第五題編號10
60,00:01:55.480,00:01:57.020,編號10是由台灣青年
61,00:01:57.020,00:01:59.220,民主協會所提問
62,00:01:59.220,00:02:00.660,我們非常謝謝玉萌
63,00:02:00.660,00:02:03.360,我們請玉萌先回台下就座
64,00:02:03.360,00:02:06.400,好 緊接著大家
65,00:02:06.400,00:02:08.360,相當期待的環節要到來囉
66,00:02:08.360,00:02:10.600,那麼接下來我們就要邀請到的是
67,00:02:10.600,00:02:12.700,2024總統大選參選人
68,00:02:12.700,00:02:14.740,副總統賴清德先生
69,00:02:14.740,00:02:16.880,為我們上台分享經典論述
70,00:02:16.880,00:02:18.240,歡迎賴副總統
71,00:02:18.240,00:02:44.260, be the best 要不要這個台子 要不要這個台子 不用是不是 好
72,00:02:44.260,00:02:46.140,好 謝謝
73,00:02:46.140,00:02:49.400,我們NOW NEWS吳松浩總經理
