segment,from,to,text
1,00:00:00.000,00:00:12.000,(音樂)
2,00:00:12.000,00:00:27.000,(音樂)
3,00:00:27.000,00:00:30.000,副總統 麗君董事長 董雄老師
4,00:00:30.000,00:00:32.000,還有我們現場的媒體好朋友
5,00:00:32.000,00:00:36.000,以及收看直播的觀眾朋友們 大家早安
6,00:00:36.000,00:00:39.000,歡迎大家來到國家希望工程記者會
7,00:00:39.000,00:00:42.000,這是第三場了 延續了我們所說的
8,00:00:42.000,00:00:44.000,希望有總體性的播話
9,00:00:44.000,00:00:49.000,今天主題是健康台灣樂齡幸福社會
10,00:00:49.000,00:00:50.000,那麼最非常重要的是
11,00:00:50.000,00:00:52.000,我們稍後即將要公佈的政見
12,00:00:52.000,00:00:56.000,告訴大家如何以醫療來打造健康台灣
13,00:00:56.000,00:00:58.000,同時如何以長照3.0
14,00:00:58.000,00:01:00.000,能夠守護樂齡的幸福社會
15,00:01:00.000,00:01:02.000,在記者會的一開始
16,00:01:02.000,00:01:04.000,讓我們掌聲有請賴清德副總統
17,00:01:04.000,00:01:06.000,為大家來發表政見
18,00:01:06.000,00:01:11.000,(掌聲)
19,00:01:11.000,00:01:15.000,競選總部國政藍圖召集人 鄭麗君董事長
20,00:01:15.000,00:01:18.000,陳東生執行長
21,00:01:18.000,00:01:21.000,競選總部潘孟安總幹事
22,00:01:21.000,00:01:25.000,在場媒體朋友 線上的觀眾
23,00:01:25.000,00:01:27.000,各位好朋友 大家早
24,00:01:27.000,00:01:33.000,這是我第三場的國政藍圖系列記者會
25,00:01:33.000,00:01:38.000,第一場呢 是向國人報告總論
26,00:01:38.000,00:01:41.000,我希望能夠結合台灣社會各界的力量
27,00:01:41.000,00:01:43.000,推動國家希望工程
28,00:01:43.000,00:01:47.000,打造民主和平的台灣
29,00:01:47.000,00:01:50.000,繁榮 創新的台灣
30,00:01:50.000,00:01:55.000,以及工藝永續的台灣
31,00:01:55.000,00:01:59.000,第二場呢 是針對0到22歲
32,00:01:59.000,00:02:01.000,我將擴大社會投資
33,00:02:01.000,00:02:03.000,投資下一個世代
34,00:02:03.000,00:02:05.000,那今天第三場記者會
35,00:02:05.000,00:02:08.000,我要報告的主題有兩個
36,00:02:08.000,00:02:12.000,一個是醫療希望能夠打造健康台灣
37,00:02:12.000,00:02:15.000,第二個議題是長照3.0
38,00:02:15.000,00:02:22.000,能夠建立樂齡 幸福的社會
39,00:02:22.000,00:02:24.000,就醫療而言
40,00:02:24.000,00:02:28.000,我常常在思考一個問題
41,00:02:28.000,00:02:32.000,就是我能夠有別於以往的總統
42,00:02:32.000,00:02:36.000,能夠另外帶給台灣社會什麼
43,00:02:36.000,00:02:39.000,一方面我的背景是醫生
44,00:02:39.000,00:02:42.000,另外我也看到了
45,00:02:42.000,00:02:47.000,國民平均移民陸續延長到81歲
46,00:02:47.000,00:02:52.000,可是不健康年數也達8年之多
47,00:02:52.000,00:02:53.000,那換句話說
48,00:02:53.000,00:02:56.000,我們的國人同胞平均移民裡面
49,00:02:56.000,00:02:59.000,有10%的歲月是不健康的
50,00:02:59.000,00:03:01.000,可能是臥病在床
51,00:03:01.000,00:03:03.000,可能是坐輪椅
52,00:03:03.000,00:03:05.000,可能生活需要照料
53,00:03:05.000,00:03:10.000,因此我希望藉由我的醫療專業
54,00:03:10.000,00:03:12.000,跟醫界共同合作
55,00:03:12.000,00:03:15.000,也能夠結合台灣社會的力量
56,00:03:15.000,00:03:18.000,打造健康的台灣
57,00:03:18.000,00:03:20.000,讓國人更健康
58,00:03:20.000,00:03:23.000,讓國家更強
59,00:03:23.000,00:03:26.000,國人健康國家自然強
60,00:03:26.000,00:03:29.000,但是我們在打造健康台灣的時候
61,00:03:29.000,00:03:32.000,勢必會推動健康產業
62,00:03:32.000,00:03:35.000,也因為健康產業的壯大
63,00:03:35.000,00:03:39.000,我們的國家也會因為這樣更強
64,00:03:39.000,00:03:41.000,我衷心期盼
65,00:03:41.000,00:03:44.000,我認為我們也有這個實力
66,00:03:44.000,00:03:46.000,我們的健康產業
67,00:03:46.000,00:03:51.000,有機會能夠成為第二座富國神山
68,00:03:51.000,00:03:56.000,讓國際社會能夠擁抱台灣
69,00:03:56.000,00:03:58.000,那第一個重點呢
70,00:03:58.000,00:04:02.000,就是要通過健康憲章
71,00:04:02.000,00:04:05.000,也就是未來任何的壯大建設
72,00:04:05.000,00:04:06.000,或者是政策的提出
73,00:04:06.000,00:04:09.000,不可以違反健康原則
74,00:04:09.000,00:04:11.000,這當中當然政府
75,00:04:11.000,00:04:14.000,有幾個事情是一定要做的
76,00:04:14.000,00:04:17.000,第一個要具體的提出
77,00:04:17.000,00:04:20.000,健康的公共政策
78,00:04:20.000,00:04:23.000,那第二個呢也要協助國人
79,00:04:23.000,00:04:26.000,取得健康促進的知識技巧
80,00:04:26.000,00:04:28.000,甚至專業
81,00:04:28.000,00:04:31.000,第三應該要有整體的社區行動
82,00:04:31.000,00:04:33.000,同時也應該要建立
83,00:04:33.000,00:04:36.000,社會的健康促進的氛圍
84,00:04:36.000,00:04:39.000,也就是說讓健康促進
85,00:04:39.000,00:04:42.000,能夠成為主流
86,00:04:42.000,00:04:44.000,社會的主流
87,00:04:44.000,00:04:47.000,有別以以往的
88,00:04:47.000,00:04:50.000,健康的政策的核心理念
89,00:04:50.000,00:04:54.000,那第二點呢我們一定要持續
90,00:04:54.000,00:04:57.000,提升我們的醫療服務品質
91,00:04:57.000,00:04:59.000,增進國人的健康
92,00:04:59.000,00:05:02.000,這有幾個重點必須要做的
93,00:05:02.000,00:05:05.000,這包括我們一定要優化
94,00:05:05.000,00:05:07.000,醫學教育
95,00:05:07.000,00:05:09.000,特別是要導入新的科技
96,00:05:09.000,00:05:13.000,新的觀念
97,00:05:13.000,00:05:16.000,第二個我們也必須要支持
98,00:05:16.000,00:05:18.000,基礎醫學的研究
99,00:05:18.000,00:05:20.000,重視臨床醫學
100,00:05:20.000,00:05:23.000,也要加強國際的交流
101,00:05:23.000,00:05:26.000,那第二個呢醫療團隊
102,00:05:26.000,00:05:29.000,必須要好好合作
103,00:05:29.000,00:05:31.000,過去我在臨床工作上面
104,00:05:31.000,00:05:34.000,這個已經有相當好的基礎
105,00:05:34.000,00:05:37.000,但是未來面臨老人化的社會
106,00:05:37.000,00:05:40.000,新興疾病的竄起
107,00:05:40.000,00:05:42.000,團隊之間的合作
108,00:05:42.000,00:05:45.000,橫向的聯繫仍然重要
109,00:05:45.000,00:05:47.000,那另外一點同樣重要的是
110,00:05:47.000,00:05:51.000,醫療跟非醫療領域的整合
111,00:05:51.000,00:05:54.000,所謂非醫療的領域
112,00:05:54.000,00:05:56.000,又包括公共衛生
113,00:05:56.000,00:05:58.000,傳染病防治
114,00:05:58.000,00:06:00.000,還有健康促進
115,00:06:00.000,00:06:03.000,健康促進又包括了
116,00:06:03.000,00:06:06.000,體育 營養
