segment,from,to,text
1,00:00:00.000,00:00:03.600,歡迎各位貴賓來參與我們的記者會
2,00:00:03.600,00:00:04.560,還有總幹事
3,00:00:04.560,00:00:05.920,歡迎大家先就座
4,00:00:05.920,00:00:07.760,記者會即將正式的開始
5,00:00:07.760,00:00:12.080,各位貴賓
6,00:00:12.080,00:00:13.680,還有我們的媒體好朋友們
7,00:00:13.680,00:00:15.960,以及收看直播各位觀眾朋友們
8,00:00:15.960,00:00:17.280,大家早安
9,00:00:17.280,00:00:19.000,歡迎來到國家希望工程
10,00:00:19.000,00:00:21.280,國政願景的記者會現場
11,00:00:21.280,00:00:24.720,這是我們這個系列第四次開記者會了
12,00:00:24.720,00:00:28.320,今天的主題是創新經濟智慧國家
13,00:00:28.320,00:00:31.040,主要以創新作為驅動引擎
14,00:00:31.040,00:00:32.680,那麼在記者會的一開始
15,00:00:32.680,00:00:35.120,先為大家來介紹監與會的貴賓
16,00:00:35.120,00:00:38.000,首先第一位賴清德總統參選人
17,00:00:38.000,00:00:40.000,早安
18,00:00:40.000,00:00:43.520,以及競總的國政召集人
19,00:00:43.520,00:00:45.960,暨清平台的董事長鄭麗君
20,00:00:45.960,00:00:47.440,歡迎麗君召集人
21,00:00:47.440,00:00:48.680,早安
22,00:00:48.680,00:00:50.680,以及第三位是清平台的顧問
23,00:00:50.680,00:00:52.040,朱敬儀院士
24,00:00:52.040,00:00:53.840,歡迎朱顧問
25,00:00:53.840,00:00:54.560,早安
26,00:00:54.560,00:00:56.320,以及新興界文教基金會
27,00:00:56.320,00:00:58.560,陳鎮然董事 董事好
28,00:00:58.560,00:01:00.480,歡迎董事麗玲
29,00:01:00.480,00:01:02.880,以及台灣大學財政金融系的
30,00:01:02.880,00:01:04.160,施拜達教授
31,00:01:04.160,00:01:05.520,教授好
32,00:01:05.520,00:01:06.400,歡迎您
33,00:01:06.400,00:01:09.360,台灣智庫呂耀智執行長
34,00:01:09.360,00:01:11.360,執行長早安
35,00:01:11.360,00:01:12.480,在記者會的一開始
36,00:01:12.480,00:01:14.280,邀請賴副總統為大家介紹
37,00:01:14.280,00:01:17.080,今天主題的國政願景
38,00:01:17.080,00:01:19.600,掌聲歡迎賴清德總統參選人
39,00:01:19.600,00:01:25.400,好 謝謝
40,00:01:26.400,00:01:29.960,京權總部國政南途召集人
41,00:01:29.960,00:01:31.640,鄭麗君董事長
42,00:01:31.640,00:01:35.160,大家所尊敬的朱敬儀院士
43,00:01:35.160,00:01:36.680,陳鎮然理事長
44,00:01:36.680,00:01:37.880,施拜達教授
45,00:01:37.880,00:01:39.480,以及呂耀智教授
46,00:01:39.480,00:01:41.480,在場美女朋友
47,00:01:41.480,00:01:45.000,以及線上收聽直播的國人同胞
48,00:01:45.000,00:01:47.000,大家早安 大家好
49,00:01:47.000,00:01:49.480,在未來
50,00:01:49.480,00:01:53.400,我將秉持民進黨青年勤政
51,00:01:53.400,00:01:54.920,愛鄉土的精神
52,00:01:54.920,00:02:01.480,以及愛和平非暴力的創黨價值
53,00:02:01.480,00:02:04.440,結合台灣社會各界的力量
54,00:02:04.440,00:02:08.680,用人為財推動國家希望工程
55,00:02:08.680,00:02:12.520,打造民主和平的台灣
56,00:02:12.520,00:02:15.720,創新繁榮的台灣
57,00:02:15.720,00:02:19.560,以及公益永續的台灣
58,00:02:19.560,00:02:21.800,在今天的記者會
59,00:02:21.800,00:02:25.000,我將用創新經濟
60,00:02:25.000,00:02:30.040,以及智慧國家的理念
61,00:02:30.040,00:02:37.080,進一步的闡述創新繁榮台灣的內涵
62,00:02:37.080,00:02:40.360,各位國人同胞
63,00:02:40.360,00:02:44.760,世界的局勢正在劇烈的變化
64,00:02:44.760,00:02:47.400,因為疫情的衝擊
65,00:02:47.400,00:02:51.080,影響了全世界的社會行為
66,00:02:51.080,00:02:55.160,也影響了經濟跟產業的結構
67,00:02:55.160,00:02:57.480,地緣政治的變化
68,00:02:57.480,00:02:59.640,包括中美科技戰
69,00:02:59.640,00:03:01.640,二烏戰爭
70,00:03:01.640,00:03:05.720,以及台海情勢的升高
71,00:03:05.720,00:03:09.400,都影響了整個國際社會
72,00:03:09.400,00:03:13.480,另外再加上數位轉型
73,00:03:13.480,00:03:19.240,以及面臨的2050淨零轉型的挑戰
74,00:03:19.240,00:03:23.080,整個國際局勢的劇烈變化當中
75,00:03:23.080,00:03:26.200,台灣受到衝擊受到影響
76,00:03:26.200,00:03:28.200,自然也不例外
77,00:03:28.200,00:03:29.720,在這種狀況之下
78,00:03:29.720,00:03:32.280,我們應該要團結一致
79,00:03:32.280,00:03:35.640,結合台灣社會各界的力量
80,00:03:35.640,00:03:41.240,將挑戰化為國家進步的動力
81,00:03:41.240,00:03:45.080,我今天所提出來的主題
82,00:03:45.080,00:03:47.640,主要就是創新經濟
83,00:03:47.640,00:03:51.160,以及智慧國家的理念
84,00:03:51.160,00:03:53.160,我們都很清楚
85,00:03:53.160,00:03:56.920,台灣的經濟是所有今天的進展
86,00:03:56.920,00:03:58.920,我們必須要感謝
87,00:03:58.920,00:04:02.360,成千上萬的中小企業組
88,00:04:02.360,00:04:05.480,在過去提著007的手提箱
89,00:04:05.480,00:04:08.760,到世界各地去爭取訂單
90,00:04:08.760,00:04:12.760,打造了第一次的經濟奇蹟
91,00:04:12.760,00:04:15.240,但是我們必須要講
92,00:04:15.240,00:04:18.840,在智慧化全新的時代
93,00:04:18.840,00:04:21.320,我們必須要走出過去
94,00:04:21.320,00:04:26.760,以生產要素為驅動的經濟發展模式
95,00:04:26.760,00:04:34.120,要改變用創新驅動的經濟發展的方式
96,00:04:34.120,00:04:40.280,所謂經濟創新驅動的經濟發展模式
97,00:04:40.280,00:04:43.720,主要有包括四個面向
98,00:04:43.720,00:04:46.280,第一個是產業創新
99,00:04:46.280,00:04:49.480,第二個是科技創新
100,00:04:49.480,00:04:52.680,第三個是金融創新
101,00:04:52.680,00:04:56.280,第四個面向則是創新創業
102,00:04:56.280,00:04:59.720,我們要因此達到三個目標
103,00:04:59.720,00:05:03.560,也就是創新成長的目標
104,00:05:03.560,00:05:06.760,包容性成長的目標
105,00:05:06.760,00:05:10.280,以及綠色成長的目標
106,00:05:10.280,00:05:15.080,以下我將會用七項主張
107,00:05:15.080,00:05:20.680,來進一步闡述所有的理念跟做法
108,00:05:20.680,00:05:23.080,第一個主張就是
109,00:05:23.080,00:05:27.560,提升產業的國際競爭力與韌性
110,00:05:27.560,00:05:31.880,讓台灣成為經濟的日不落國
111,00:05:31.880,00:05:37.560,具體的做法包括產業的面向
112,00:05:37.560,00:05:40.920,我們將持續推動蔡英文總統所提出的
113,00:05:40.920,00:05:43.960,六大核心戰略產業
114,00:05:43.960,00:05:46.760,因為這六大核心戰略產業
115,00:05:46.760,00:05:52.200,都是要因應當前國際的各項挑戰
116,00:05:52.200,00:05:55.480,所衍生出來的產業發展
117,00:05:55.480,00:05:58.280,好比在數位化的時代
118,00:05:58.280,00:06:01.000,我們要去推動
119,00:06:01.000,00:06:04.360,資訊數位核心戰略產業
120,00:06:04.360,00:06:09.960,以及資安卓越核心戰略產業
121,00:06:09.960,00:06:13.800,面對的2050近年轉型的要求
122,00:06:13.800,00:06:15.800,我們要去推動
123,00:06:15.800,00:06:21.400,綠電以及再生人員核心戰略產業
124,00:06:21.400,00:06:23.960,面對COVID-19的衝擊
125,00:06:23.960,00:06:27.960,以及未來可能下一波的
126,00:06:27.960,00:06:30.200,國際性的傳染病
127,00:06:30.200,00:06:36.600,我們要去推動精準醫療核心戰略產業
128,00:06:36.600,00:06:39.800,面對地緣政治的衝擊
129,00:06:39.800,00:06:42.360,極權主義的威脅
130,00:06:42.360,00:06:44.600,我們必須要去推動
131,00:06:44.600,00:06:49.400,民生戰備核心戰略產業
132,00:06:49.400,00:06:55.960,以及國防戰略核心戰略產業
133,00:06:55.960,00:06:57.480,六項核心戰略產業
134,00:06:57.480,00:06:59.560,我們必須要持續推動
135,00:06:59.560,00:07:03.640,另外一點是因為中美貿易衝突
136,00:07:03.640,00:07:06.200,再加上地緣政治的變化
137,00:07:06.200,00:07:09.480,中國的供應鏈受到嚴重的衝擊
138,00:07:09.480,00:07:16.120,也凸顯了台灣產業在全球供應鏈的重要性
139,00:07:16.120,00:07:19.720,這個是地緣政治的變化
140,00:07:19.720,00:07:23.720,提供了台灣產業進一步發展的機會
141,00:07:23.720,00:07:28.200,特別是其中五項信賴產業
142,00:07:28.200,00:07:31.080,第一個就是半導體產業
143,00:07:31.080,00:07:35.880,第二個就是人工智慧產業
144,00:07:35.880,00:07:40.280,第三個就是國防產業
145,00:07:40.280,00:07:45.640,第四個是軍工產業以及監控產業
146,00:07:45.640,00:07:50.040,第五個產業就是資通訊
147,00:07:50.040,00:07:53.160,特別是低軌衛星產業等等
148,00:07:53.160,00:07:57.880,這個都是未來台灣在地緣政治變化當中
