segment,from,to,text
1,00:00:00.000,00:00:02.300,永遠要有風險管理的概念
2,00:00:02.300,00:00:04.000,所以像剛才那一條
3,00:00:04.000,00:00:05.600,對於美國要求
4,00:00:05.600,00:00:07.600,TSM台積電搬到美國
5,00:00:07.600,00:00:09.600,其實這條標準答案是什麼
6,00:00:09.600,00:00:12.900,原則上按照市場規則運作
7,00:00:12.900,00:00:16.300,但是你美國認為哪一條會影響到你國家安全
8,00:00:16.300,00:00:17.300,不然你講
9,00:00:17.300,00:00:19.800,那一部分特別移出去就好了
10,00:00:19.800,00:00:22.300,但是所以這個這樣
11,00:00:22.300,00:00:24.300,為什麼要講這個叫
12,00:00:24.300,00:00:25.800,經濟安全保障法
13,00:00:25.800,00:00:27.800,從這一刻開始
14,00:00:27.800,00:00:31.000,所有的產業永遠要風險管理的想法
15,00:00:31.000,00:00:33.500,也就是說過去對這種風險管理
16,00:00:33.500,00:00:35.000,不用討論那麼多
17,00:00:35.000,00:00:36.300,不用那麼pay attention
18,00:00:36.300,00:00:37.500,從現在開始要
19,00:00:37.500,00:00:41.500,所以所有企業原則上依照市場規則運作
20,00:00:41.500,00:00:43.500,但是要風險管理的概念
21,00:00:43.500,00:00:45.500,所以理論上在國安會底下
22,00:00:45.500,00:00:47.000,要特別對這個經濟安全
23,00:00:47.000,00:00:49.000,要設一個委員會
24,00:00:49.000,00:00:51.000,因為這個跨過太多局處了
25,00:00:51.000,00:00:53.800,從農業部到經濟部很多問題
26,00:00:53.800,00:00:55.800,等一下我們花點時間來講
27,00:00:57.000,00:00:58.300,第二題
28,00:00:58.300,00:01:00.300,強化產業優勢
29,00:01:00.300,00:01:02.300,反正anyway
30,00:01:02.300,00:01:04.300,現在ICT像台灣GDP
31,00:01:04.300,00:01:06.300,占比超過20
32,00:01:06.300,00:01:07.800,而且
33,00:01:07.800,00:01:11.500,這個20%是在過去幾年繼續在上升
34,00:01:11.500,00:01:13.000,有人問我說
35,00:01:13.000,00:01:16.500,你為什麼對核電的態度在改變
36,00:01:16.500,00:01:18.500,我說沒辦法
