segment,from,to,text
1,00:00:00.000,00:00:02.000,今天端出了十全大補湯
2,00:00:02.000,00:00:05.800,要讓國家來當新手爸媽的神隊友
3,00:00:05.800,00:00:08.600,來打造一個友善生養的環境
4,00:00:08.600,00:00:11.400,首先先讓我來介紹一下今天的貴賓
5,00:00:11.400,00:00:15.200,介紹的是民眾黨總統參選人柯文哲
6,00:00:15.200,00:00:20.400,好 接下來介紹的是台灣民眾黨秘書長
7,00:00:20.400,00:00:22.500,周台竹秘書長
8,00:00:22.500,00:00:27.200,歡迎柯文哲競選總幹事黃珊珊
9,00:00:28.800,00:00:32.400,以及我們新故鄉智庫的蘇敬強執行長
10,00:00:32.400,00:00:38.000,最後讓我們來介紹的是民眾黨的立委參選人
11,00:00:38.000,00:00:41.200,五股蘆洲三重的參選人李友誼
12,00:00:41.200,00:00:42.200,歡迎友誼
13,00:00:42.200,00:00:48.000,好 我想曹子樺的危機現在真的是刻不容緩
14,00:00:48.000,00:00:50.800,曹子樺已經成為了國安的危機
15,00:00:50.800,00:00:52.400,從2020年開始
16,00:00:52.400,00:00:56.400,台灣的人口已經連續三年進入死亡交叉
17,00:00:56.400,00:00:59.000,已經進入了生不如死的狀況
18,00:00:59.000,00:01:02.200,而且台灣去年的生育率只有高於南韓
19,00:01:02.200,00:01:04.600,是全世界倒數第二
20,00:01:04.600,00:01:08.300,到底我們要如何來搶救這樣子的曹子樺危機
21,00:01:08.300,00:01:10.500,還有挽救我們的國安危機
22,00:01:10.500,00:01:13.800,馬上我們就有請台灣民眾黨的總統參選人柯文哲
23,00:01:13.800,00:01:16.900,來上台來為他為我們大家宣布
24,00:01:16.900,00:01:20.000,柯文哲搶救曹子樺十全大補湯
25,00:01:20.000,00:01:24.600,黃珊珊
26,00:01:25.600,00:01:27.600,簡報筆
27,00:01:27.600,00:01:35.600,好 這個是一個
28,00:01:35.600,00:01:39.600,已經算是大家都知道
29,00:01:52.600,00:01:55.600,好 這是一個大家都知道的題目
30,00:01:55.600,00:01:57.600,只是說解荒
31,00:01:57.600,00:01:59.600,不過在講解荒之前
32,00:01:59.600,00:02:03.600,還是把這個問題做一個比較詳細的分析
33,00:02:03.600,00:02:07.600,也許你們也會提出其他更好的解荒
34,00:02:07.600,00:02:11.600,第一個 少死八代一定缺工
35,00:02:11.600,00:02:13.600,反正勞動力不足
36,00:02:13.600,00:02:15.600,學校關門
37,00:02:15.600,00:02:19.100,這個估計的 未來十年有四十家大學要關門
38,00:02:19.100,00:02:22.100,這絕對不是那個社區大學學生每一個補助
39,00:02:22.100,00:02:24.600,每年三萬五千塊可以解決的
40,00:02:24.600,00:02:27.600,因為他是少死外要關門
41,00:02:27.600,00:02:29.600,然後產業失衡
42,00:02:29.600,00:02:32.600,這個有到中南部去走就知道
43,00:02:32.600,00:02:35.600,我們整個傳統產業幾乎都缺工
44,00:02:35.600,00:02:39.600,目前我們的外勞政策也不是非常明顯
45,00:02:39.600,00:02:42.600,所以這些都是問題
46,00:02:42.600,00:02:47.600,那2020年其實在那一年開始
47,00:02:47.600,00:02:49.600,台灣就勝不如是了
48,00:02:49.600,00:02:55.600,只是2020年因為從香港大概有九千多人移居台灣
49,00:02:55.600,00:02:59.600,所以如果因為有加上那個移民
50,00:02:59.600,00:03:02.600,所以那一年人數還沒有下降
51,00:03:02.600,00:03:04.600,不過過了2020年以後
52,00:03:04.600,00:03:08.600,從2021開始及時加上移民的人數
53,00:03:08.600,00:03:10.600,台灣的總人數還是下降
54,00:03:10.600,00:03:12.600,所以結論是這樣
55,00:03:12.600,00:03:15.600,2020年那一年開始台灣就勝不如是了
56,00:03:15.600,00:03:18.600,然後從2020年那一年是因為
57,00:03:18.600,00:03:20.100,有加上移民的人數
58,00:03:20.100,00:03:23.600,所以台灣人口的數目達到歷史上的高峰
59,00:03:23.600,00:03:26.600,從2020年開始就一直往下
60,00:03:26.600,00:03:27.600,這當然是這樣
61,00:03:27.600,00:03:30.600,所以出生率高低有不同的估計
62,00:03:30.600,00:03:34.600,如果說出生率還是很低的話
63,00:03:34.600,00:03:38.600,到2070年大概就1500-20000
64,00:03:38.600,00:03:41.600,台灣人口就自動減了快一半掉
65,00:03:41.600,00:03:46.600,那我們的出生數也是一度下降
66,00:03:46.600,00:03:49.600,目前全世界出生人數比我們出生率
67,00:03:49.600,00:03:51.600,比台灣更低的是南韓
68,00:03:51.600,00:03:53.600,我們在導數第二
69,00:03:53.600,00:03:55.600,那你看看喔
70,00:03:55.600,00:04:00.600,這個去年出生是13萬還不到14萬
71,00:04:00.600,00:04:05.600,所以昨天我去那個高雄大學去演講
