segment,from,to,text
1,00:00:00.000,00:00:03.160,今天的主題是公益社會溫暖台灣
2,00:00:03.160,00:00:06.800,接下來我們將針對有關於高齡兒少
3,00:00:06.800,00:00:11.000,還有社會安全網2.0來進行五大主張的陳述
4,00:00:11.000,00:00:11.960,那麼記者會議開始
5,00:00:11.960,00:00:14.640,讓我先為大家一一介紹兼與會的貴賓
6,00:00:14.640,00:00:18.080,首先第一位賴清德總統候選人
7,00:00:18.080,00:00:19.680,早安
8,00:00:19.680,00:00:21.600,以及我們靖總的國政召集人
9,00:00:21.600,00:00:24.800,同時也是金平台的基金會董事長
10,00:00:24.800,00:00:26.520,鄭麗君董事長
11,00:00:26.520,00:00:28.680,歡迎召集人 早安
12,00:00:28.680,00:00:30.640,立法委員吳予青委員
13,00:00:30.640,00:00:32.880,委員早
14,00:00:32.880,00:00:34.400,現在還有很多的貴賓與會
15,00:00:34.400,00:00:36.840,首先是台灣大學社工系的教授
16,00:00:36.840,00:00:38.760,鄭麗真 鄭教授
17,00:00:38.760,00:00:40.480,教授早安
18,00:00:40.480,00:00:43.880,以及台灣少年權益與福利促進聯盟的
19,00:00:43.880,00:00:45.480,林月清理事長
20,00:00:45.480,00:00:47.360,理事長好 早安
21,00:00:47.360,00:00:49.520,中華民國老人福利推動聯盟
22,00:00:49.520,00:00:51.520,張淑清秘書長
23,00:00:51.520,00:00:53.040,秘書長早
24,00:00:53.040,00:00:56.520,中華民國智障家長總會林慧芳秘書長
25,00:00:56.520,00:00:58.280,秘書長早安
26,00:00:58.280,00:01:01.680,台北市喜英五愛協會許朝副總幹事
27,00:01:01.680,00:01:03.080,總幹事好
28,00:01:03.080,00:01:04.200,歡迎您來
29,00:01:04.200,00:01:07.400,台灣社會福利總盟孫一信秘書長
30,00:01:07.400,00:01:08.640,歡迎秘書長
31,00:01:08.640,00:01:10.080,秘書長早安
32,00:01:10.080,00:01:11.640,今天非常多的貴賓與會
33,00:01:11.640,00:01:12.720,在記者會立開始
34,00:01:12.720,00:01:15.200,我們邀請賴清德總統候選人
35,00:01:15.200,00:01:20.080,為大家來闡述公益社會溫暖台灣的五大主張
36,00:01:20.080,00:01:24.600,好 謝謝
37,00:01:24.600,00:01:26.520,競選總部
38,00:01:26.520,00:01:30.600,國家政策藍圖召集人鄭麗君董事長
39,00:01:30.600,00:01:32.680,立法院吳亦勤委員
40,00:01:32.680,00:01:34.960,台灣大學鄭麗貞教授
41,00:01:34.960,00:01:37.760,以及各個公益團體的代表
42,00:01:37.760,00:01:38.680,現場的媒體
43,00:01:38.680,00:01:41.680,以及線上收看直播的好朋友們
44,00:01:41.680,00:01:44.360,大家早安 大家好
45,00:01:44.360,00:01:48.480,這是我競選總統第七次的
46,00:01:48.480,00:01:51.080,國政系列記者會
