segment,from,to,text
1,00:00:00.000,00:00:02.000,智庫執行長蘇進強
2,00:00:02.000,00:00:05.000,以及今天議會的專家學者
3,00:00:05.000,00:00:07.000,大家早安 大家好
4,00:00:07.000,00:00:12.000,今天很榮幸在這個重要的歷史性的一刻
5,00:00:12.000,00:00:14.000,馬上就要決定
6,00:00:14.000,00:00:16.000,再也能不能整合成功
7,00:00:16.000,00:00:20.000,聯合政府能不能搭起藍白合作的橋樑呢
8,00:00:20.000,00:00:23.000,台灣會不會再次政黨輪替
9,00:00:23.000,00:00:26.000,在今天的座談會能夠傾聽
10,00:00:26.000,00:00:28.000,分享各位憲政學者
11,00:00:28.000,00:00:33.000,民主運動先進對聯合政府團結台灣的智慧
12,00:00:33.000,00:00:36.000,上次在把國家還給你的記者會我們有發現
13,00:00:36.000,00:00:39.000,曾經被稱為民主謀犯生的台灣
14,00:00:39.000,00:00:41.000,因為一黨獨大
15,00:00:41.000,00:00:43.000,形成了有權無責
16,00:00:43.000,00:00:46.000,券切制衡的超級大總統制
17,00:00:46.000,00:00:48.000,這種民主的傾斜
18,00:00:48.000,00:00:50.000,造成一些系統性的貪腐
19,00:00:50.000,00:00:52.000,類多式的執政弊端
20,00:00:52.000,00:00:55.000,所以今天柯文哲提出
21,00:00:55.000,00:00:57.000,聯合政府的倡議
22,00:00:57.000,00:01:00.000,就是對這種病症的政治解放
23,00:01:00.000,00:01:03.000,也因為這樣今天要開個重要的這個座談會
24,00:01:03.000,00:01:05.000,來 我們接下來把棒子要交給
25,00:01:05.000,00:01:07.000,我們的智庫的執行長
26,00:01:07.000,00:01:09.000,蘇建強 執行長
27,00:01:09.000,00:01:11.000,好
28,00:01:11.000,00:01:13.000,謝謝我們最佳主持人
29,00:01:13.000,00:01:15.000,我就從我們左邊介紹
30,00:01:15.000,00:01:17.000,柯主席大家不用介紹了
31,00:01:17.000,00:01:19.000,大家再歡迎他
32,00:01:19.000,00:01:21.000,我們黃珊珊總幹事
33,00:01:21.000,00:01:23.000,我們座台主秘書長
34,00:01:23.000,00:01:25.000,我們成功大學
35,00:01:25.000,00:01:27.000,習中信 習教授
36,00:01:27.000,00:01:30.000,開藍大學 鄭寶清 鄭教授
37,00:01:30.000,00:01:33.000,台灣大學 彭建鵬 彭教授
38,00:01:33.000,00:01:35.000,我右邊第一位
39,00:01:35.000,00:01:37.000,我們這個法學界的大佬
40,00:01:37.000,00:01:40.000,東武大學 退休教授 林騰堯 林教授
41,00:01:40.000,00:01:42.000,我們東武大學教授
42,00:01:42.000,00:01:44.000,劉舒斌 劉教授
43,00:01:44.000,00:01:46.000,四環大學教授
44,00:01:46.000,00:01:48.000,啟照祥 啟照授
45,00:01:48.000,00:01:50.000,開藍大學 彭百賢
46,00:01:50.000,00:01:52.000,彭教授 也是彭縣長
47,00:01:52.000,00:01:54.000,那我們主持人
48,00:01:54.000,00:01:59.000,好 我們今天議程
49,00:01:59.000,00:02:01.000,其實一開始
50,00:02:01.000,00:02:04.000,等一下大家會有一些討論
51,00:02:04.000,00:02:07.000,那我們就先請主席來致詞
52,00:02:07.000,00:02:09.000,我再來講議程
53,00:02:09.000,00:02:10.000,好不好 好
54,00:02:10.000,00:02:12.000,那我們就歡迎主席
55,00:02:12.000,00:02:18.000,喂 各位學者
56,00:02:18.000,00:02:21.000,有現場的記者朋友
57,00:02:21.000,00:02:23.000,還有關心台灣前途的全國民眾
58,00:02:23.000,00:02:25.000,大家早安 大家好
59,00:02:25.000,00:02:27.000,今天這個座談會
60,00:02:27.000,00:02:33.000,喂
61,00:02:33.000,00:02:34.000,今天這個座談會
62,00:02:34.000,00:02:37.000,不是為了柯文哲來量身打造
63,00:02:37.000,00:02:39.000,事實上今天來的學者
64,00:02:39.000,00:02:41.000,也是不分黨派
65,00:02:41.000,00:02:43.000,各種顏色都有
66,00:02:43.000,00:02:45.000,我覺得目的是要打破一個
67,00:02:45.000,00:02:47.000,贏者全拿 毫無制衡
68,00:02:47.000,00:02:50.000,有權無責的政治體制
69,00:02:50.000,00:02:53.000,要打破目前所謂的
70,00:02:53.000,00:02:54.000,威權總統制
71,00:02:54.000,00:02:56.000,或者是超級總統制
72,00:02:56.000,00:02:57.000,其實在我看起來
73,00:02:57.000,00:03:00.000,根本就是民選皇帝制
74,00:03:00.000,00:03:01.000,所以我們要重新建立一個
75,00:03:01.000,00:03:04.000,青年勤政愛民愛鄉土的政府
76,00:03:04.000,00:03:06.000,來確保台灣的長治久安
77,00:03:06.000,00:03:08.000,那麼在這次選舉當中
78,00:03:08.000,00:03:10.000,我們提出了台灣歷史上
79,00:03:10.000,00:03:12.000,第一次的聯合政府
80,00:03:12.000,00:03:15.000,團結台灣的政治訴求
81,00:03:15.000,00:03:18.000,1987年台灣解除戒嚴
82,00:03:18.000,00:03:23.000,1996年台灣第一次總統直選
83,00:03:23.000,00:03:26.000,2000年第一次台灣政黨輪替
84,00:03:26.000,00:03:29.000,結束了黨國威權統治的體制
85,00:03:29.000,00:03:33.000,這個算是第一波的台灣民主
86,00:03:33.000,00:03:36.000,2013年前總統李登輝
87,00:03:36.000,00:03:38.000,有提出他要進行
88,00:03:38.000,00:03:40.000,第二波的台灣民主改革
89,00:03:40.000,00:03:41.000,當時的目標是說
90,00:03:41.000,00:03:43.000,要打破中央集權
91,00:03:43.000,00:03:45.000,然後落實地方政治
92,00:03:45.000,00:03:47.000,平衡地區發展
93,00:03:47.000,00:03:48.000,但是在2016年
94,00:03:48.000,00:03:50.000,民進黨全面執政以後
95,00:03:50.000,00:03:52.000,我們卻看到了
96,00:03:52.000,00:03:54.000,政黨利益大於國家利益
97,00:03:54.000,00:03:56.000,派系利益大於政黨利益
98,00:03:56.000,00:03:59.000,最後是個人利益大於派系的利益
99,00:03:59.000,00:04:01.000,其實在這個時代
100,00:04:01.000,00:04:04.000,每天晚上回去看電視
101,00:04:04.000,00:04:06.000,都覺得我們今天總會是
102,00:04:06.000,00:04:11.000,是那種名嘴側翼網軍在治國
103,00:04:11.000,00:04:13.000,簡直就像明朝末年的
104,00:04:13.000,00:04:16.000,東廠跟錦衣衛
105,00:04:16.000,00:04:18.000,國家面對的問題
106,00:04:18.000,00:04:20.000,像五缺
107,00:04:20.000,00:04:21.000,五年前是五缺
108,00:04:21.000,00:04:22.000,現在是五缺
109,00:04:22.000,00:04:25.000,缺水缺電缺工缺地缺人才
110,00:04:25.000,00:04:27.000,到今年也缺雞蛋缺豬肉
111,00:04:27.000,00:04:29.000,勞保會要破產
112,00:04:29.000,00:04:31.000,健保費用沒有辦法控制
113,00:04:31.000,00:04:33.000,年輕人面對高房租高房價
114,00:04:33.000,00:04:35.000,低薪通膨
115,00:04:35.000,00:04:37.000,其實年輕人不怕辛苦
116,00:04:37.000,00:04:39.000,他們怕的是沒有希望
117,00:04:39.000,00:04:40.000,所以不能怪說
118,00:04:40.000,00:04:43.000,他們為什麼變成躺平族
119,00:04:43.000,00:04:44.000,我也要問大家
120,00:04:44.000,00:04:45.000,在座的各位
121,00:04:45.000,00:04:47.000,今天台海戰爭的風險
122,00:04:47.000,00:04:49.000,是不是比以前更高
123,00:04:49.000,00:04:52.000,今天貧富懸殊是不是比以前更厲害
124,00:04:52.000,00:04:54.000,今天我們的民主自由
125,00:04:54.000,00:04:57.000,難道比八年前更好嗎
126,00:04:57.000,00:04:59.000,今天只要講錯話
127,00:04:59.000,00:05:01.000,在網路上講錯話
128,00:05:01.000,00:05:02.000,不是說講錯話
129,00:05:02.000,00:05:06.000,講的違逆當前的政府的話
130,00:05:06.000,00:05:08.000,馬上就被出征了
131,00:05:08.000,00:05:10.000,網軍出征了
132,00:05:10.000,00:05:11.000,所以在這次的選舉當中
133,00:05:11.000,00:05:14.000,我主張把國家還給人民
134,00:05:14.000,00:05:16.000,2024的總統大選
135,00:05:16.000,00:05:19.000,我們提出了聯合政府團結台灣
136,00:05:19.000,00:05:21.000,其實心中在想的就是
137,00:05:21.000,00:05:26.000,這應當是台灣第三次的民主改革
138,00:05:26.000,00:05:30.000,我們希望在台灣帶來一個新的政治文化
139,00:05:30.000,00:05:35.000,理性 務實 科學 正直誠信
140,00:05:35.000,00:05:38.000,青年勤政 愛鄉土 愛民
141,00:05:38.000,00:05:41.000,還有我們要提出新的政治價值
142,00:05:41.000,00:05:43.000,就是不要為了政黨利益
143,00:05:43.000,00:05:44.000,犧牲國家的利益
144,00:05:44.000,00:05:46.000,不要為了少數的利益犧牲多數的利益
145,00:05:46.000,00:05:49.000,也不要為了短期利益犧牲長期利益
146,00:05:49.000,00:05:51.000,我們也相信普世價值
147,00:05:51.000,00:05:54.000,我們認為普世價值應當在台灣實現
148,00:05:54.000,00:05:57.000,也就是民主自由 多元開放 法治人權
149,00:05:57.000,00:06:00.000,萬華弱勢 永續經營
150,00:06:00.000,00:06:03.000,更重要的我們要解決過去30年
151,00:06:03.000,00:06:07.000,藍綠統獨的兩極對抗
152,00:06:07.000,00:06:11.000,這已經變成是我們台灣社會的離島
153,00:06:11.000,00:06:14.000,所以我們也希望說在這次的選舉當中
154,00:06:14.000,00:06:18.000,建立新的思維 引進新的思維
155,00:06:18.000,00:06:20.000,然後也希望說
156,00:06:20.000,00:06:24.000,相信沒有台灣 終究會在台灣實現
157,00:06:24.000,00:06:28.000,那麼等一下我就拜託蘇靖強執行長
158,00:06:28.000,00:06:31.000,來做這個座談會
159,00:06:31.000,00:06:36.000,請各位學者提出他對聯合政府的一些看法
160,00:06:39.000,00:06:42.000,我們主席在場的各位媒體先進
161,00:06:42.000,00:06:48.000,事實上這是我們智庫舉辦系列座談會之一
162,00:06:48.000,00:06:50.000,今天是其中一場
163,00:06:50.000,00:06:52.000,我們有分兩個階段
164,00:06:52.000,00:06:57.000,第一個階段因為主席的行程比較緊一點
165,00:06:57.000,00:07:00.000,第一個階段我們請各位學者專家
166,00:07:00.000,00:07:05.000,言簡意該的每一個人先簡單發言幾分鐘
167,00:07:05.000,00:07:09.000,我們事前其實跟一些學者已經開過很多很多次了
168,00:07:09.000,00:07:12.000,但他們都很有見地
169,00:07:12.000,00:07:14.000,言簡意該的講完以後
170,00:07:14.000,00:07:17.000,然後主席會接受各位的聯訪
171,00:07:17.000,00:07:20.000,聯訪之後我們再進行第二階段的座談
172,00:07:20.000,00:07:23.000,那就可以繼續在這
173,00:07:23.000,00:07:26.000,但是那個時候主席因為要趕行程就離開了
174,00:07:26.000,00:07:28.000,這是我必須要說明的
175,00:07:28.000,00:07:35.000,那今天的座談的提綱有幾項作為一個參考
176,00:07:35.000,00:07:38.000,第一個當然就是他三之時可以攻錯
177,00:07:38.000,00:07:43.000,我們從各國聯合政府的成功案例或者失敗案例
178,00:07:43.000,00:07:48.000,怎麼樣看看能夠在台灣能夠節長補短
179,00:07:48.000,00:07:51.000,未來要怎麼樣去運作
180,00:07:51.000,00:07:55.000,第二個就是未來聯合政府的重要人士
181,00:07:55.000,00:07:58.000,任命跟完成立法院聽證
182,00:07:58.000,00:08:01.000,這個在憲政上在法律上我們要怎麼做
