segment,from,to,text
1,00:00:00.000,00:00:14.000,早安 各位媒體朋友大家好
2,00:00:14.000,00:00:18.000,歡迎今天來參加我們的醫療政策記者會
3,00:00:18.000,00:00:21.000,我首先介紹今天來參與記者會的
4,00:00:21.000,00:00:23.000,當然是大家非常熟悉的侯友宜
5,00:00:23.000,00:00:26.000,侯市長 中國國民黨的總統候選人
6,00:00:26.000,00:00:29.000,第二位是我智庫的好同事
7,00:00:29.000,00:00:31.000,是永續發展基金會的
8,00:00:31.000,00:00:34.000,永續發展召集組的召集人
9,00:00:34.000,00:00:41.000,同時也是我們預防醫療協會的理事長陳一彌陳博士
10,00:00:41.000,00:00:42.000,謝謝
11,00:00:42.000,00:00:47.000,那我想跟各位媒體朋友特別來refresh大家的記憶
12,00:00:47.000,00:00:50.000,我想從8月27號開始
13,00:00:50.000,00:00:54.000,我們侯市長在全國及北區的醫療後援會當中
14,00:00:54.000,00:00:59.000,就已經非常清楚的揭示了要成立的癌症基金會
15,00:00:59.000,00:01:03.000,我想這樣的一個政策獲到非常多人的關注
16,00:01:03.000,00:01:05.000,那我們也會非常的高興
17,00:01:05.000,00:01:08.000,我們的健保署還在昨天
18,00:01:08.000,00:01:13.000,也特別說要成立了新藥專門的基金會
19,00:01:13.000,00:01:17.000,所以因為這個拿相對拜的這樣子
20,00:01:17.000,00:01:21.000,表示我們的政策的方向是非常好的
21,00:01:21.000,00:01:25.000,那也基於這樣的理由今天原本要來參加我們記者會
22,00:01:25.000,00:01:28.000,也就是我們的侯明峰、侯院長
23,00:01:28.000,00:01:32.000,就認為他當初所提出來的這樣的一個政策
24,00:01:32.000,00:01:34.000,已經是達成了
25,00:01:34.000,00:01:37.000,而且侯院長還特別的敘述這樣的一個脈絡
26,00:01:37.000,00:01:38.000,也就在4月的時候
27,00:01:38.000,00:01:42.000,其實有很多的醫療醫事團體來見賴清德副院長
28,00:01:42.000,00:01:48.000,副總統非常希望他能夠成立這個有關於癌症新藥的
29,00:01:48.000,00:01:49.000,這樣子的一個基金會
30,00:01:49.000,00:01:54.000,賴副總統承諾在他當選之後會做這樣的事情
31,00:01:54.000,00:01:58.000,但是侯市長率先就在8月27號的時候
32,00:01:58.000,00:02:02.000,基於大家的一個需求就特別提出來這樣的一個政策
33,00:02:02.000,00:02:04.000,所以我們說我們也很高興
34,00:02:04.000,00:02:06.000,健保署在昨天能夠跟進
35,00:02:06.000,00:02:08.000,拿相對拜對我們來說的話
36,00:02:08.000,00:02:10.000,只要能夠為全民的醫療好
37,00:02:10.000,00:02:12.000,我們都是非常的歡迎的
38,00:02:12.000,00:02:15.000,那我想在市長進入這個所謂的政策發表之前
39,00:02:15.000,00:02:17.000,還是幫大家提醒一下
40,00:02:17.000,00:02:20.000,我們其實在8月29號的時候
41,00:02:20.000,00:02:23.000,就已經提出了80歲以上
42,00:02:23.000,00:02:26.000,我們免除了這個廢除的80兩標
43,00:02:26.000,00:02:30.000,那我們更加碼希望能夠在70到79歲
44,00:02:30.000,00:02:31.000,這樣的一個
45,00:02:31.000,00:02:33.000,如果你有市長提到的
46,00:02:33.000,00:02:34.000,如果你有癌症二期
47,00:02:34.000,00:02:38.000,還有特殊的重大傷病以上的長診
48,00:02:38.000,00:02:40.000,也可以取消所謂的80兩標
49,00:02:40.000,00:02:44.000,我想這對於非常多這個家庭照護
50,00:02:44.000,00:02:46.000,特別是婦女朋友來說
51,00:02:46.000,00:02:48.000,是一個非常有感的
52,00:02:48.000,00:02:51.000,那我想我們一連串的有關醫療的政策
53,00:02:51.000,00:02:53.000,都是逐步在推動
54,00:02:53.000,00:02:55.000,然後我們也很清楚
55,00:02:55.000,00:02:57.000,全民健康國家才會安定
56,00:02:57.000,00:03:01.000,所以市長今天特別針對這一系列的
57,00:03:01.000,00:03:02.000,有關醫療政策
58,00:03:02.000,00:03:04.000,為我們做更清楚的一個解說
59,00:03:04.000,00:03:06.000,我們首先歡迎我們市長
60,00:03:06.000,00:03:11.000,好 謝謝致恩執行長
61,00:03:11.000,00:03:14.000,也謝謝我們的陳醫師
62,00:03:14.000,00:03:18.000,剛剛我們的致恩執行長
63,00:03:18.000,00:03:21.000,特別把很多的問題點出來
64,00:03:21.000,00:03:25.000,其實這些問題絕對不是一天造成的
65,00:03:25.000,00:03:28.000,我們全臺灣大家以美為傲的
66,00:03:28.000,00:03:30.000,我們有高市的醫事人員
67,00:03:30.000,00:03:32.000,也有婦女人員
68,00:03:32.000,00:03:35.000,那我們為什麼全民的健康
69,00:03:35.000,00:03:38.000,在這幾年民進黨的執政底下
70,00:03:38.000,00:03:42.000,為什麼我們碰到了很多的問題
71,00:03:42.000,00:03:46.000,讓我們健康醫療的品質慢慢在下降
72,00:03:46.000,00:03:48.000,所以我今天一開始
73,00:03:48.000,00:03:50.000,我會把很多的問題
74,00:03:50.000,00:03:53.000,來跟我們全國的民眾做一個說明
75,00:03:53.000,00:03:55.000,讓我們針對問題解決問題
76,00:03:55.000,00:03:57.000,當然在前幾天
77,00:03:57.000,00:04:00.000,我也慢慢有提出了一些政策
78,00:04:00.000,00:04:04.000,這些政策得到很多人的回響
79,00:04:04.000,00:04:07.000,那我今天還是會簡約的給大家做一個報告
80,00:04:07.000,00:04:10.000,再補充新的政策
81,00:04:10.000,00:04:12.000,這當中我第一個先談到的
82,00:04:12.000,00:04:16.000,就是我們臺灣嬰兒的死亡率
83,00:04:16.000,00:04:18.000,創下七年的新高
84,00:04:18.000,00:04:21.000,這是一個非常嚴肆的問題
85,00:04:21.000,00:04:24.000,少主化不是國安問題嗎
86,00:04:24.000,00:04:26.000,鼓勵大家生產
87,00:04:26.000,00:04:28.000,不是我們大家的期待嗎
88,00:04:28.000,00:04:31.000,結果呢
89,00:04:31.000,00:04:33.000,出生的嬰兒
90,00:04:33.000,00:04:38.000,再從背影懷孕到生產
91,00:04:38.000,00:04:41.000,以及到產後的照顧
92,00:04:41.000,00:04:43.000,政府做好了準備沒有
93,00:04:43.000,00:04:45.000,為什麼嬰兒
94,00:04:45.000,00:04:47.000,這麼樣重要的
95,00:04:47.000,00:04:51.000,每一個父母親心中的寶貝
96,00:04:51.000,00:04:53.000,結果呢
97,00:04:53.000,00:04:55.000,在嬰兒時間
98,00:04:55.000,00:04:57.000,就死亡了
99,00:04:57.000,00:05:00.000,難道大家不心痛嗎
100,00:05:00.000,00:05:02.000,我們都當過父母
101,00:05:02.000,00:05:04.000,那亂來的
102,00:05:04.000,00:05:06.000,那看到的痛
103,00:05:06.000,00:05:08.000,政府對這一點
104,00:05:08.000,00:05:10.000,都沒有再重視
