segment,from,to,text
1,00:00:00.000,00:00:12.000,(音樂)
2,00:00:12.000,00:00:16.000,各位女士 各位先生 各位媒體的好朋友
3,00:00:16.000,00:00:20.000,我是侯友宜競選辦公室外交事務顧問左振東
4,00:00:20.000,00:00:28.000,首先歡迎大家來參加今天侯友宜國防外交政見記者發布會
5,00:00:28.000,00:00:35.000,首先讓我們以最熱烈的掌聲歡迎國民黨總統候選人侯友宜侯市長
6,00:00:35.000,00:00:39.000,(掌聲)
7,00:00:39.000,00:00:44.000,接著讓我們歡迎前國防部副部長陳永康上將
8,00:00:44.000,00:00:48.000,(掌聲)
9,00:00:48.000,00:00:53.000,再來是前國民黨黨主席 現任立法委員江啟臣江委員
10,00:00:53.000,00:00:56.000,(掌聲)
11,00:00:56.000,00:01:01.000,再來是現任國民黨副主席夏立言 夏大使
12,00:01:01.000,00:01:04.000,(掌聲)
13,00:01:04.000,00:01:13.000,我想大家都知道過去七年我國的國防外交面臨到非常大的困境
14,00:01:13.000,00:01:21.000,從2020年9月開始我們看到共機共艦入侵我們的這個西南防空識別區
15,00:01:21.000,00:01:30.000,越來越頻繁 也在當時中共的發言人對外聲稱不存在海峽中線
16,00:01:30.000,00:01:35.000,從那個時候開始共機共艦侵入我們的防空識別區
17,00:01:35.000,00:01:41.000,穿越我們的海峽中線越來越頻繁 甚至是每天都來
18,00:01:41.000,00:01:46.000,那麼在2022年的8月維台軍演的時候
19,00:01:46.000,00:01:50.000,中共的飛彈甚至飛越了台灣海峽的上空
20,00:01:50.000,00:01:54.000,對我們的國防安全帶來極大的威脅
21,00:01:54.000,00:01:59.000,那麼在外交部分我們看到就是2017年到現在
22,00:01:59.000,00:02:03.000,我國政府代表沒有辦法出席世界衛生大會
23,00:02:03.000,00:02:09.000,我們曾經一度出席的國際民航組織也沒有辦法出席
24,00:02:09.000,00:02:15.000,甚至在過去這7年中華民國損失了9個邦交國
25,00:02:15.000,00:02:18.000,面對這樣子空前的危局
26,00:02:18.000,00:02:23.000,下一屆政府要怎麼樣突破困局 要怎麼樣轉為維安
27,00:02:23.000,00:02:27.000,那我想這是一個非常艱巨的任務
28,00:02:27.000,00:02:31.000,今天的記者會我們侯市長要向大家報告
29,00:02:31.000,00:02:34.000,他對於如何帶領中華民國轉為維安
30,00:02:34.000,00:02:37.000,他的政策構想 他的具體的做法
31,00:02:37.000,00:02:41.000,那以下我們就將時間交給侯市長
32,00:02:41.000,00:02:49.000,好 非常謝謝我們佐政東教授的演員
33,00:02:49.000,00:02:54.000,今天我們來談談我們的國防跟外交的政見
34,00:02:54.000,00:02:58.000,讓我們全體的國民同胞們知道未來
35,00:02:58.000,00:03:00.000,我有一當選總統
36,00:03:00.000,00:03:05.000,如何帶領我們的國軍以及我們的外交團隊
37,00:03:05.000,00:03:07.000,守護中華民國
38,00:03:07.000,00:03:11.000,讓台澎金馬這一塊土地能夠平安
39,00:03:11.000,00:03:13.000,就我們的整個政見裡面
40,00:03:13.000,00:03:15.000,我來實際的來談到
41,00:03:15.000,00:03:24.000,談到我的國防整個政見先列為第一個部分
42,00:03:24.000,00:03:27.000,第一個部分裡面 我有三個策略
43,00:03:27.000,00:03:30.000,這三個策略 第一個是建構國安策略
44,00:03:30.000,00:03:35.000,國家安全一定是建構在國防的力量之上
45,00:03:35.000,00:03:38.000,所以這裡面有兩項主著
46,00:03:38.000,00:03:41.000,國防的國安戰略 我一定有個戰略藍圖
47,00:03:41.000,00:03:43.000,那最重要有兩項
48,00:03:43.000,00:03:45.000,一個是金人加薪百億
49,00:03:45.000,00:03:49.000,以及強建國防的十個力量
50,00:03:49.000,00:03:53.000,在這裡面 我一個一個來跟大家說清楚
51,00:03:53.000,00:04:01.000,我兒子張回到我當時我講的就是3D戰略
52,00:04:01.000,00:04:03.000,那3D戰略裡面
53,00:04:03.000,00:04:08.000,國防一定秉持著強建國防 嚇阻戰爭
54,00:04:08.000,00:04:10.000,為最主要的原則
55,00:04:10.000,00:04:13.000,那這裡面 我們的國軍是打造一個精銳
56,00:04:13.000,00:04:16.000,善戰靈活的國軍部隊
57,00:04:16.000,00:04:21.000,我們一定讓這個國軍部隊是一個最精銳的部隊
58,00:04:21.000,00:04:23.000,那民進黨這幾年
59,00:04:23.000,00:04:26.000,在打造國軍的過程當中
60,00:04:26.000,00:04:29.000,我們發現有四個非常嚴重的切失
61,00:04:29.000,00:04:34.000,第一個 他沒有建過一國家安全的戰略圖
62,00:04:34.000,00:04:39.000,第二個 在整個自願與意的戰役
63,00:04:39.000,00:04:44.000,第一個 他切瓦一個國家安全的戰略藍圖
64,00:04:44.000,00:04:49.000,第二個 自願意的戰役已經快速的流失
65,00:04:49.000,00:04:53.000,那戰鬥部隊的流失的情形非常非常的嚴重
66,00:04:53.000,00:04:58.000,甚至在沒有發生戰爭的時候 我們給他統計
67,00:04:58.000,00:05:02.000,三年 我們的自願意就少了8000名
68,00:05:02.000,00:05:05.000,就少了10個名 就已經這麼多了
69,00:05:05.000,00:05:09.000,那基於義務役的計畫 非常的不務實
70,00:05:09.000,00:05:12.000,導致國際的戰役跟藝藍雙輸
71,00:05:12.000,00:05:18.000,還有民進黨非常重視了整個前民防衛的動員
72,00:05:18.000,00:05:21.000,其實是稀有其表 是空的
73,00:05:21.000,00:05:26.000,所以針對這四大切失 我逐一逐一的來給大家
74,00:05:26.000,00:05:30.000,說我們如何把我們的國家安全的戰略藍圖
75,00:05:30.000,00:05:34.000,很清楚的描述 甚至把另外三個有問題的
76,00:05:34.000,00:05:38.000,如何點出來 我們如何做 讓我們的國防能夠強化
77,00:05:38.000,00:05:42.000,在台海安定跟印太地區的穩定上
78,00:05:42.000,00:05:48.000,我提出了克組對話降低風險的3D戰略
79,00:05:48.000,00:05:52.000,作為國防兩岸外交的一個藍圖
80,00:05:52.000,00:05:58.000,在這當中 我在就職10個月 我一定會馬上公佈
81,00:05:58.000,00:06:02.000,中華民國的安全戰略 把3D的戰略
82,00:06:02.000,00:06:08.000,用三大主軸來確立 來達到我們能夠促進繁榮
83,00:06:08.000,00:06:13.000,確保民主以及強化安全的目標
84,00:06:13.000,00:06:18.000,我一定把安全藍圖 好好的在這三個主軸底下
85,00:06:18.000,00:06:22.000,把這個目標什麼時間完成 什麼時間做到什麼程度
86,00:06:22.000,00:06:27.000,很清楚的來跟前提的國包做一個很清楚的說明
87,00:06:27.000,00:06:31.000,在這裡面 我剛剛講的百億加薪
88,00:06:31.000,00:06:35.000,你自願意 你要留入人才
89,00:06:35.000,00:06:41.000,現在很多的軍校也招不到學生
90,00:06:41.000,00:06:45.000,甚至要招到的學生很困難 一補再補三補
91,00:06:45.000,00:06:50.000,這個都可以問得到 所以自願意如何鼓勵他們
92,00:06:50.000,00:06:55.000,願意留下來 為我們國軍打造一個精銳的部隊
93,00:06:55.000,00:06:59.000,這裡面就百億加薪裡面最重要的戰鬥單位
94,00:06:59.000,00:07:03.000,戰鬥單位的自願意 每個月我最少給他加薪1萬元
95,00:07:03.000,00:07:08.000,至於其他的自願意也有8千也有7千6千
96,00:07:08.000,00:07:13.000,這不等 讓他有感加薪 勇敢的從今
97,00:07:13.000,00:07:19.000,從今大義是一個很重要 鼓舞他業力保家衛國的一個方向
98,00:07:19.000,00:07:24.000,在這個百億的整個加薪裡面 我們給他預估
99,00:07:24.000,00:07:30.000,每年要增加的國防預算 如果按照我們明年要兌的預算
100,00:07:30.000,00:07:34.000,6千億來算 那只加了106億 其實不多
