segment,from,to,text
1,00:00:00.000,00:00:13.240,(觀眾朋友對話)
2,00:00:13.240,00:00:15.500,好 非常謝謝各位媒體朋友
3,00:00:15.500,00:00:18.660,今天來參加我們教育政策的發表會
4,00:00:18.660,00:00:21.420,首先呢 我們先來介紹今天與會的貴賓
5,00:00:21.420,00:00:22.940,當然是大家非常熟悉的
6,00:00:22.940,00:00:25.000,我們中國國民黨的總統候選人
7,00:00:25.000,00:00:26.420,新北市長侯友宜
8,00:00:26.420,00:00:27.920,侯市長
9,00:00:27.920,00:00:31.640,接下來呢 是我們的前國教署的署長
10,00:00:31.640,00:00:34.360,也是目前為止是我們台北市立教
11,00:00:34.360,00:00:36.920,台北市立大學的榮譽教授吳青山
12,00:00:36.920,00:00:37.920,吳教授
13,00:00:37.920,00:00:39.120,你好
14,00:00:39.120,00:00:40.200,非常謝謝
15,00:00:40.200,00:00:41.440,那我想大家都知道
16,00:00:41.440,00:00:43.360,教育可以說是我們立過的根本
17,00:00:43.360,00:00:44.800,是所有的政策當中
18,00:00:44.800,00:00:47.360,對我們來說的話是非常重要的
19,00:00:47.360,00:00:49.160,但是呢 我們看看現在
20,00:00:49.160,00:00:50.720,我們所有的部分
21,00:00:50.720,00:00:53.400,包括從幼兒教育到印尼巴克剛
22,00:00:53.400,00:00:54.520,到我們的技職教育
23,00:00:54.520,00:00:56.240,到我們高等教育的人才培育
24,00:00:56.240,00:00:58.240,到甚至到我們的終身教育
25,00:00:58.240,00:01:01.840,事實上還有非常多需要改進的地方
26,00:01:01.840,00:01:03.360,那我們來看看我們現在所面臨的
27,00:01:03.360,00:01:04.440,哪一些的問題呢
28,00:01:04.440,00:01:05.320,你可以看到
29,00:01:05.320,00:01:08.160,我們現在教育經費可以說創新低
30,00:01:08.160,00:01:10.000,那在2020年的時候呢
31,00:01:10.000,00:01:10.960,我們的GDP
32,00:01:10.960,00:01:13.680,我們過去我們台灣的經濟成長是不錯的
33,00:01:13.680,00:01:15.080,但是呢 我們教育經費呢
34,00:01:15.080,00:01:17.400,佔了4.33
35,00:01:17.400,00:01:18.600,但是我們來看看呢
36,00:01:18.600,00:01:19.880,公部門的教育經費呢
37,00:01:19.880,00:01:22.880,目前為止大概只佔GDP的3.4%
38,00:01:22.880,00:01:25.240,可以說是目前40年來裡面最低
39,00:01:25.240,00:01:27.120,當我們說教育非常重要的時候
40,00:01:27.120,00:01:29.920,我們的GDP其實創下最低的紀錄
41,00:01:29.920,00:01:32.160,那當然5歲幼兒的教育呢
42,00:01:32.160,00:01:33.240,有待提升
43,00:01:33.240,00:01:36.960,目前5歲入園的比例已經高達98%
44,00:01:36.960,00:01:39.040,但是在少子化的衝擊之下面
45,00:01:39.040,00:01:40.520,我們都非常希望能夠給予
46,00:01:40.520,00:01:42.080,更精緻的一個教育
47,00:01:42.080,00:01:43.160,我們也希望讓家長
48,00:01:43.160,00:01:45.040,可以減輕更多的一個負擔
49,00:01:45.040,00:01:47.520,讓我們的幼寶可以得到更多的改善
