segment,from,to,text
1,00:00:00.000,00:00:21.000,(音樂)
2,00:00:21.000,00:00:41.000,(音樂)
3,00:00:41.000,00:00:57.000,(音樂)
4,00:00:57.000,00:01:05.000,(音樂)
5,00:01:05.000,00:01:09.000,是不是容我先一一的來介紹今天的與會來賓
6,00:01:09.000,00:01:13.000,首先我們邀請的是台灣大學農業經濟系教授吳佩英
7,00:01:13.000,00:01:15.000,吳教授跟大家打招呼
8,00:01:15.000,00:01:17.000,歡迎吳教授
9,00:01:17.000,00:01:20.000,接下來下一位是我們環境資源研究發展基地會執行長
10,00:01:20.000,00:01:23.000,也是我們的前台北市副市長鄧家基
11,00:01:23.000,00:01:25.000,鄧副市長歡迎
12,00:01:25.000,00:01:29.000,再來中間是我們的總統候選人柯文哲
13,00:01:29.000,00:01:31.000,柯文哲主席歡迎
14,00:01:31.000,00:01:34.000,以及我們的競選總幹事黃珊珊
15,00:01:34.000,00:01:36.000,現在總幹事歡迎
16,00:01:36.000,00:01:42.000,下一位是我們中央研究院經濟研究所研究員肖敗基歡迎
17,00:01:42.000,00:01:44.000,好
18,00:01:44.000,00:01:48.000,最後是我們的台灣近鄰學院理事長呂學海理事長
19,00:01:48.000,00:01:50.000,歡迎理事長
20,00:01:50.000,00:01:53.000,好當然大家都知道最近跟能源相關的議題
21,00:01:53.000,00:01:58.000,這是我們環境未來永續發展最重要最關切的一個議題
22,00:01:58.000,00:02:02.000,其實我們看到我們現在的民進黨政府是孤注一擲
23,00:02:02.000,00:02:10.000,把這個能源的分配現在看起來是讓我們需要把國家安全放在風險之上
24,00:02:10.000,00:02:14.000,那對於未來極端氣候2050近鄰碳排的轉型
25,00:02:14.000,00:02:17.000,我們必須要負責任的提出完整的規劃
26,00:02:17.000,00:02:23.000,以及今天我們也會告訴大家柯文哲主席他所主張的能源配比
27,00:02:23.000,00:02:29.000,是不是在這個時間我們就請主席到台前來幫我們說明我們的政策理念
28,00:02:29.000,00:02:31.000,有請主席
29,00:02:31.000,00:02:33.000,不好意思
30,00:02:33.000,00:02:37.000,還是到旁邊去好了
31,00:02:37.000,00:02:39.000,到旁邊去一點
32,00:02:39.000,00:02:41.000,椅子拿到旁邊去
33,00:02:41.000,00:02:43.000,感謝我們的教授們謝謝
34,00:02:43.000,00:02:45.000,謝謝謝謝
35,00:02:45.000,00:02:47.000,謝謝來賓
36,00:02:47.000,00:02:49.000,稍待一會我們再請同仁把東西拿回來
37,00:02:49.000,00:02:51.000,各位記者朋友
38,00:02:51.000,00:02:55.000,雖然你們對等一下的QA比較有興趣
39,00:02:55.000,00:02:58.000,但是你們還是要聽我柯教授把這個課上完
40,00:02:58.000,00:03:01.000,講2050近鄰碳排放
41,00:03:01.000,00:03:03.000,第一點它是一個很嚴重的問題
42,00:03:03.000,00:03:05.000,這常常大家都曉得
43,00:03:05.000,00:03:08.000,特別台灣好像又比整個世界嚴重
44,00:03:08.000,00:03:12.000,因為在過去110年全世界大概上升了一度左右
45,00:03:12.000,00:03:14.000,可是台灣是上升1.6度
46,00:03:14.000,00:03:19.000,那我想大家也知道在這種溫室氣體的增加狀態下
47,00:03:19.000,00:03:21.000,出現極端氣候
48,00:03:21.000,00:03:24.000,所以現在台灣要嘛就旱災要嘛就水災
49,00:03:24.000,00:03:26.000,以一個實際執政過程
50,00:03:26.000,00:03:28.000,我要跟大家講對我來講
51,00:03:28.000,00:03:30.000,颱風比較好應付
52,00:03:30.000,00:03:32.000,強降雨比較難應付
53,00:03:32.000,00:03:34.000,因為颱風還有兩三天的時間可以準備
54,00:03:34.000,00:03:36.000,像是強降雨
55,00:03:36.000,00:03:38.000,因為南投那個土石流我親自去看過
56,00:03:38.000,00:03:40.000,這個就是我最怕的
57,00:03:40.000,00:03:42.000,因為突然強降雨一下土石流
58,00:03:42.000,00:03:44.000,這就很可怕
59,00:03:44.000,00:03:46.000,所以在這二三十年來
60,00:03:46.000,00:03:48.000,因為極端氣候的關係天災
61,00:03:48.000,00:03:50.000,很明顯增加很多
62,00:03:50.000,00:03:54.000,那當然2050近鄰碳排放這是國際趨勢
63,00:03:54.000,00:03:56.000,但是我們先給小英政府的成績打個差
64,00:03:56.000,00:03:58.000,為什麼
