segment,from,to,text
1,00:00:00.000,00:00:18.000,主席 各位嘉賓 各位媒體朋友 大家早
2,00:00:18.000,00:00:23.000,今天歡迎大家來到開創壯士代
3,00:00:23.000,00:00:28.000,美好第三人生的國家重要政策的發表會
4,00:00:28.000,00:00:30.000,今天一個非常特別的
5,00:00:30.000,00:00:34.000,今天是柯文哲競選辦公室正式成立
6,00:00:34.000,00:00:37.000,所以今天大家看到喜氣洋洋
7,00:00:37.000,00:00:39.000,有五彩繽紛的這個氣球對不對
8,00:00:39.000,00:00:42.000,等一下我們還要一起唱生日快樂歌
9,00:00:42.000,00:00:44.000,一起切蛋糕好不好
10,00:00:44.000,00:00:52.000,大家都知道2025年差不多再過一年兩個月
11,00:00:52.000,00:00:56.000,對不對 台灣就進入超高齡社會了
12,00:00:56.000,00:00:58.000,柯文哲對於這個問題非常重視
13,00:00:58.000,00:01:02.000,所以他今天提出了壯士代開創美好人生
14,00:01:02.000,00:01:06.000,第三人生 等一下我們要請柯文哲好好幫我們說明
15,00:01:06.000,00:01:08.000,好不好 今天非常特別
16,00:01:08.000,00:01:13.000,今天有很多的國政顧問到我們這個現場
17,00:01:13.000,00:01:21.000,另外今天有30位遠從新竹跟台南來的壯士代代表
18,00:01:21.000,00:01:23.000,來 我們先借大家雙手
19,00:01:23.000,00:01:26.000,我們給我們今天壯士代代表一個熱烈的掌聲
20,00:01:26.000,00:01:35.000,他們說壯士代現在在全國有非常多的這個活動
21,00:01:35.000,00:01:39.000,有一位102歲的壯士代
22,00:01:39.000,00:01:43.000,他到現在還在打羽球是不是
23,00:01:43.000,00:01:47.000,然後平常走路聽說這個見不如非
24,00:01:47.000,00:01:48.000,比年輕世代還要強
25,00:01:48.000,00:01:53.000,另外大家非常熟悉的82歲前考試院的院長關中
26,00:01:53.000,00:01:57.000,他說壯士代我當之無愧
27,00:01:57.000,00:02:00.000,當然還有一個65歲的柯文哲
28,00:02:00.000,00:02:03.000,每天早上7點半上班
29,00:02:03.000,00:02:07.000,他今天剛po文說他一天至少工作12個小時
30,00:02:07.000,00:02:12.000,柯文哲也是壯士代代表對不對
31,00:02:12.000,00:02:14.000,期待今天記者會之後
32,00:02:14.000,00:02:18.000,台灣有更多更健康更快樂的壯士代
33,00:02:18.000,00:02:21.000,柯文哲說五盲同事
34,00:02:21.000,00:02:23.000,今天是他逐夢政策的發表會
35,00:02:23.000,00:02:28.000,他很期待以後台灣55歲以上的壯士代
36,00:02:28.000,00:02:31.000,都可以活得更健康更快樂
37,00:02:31.000,00:02:33.000,更有活力更有生產力
38,00:02:33.000,00:02:37.000,等一下柯主席上台之前
39,00:02:37.000,00:02:39.000,我們現在介紹今天嘉賓好不好
40,00:02:39.000,00:02:41.000,第一位是我們民眾黨主席
41,00:02:41.000,00:02:43.000,也是我們總統參選人柯文哲
42,00:02:43.000,00:02:49.000,第二位是我們政總的總幹事三三
43,00:02:49.000,00:02:53.000,還有我們黨部的秘書長周台竹
44,00:02:53.000,00:02:55.000,周秘書長
45,00:02:55.000,00:02:59.000,這邊這一位是等一下幫我們引言的
46,00:02:59.000,00:03:01.000,壯士代教科文協會理事長
47,00:03:01.000,00:03:03.000,吳春成吳理事長
48,00:03:03.000,00:03:07.000,還有政大勞工所的首長劉梅君
49,00:03:07.000,00:03:11.000,還有翟本橋翟神
50,00:03:11.000,00:03:15.000,翟神今天工作非常的重要
51,00:03:15.000,00:03:17.000,因為柯文哲說
52,00:03:17.000,00:03:19.000,我們壯士代跟年輕士代
53,00:03:19.000,00:03:21.000,最大落差就是數位落差
54,00:03:21.000,00:03:23.000,所以網友說你是翟神
55,00:03:23.000,00:03:26.000,今天你要幫我們翟本橋幫我們搭橋好不好
56,00:03:26.000,00:03:30.000,還有台灣經濟研究社社長孫立志孫教授
57,00:03:30.000,00:03:36.000,另外今天有非常多的國政顧問團成員來我們現場
58,00:03:36.000,00:03:38.000,來我們給他一個最熱烈的掌聲
59,00:03:39.000,00:03:43.000,我們主辦單位非常用心
60,00:03:43.000,00:03:46.000,在柯文哲跟大家說明之前
61,00:03:46.000,00:03:48.000,我們來先看一段影片
62,00:03:48.000,00:03:51.000,看柯文哲為什麼要推動壯士代
63,00:03:51.000,00:03:52.000,來
64,00:03:53.000,00:03:57.000,台灣當前迫在眉睫的國安問題是什麼呢
65,00:03:57.000,00:04:00.000,2025年台灣即將進入超高齡社會
66,00:04:00.000,00:04:04.000,我們正以人類史上最快的速度進入人口斷崖的危機
67,00:04:04.000,00:04:08.000,2025年超過500萬人退休
68,00:04:08.000,00:04:10.000,就業人口進不到總人口的一半
69,00:04:10.000,00:04:14.000,2030年青壯年人口的福老比將暴增進一倍
70,00:04:14.000,00:04:16.000,承重感加倍
71,00:04:16.000,00:04:20.000,2040年高齡人口將占台灣總人口的一半
72,00:04:20.000,00:04:23.000,青壯年變成少數族群
73,00:04:23.000,00:04:24.000,換句話說
74,00:04:24.000,00:04:26.000,在人口失衡的情況下
75,00:04:26.000,00:04:27.000,青壯年比例更少
76,00:04:27.000,00:04:30.000,卻要負擔更多的國家財政預算
77,00:04:30.000,00:04:32.000,要承擔更多的經濟發展
78,00:04:32.000,00:04:35.000,台灣將進入一個死水經濟模式
79,00:04:35.000,00:04:39.000,人口危機將快過戰爭危機的到來
80,00:04:39.000,00:04:44.000,目前政府提撥的長照預算高達876億
81,00:04:44.000,00:04:47.000,難道無法因應超高齡社會
82,00:04:47.000,00:04:49.000,重點不是預算的多廣
83,00:04:49.000,00:04:51.000,而是預算分配的問題
84,00:04:51.000,00:04:55.000,以及預算是否會帶動循環經濟
85,00:04:55.000,00:04:56.000,據統計
86,00:04:56.000,00:04:58.000,目前台灣需要長照支持的人口
87,00:04:58.000,00:05:02.000,未達50歲以上總人口的十分之一
88,00:05:02.000,00:05:03.000,換句話說
89,00:05:03.000,00:05:05.000,這近千億的預算
90,00:05:05.000,00:05:08.000,並未幫助到90%以上的高齡長者
91,00:05:08.000,00:05:10.000,過去政府對於多數高齡者
92,00:05:10.000,00:05:13.000,並未有積極正面的政策發展
93,00:05:13.000,00:05:15.000,持續的補貼與撒幣政策
94,00:05:15.000,00:05:18.000,換來的或許是短期的支持度
95,00:05:18.000,00:05:20.000,但對長期的國家財政而言
96,00:05:20.000,00:05:22.000,將更悲水癡心啊
97,00:05:22.000,00:05:25.000,有將近900萬人被政府忽視
98,00:05:25.000,00:05:27.000,問題出在哪
99,00:05:27.000,00:05:29.000,2010年開始
100,00:05:29.000,00:05:31.000,政府政策皆在提倡
101,00:05:31.000,00:05:33.000,高齡照顧活躍老化
102,00:05:33.000,00:05:35.000,世代共榮等口號
103,00:05:35.000,00:05:37.000,即便政黨輪替也不曾改變
104,00:05:37.000,00:05:40.000,多從引髮思維看待整體高齡族群
105,00:05:40.000,00:05:43.000,卻未深入了解高齡者的真實需求
106,00:05:43.000,00:05:45.000,缺少積極態度
107,00:05:45.000,00:05:48.000,面對高齡議題相當的可惜
108,00:05:48.000,00:05:51.000,現今社會對高齡產業討論最多的
109,00:05:51.000,00:05:52.000,就是技術創新
110,00:05:52.000,00:05:56.000,但很少提及思維制度法規的改變
111,00:05:56.000,00:05:58.000,尤其是觀念的重塑
112,00:05:58.000,00:06:01.000,如果我們可以重新定位高齡族群
113,00:06:01.000,00:06:03.000,給他們更多的尊重和鼓勵
114,00:06:03.000,00:06:05.000,將偏見轉為樂見
115,00:06:05.000,00:06:08.000,將足以在當前製造業面臨下滑之際
116,00:06:08.000,00:06:10.000,創造更多內需市場
117,00:06:10.000,00:06:12.000,力挽經濟成長如不罪
118,00:06:12.000,00:06:16.000,這群被政府忽視的高齡者該怎麼稱呼呢
119,00:06:16.000,00:06:18.000,我們稱它為壯世代
120,00:06:18.000,00:06:20.000,他們有三高特質
121,00:06:20.000,00:06:21.000,高壽
122,00:06:21.000,00:06:22.000,高知識
123,00:06:22.000,00:06:23.000,高財富
124,00:06:23.000,00:06:25.000,他們是台灣經濟奇蹟的推手
125,00:06:25.000,00:06:28.000,他們擁有台灣近三分之二的財產
