segment,from,to,text
1,00:00:00.000,00:00:05.000,台南市竞选总部谢荣介总干事致评
2,00:00:05.000,00:00:06.000,谢谢
3,00:00:06.000,00:00:13.000,侯市长
4,00:00:13.000,00:00:15.000,我们的侯总统
5,00:00:15.000,00:00:17.000,我们的主任委员
6,00:00:17.000,00:00:19.000,林静旺主委
7,00:00:19.000,00:00:22.000,还有陈以信姚正义
8,00:00:22.000,00:00:24.000,邱书兰中常委
9,00:00:24.000,00:00:27.000,我们曾培亚议员李忠诚议员
10,00:00:27.000,00:00:29.000,还有我们张美莲理事长
11,00:00:29.000,00:00:31.000,各位姐姐妹妹
12,00:00:31.000,00:00:33.000,各位好朋友大家早安大家好
13,00:00:33.000,00:00:39.000,这个来自各地不同
14,00:00:39.000,00:00:41.000,先来后到
15,00:00:41.000,00:00:43.000,你嫁来台湾
16,00:00:43.000,00:00:45.000,就是台湾人
17,00:00:45.000,00:00:46.000,对不对?
18,00:00:46.000,00:00:47.000,对
19,00:00:47.000,00:00:49.000,不管你来几年
20,00:00:49.000,00:00:51.000,不管你生几个
21,00:00:51.000,00:00:54.000,那你的孩子就是台湾之子
22,00:00:54.000,00:00:56.000,那么你
23,00:00:56.000,00:01:00.000,你在异国婚姻
24,00:01:00.000,00:01:02.000,相当辛苦
25,00:01:02.000,00:01:04.000,来到这边
26,00:01:04.000,00:01:08.000,结合了一个美好幸福的家庭
27,00:01:08.000,00:01:10.000,希望能够我们
28,00:01:10.000,00:01:12.000,都愿意祝福你
29,00:01:12.000,00:01:16.000,也希望你在台湾能够得到满满的祝福好不好?
30,00:01:16.000,00:01:17.000,好
31,00:01:17.000,00:01:20.000,所以侯总统他从政以来
32,00:01:20.000,00:01:23.000,自从在新北市担任副市长
33,00:01:23.000,00:01:25.000,一直到担任市长
34,00:01:25.000,00:01:27.000,这12、13年来
35,00:01:27.000,00:01:30.000,对于各地来的新住民
36,00:01:30.000,00:01:33.000,他的光传是不遗余力的
37,00:01:33.000,00:01:36.000,然后像我之前我开一个电台就是
