segment,from,to,text
1,00:00:00.000,00:00:02.000,謝謝大家
2,00:00:02.000,00:00:04.000,謝謝大家
3,00:00:04.000,00:00:06.000,謝謝大家
4,00:00:06.000,00:00:08.000,謝謝大家
5,00:00:08.000,00:00:10.000,謝謝大家
6,00:00:10.000,00:00:12.000,謝謝大家
7,00:00:12.000,00:00:14.000,在選舉這段時間
8,00:00:14.000,00:00:16.000,候選人的
9,00:00:16.000,00:00:18.000,行程都非常非常的緊
10,00:00:18.000,00:00:20.000,那我們要跟各位報告
11,00:00:20.000,00:00:22.000,其實這個行程
12,00:00:22.000,00:00:24.000,都是
13,00:00:24.000,00:00:26.000,參選人直接
14,00:00:26.000,00:00:28.000,要求他的護表
15,00:00:28.000,00:00:30.000,並跟他的行程
16,00:00:30.000,00:00:32.000,來參加我們今天的論壇
17,00:00:32.000,00:00:34.000,所以我們是不是先鼓掌
18,00:00:34.000,00:00:36.000,鼓掌
19,00:00:36.000,00:00:44.000,根據聯合國婦女署
20,00:00:44.000,00:00:46.000,UN Women在2023年
21,00:00:46.000,00:00:48.000,1月的數據發布
22,00:00:48.000,00:00:50.000,Women Equality
23,00:00:50.000,00:00:52.000,資料女性在全球國家中
24,00:00:52.000,00:00:54.000,擔任國家元首
25,00:00:54.000,00:00:56.000,有11.7%
26,00:00:56.000,00:00:58.000,擔任部長級的
27,00:00:58.000,00:01:00.000,職務有22.8%
28,00:01:00.000,00:01:02.000,目前歐洲
29,00:01:02.000,00:01:04.000,佔據最高達到50%
30,00:01:04.000,00:01:06.000,北美是31.6%
31,00:01:06.000,00:01:08.000,北美會請到
32,00:01:08.000,00:01:10.000,亞洲相對就少
33,00:01:10.000,00:01:12.000,非常的多
34,00:01:12.000,00:01:14.000,中亞南亞10%
35,00:01:14.000,00:01:16.000,太平洋區8.1%
36,00:01:16.000,00:01:18.000,我們在亞洲看起來
37,00:01:18.000,00:01:20.000,我們還有很長的
38,00:01:20.000,00:01:22.000,路要走
39,00:01:22.000,00:01:24.000,我們余董事協會
40,00:01:24.000,00:01:26.000,已經發布四本白皮書
41,00:01:26.000,00:01:28.000,在我們的女性治理
42,00:01:28.000,00:01:30.000,白皮書的調查裡面
43,00:01:30.000,00:01:32.000,2023年的報告也看到
44,00:01:32.000,00:01:34.000,後疫情時代
45,00:01:34.000,00:01:36.000,有女性治理的上市公司
46,00:01:36.000,00:01:38.000,EPS的成長比例
47,00:01:38.000,00:01:40.000,是達到50%
48,00:01:40.000,00:01:42.000,所以是比全體上市公司
49,00:01:42.000,00:01:44.000,的表現要好
50,00:01:44.000,00:01:46.000,所以客觀數據
51,00:01:46.000,00:01:48.000,證明女性治理
52,00:01:48.000,00:01:50.000,是有優勢的
53,00:01:50.000,00:01:52.000,那這個
54,00:01:52.000,00:01:54.000,此時此刻
55,00:01:54.000,00:01:56.000,地緣政治越來越
56,00:01:56.000,00:01:58.000,不明確
57,00:01:58.000,00:02:00.000,各國的貨幣
58,00:02:00.000,00:02:02.000,政策也是搖擺不定
59,00:02:02.000,00:02:04.000,決策複雜度
60,00:02:04.000,00:02:06.000,大增
61,00:02:06.000,00:02:08.000,所以在這種動盪跟不確定的年代
62,00:02:08.000,00:02:10.000,具備同理心
63,00:02:10.000,00:02:12.000,跟善於
64,00:02:12.000,00:02:14.000,傾聽以及懂得
65,00:02:14.000,00:02:16.000,協調跟溝通
66,00:02:16.000,00:02:18.000,包容多元意見的
67,00:02:18.000,00:02:20.000,女性領導人
68,00:02:20.000,00:02:22.000,更能發揮所長
69,00:02:22.000,00:02:24.000,我們也期待
70,00:02:24.000,00:02:26.000,有更多優秀的年輕女性
71,00:02:26.000,00:02:28.000,擔任更多的領導
72,00:02:28.000,00:02:30.000,及職務
73,00:02:30.000,00:02:32.000,這是第一次三位主要
74,00:02:32.000,00:02:34.000,政黨總統
75,00:02:34.000,00:02:36.000,參選人同時立立本會
76,00:02:36.000,00:02:38.000,這是前所未有的
77,00:02:38.000,00:02:40.000,難得的機會
78,00:02:40.000,00:02:42.000,我們很好奇
79,00:02:42.000,00:02:44.000,我們也很關心
80,00:02:44.000,00:02:46.000,三個主要政黨的
81,00:02:46.000,00:02:48.000,女性治理政策到底
82,00:02:48.000,00:02:50.000,是什麼
83,00:02:50.000,00:02:52.000,我們也要很公平
84,00:02:52.000,00:02:54.000,事前都已經先給
85,00:02:54.000,00:02:56.000,三位參選人
86,00:02:56.000,00:02:58.000,相同的題目
87,00:02:58.000,00:03:00.000,題目就兩題
88,00:03:00.000,00:03:02.000,第一個題目是
89,00:03:02.000,00:03:04.000,如果您當選總統
90,00:03:04.000,00:03:06.000,您的內閣跟
91,00:03:06.000,00:03:08.000,簡介任期的高階文官
92,00:03:08.000,00:03:10.000,女性比例會是如何規劃
93,00:03:10.000,00:03:16.000,關於這一點
94,00:03:16.000,00:03:18.000,我們小內閣的女性比例
95,00:03:18.000,00:03:20.000,都超過三分之一
96,00:03:20.000,00:03:22.000,我們數字
97,00:03:22.000,00:03:24.000,講一下
98,00:03:24.000,00:03:28.000,對您當選總統應該會繼續
99,00:03:28.000,00:03:32.000,第二個問題是
100,00:03:32.000,00:03:34.000,少者化已經是非常嚴重的
101,00:03:34.000,00:03:36.000,國政問題
102,00:03:36.000,00:03:38.000,我們在座因為都是女性企業家
103,00:03:38.000,00:03:40.000,這件事情一定要
104,00:03:40.000,00:03:42.000,公部門跟私部門合作
105,00:03:42.000,00:03:44.000,所以我們非常想要
106,00:03:44.000,00:03:46.000,了解如果您當選總統
107,00:03:46.000,00:03:48.000,您對少者化
108,00:03:48.000,00:03:50.000,這樣的國安問題
109,00:03:50.000,00:03:52.000,您的政策是什麼
110,00:03:52.000,00:03:54.000,我想我們是民間的企業家
111,00:03:54.000,00:03:56.000,我們也可以跟您
112,00:03:56.000,00:03:58.000,配合怎麼樣讓
113,00:03:58.000,00:04:00.000,這樣的國安問題
114,00:04:00.000,00:04:02.000,可以得到解放
115,00:04:02.000,00:04:04.000,所以今天非常期待
116,00:04:04.000,00:04:06.000,您可以講其他這件
117,00:04:06.000,00:04:08.000,請拜託這兩個問題
118,00:04:08.000,00:04:10.000,可以多闡述一下
119,00:04:10.000,00:04:12.000,因為這個是我們大家可以
120,00:04:12.000,00:04:14.000,一起做的我們也相信
121,00:04:14.000,00:04:16.000,我們可以讓我們的合作
122,00:04:16.000,00:04:18.000,讓這個國家跟這個世界更好
123,00:04:18.000,00:04:20.000,我們熱烈掌聲歡迎
124,00:04:20.000,00:04:22.000,更掌聲歡迎
125,00:04:22.000,00:04:24.000,我們新北市市長國會國師長上台
126,00:04:24.000,00:04:32.000,非常謝謝
127,00:04:32.000,00:04:34.000,臺灣女文化是
128,00:04:34.000,00:04:36.000,協會的創辦人
129,00:04:36.000,00:04:38.000,三位創業家
130,00:04:38.000,00:04:40.000,還有高榮市長
131,00:04:40.000,00:04:42.000,以及在座的
132,00:04:42.000,00:04:44.000,董事協會的所有的好朋友們
133,00:04:44.000,00:04:46.000,大家午安
134,00:04:46.000,00:04:48.000,大家好
135,00:04:48.000,00:04:50.000,謝謝大家
136,00:04:50.000,00:04:54.000,這個一進門
137,00:04:54.000,00:04:56.000,我們的議員會長
138,00:04:56.000,00:04:58.000,就開始給我考試了
139,00:04:58.000,00:05:00.000,一定接受考試
140,00:05:00.000,00:05:02.000,考試未必會得到好
141,00:05:02.000,00:05:04.000,但是一定會有進步
142,00:05:04.000,00:05:06.000,其實我先用
143,00:05:06.000,00:05:08.000,這兩種背景來看我自己
144,00:05:08.000,00:05:10.000,先講講自己的背景
145,00:05:10.000,00:05:12.000,也許各位對我朋友
146,00:05:12.000,00:05:14.000,思考的方向
147,00:05:14.000,00:05:16.000,就會比較有趣
148,00:05:16.000,00:05:18.000,我年紀的時候
149,00:05:18.000,00:05:20.000,剛畢業
150,00:05:20.000,00:05:22.000,到一個餐廳去
151,00:05:22.000,00:05:24.000,看到一個老闆
152,00:05:24.000,00:05:26.000,其實他就是老闆
153,00:05:26.000,00:05:28.000,我叫他老闆娘
154,00:05:28.000,00:05:30.000,叫他老闆娘
155,00:05:30.000,00:05:32.000,有一次他跟我說
156,00:05:32.000,00:05:34.000,不好意思
157,00:05:34.000,00:05:36.000,你不叫他老闆娘
158,00:05:36.000,00:05:38.000,老闆娘
159,00:05:38.000,00:05:40.000,我叫老闆娘
160,00:05:40.000,00:05:42.000,你把老闆娘
161,00:05:42.000,00:05:44.000,放在地上
162,00:05:44.000,00:05:46.000,不好意思
163,00:05:46.000,00:05:48.000,我真的不好意思
164,00:05:48.000,00:05:50.000,後來我跟我老婆結婚
165,00:05:50.000,00:05:54.000,我第一個認識我老婆
166,00:05:54.000,00:05:56.000,認識一個女性就是我老婆
167,00:05:56.000,00:05:58.000,認識這個女性
168,00:05:58.000,00:06:00.000,就對這個太太
169,00:06:00.000,00:06:02.000,我這個人因為
170,00:06:02.000,00:06:04.000,相下來什麼都沒有
171,00:06:04.000,00:06:06.000,我老婆對我不錯
172,00:06:06.000,00:06:08.000,大家就很適合
173,00:06:08.000,00:06:10.000,認識以後
