segment,from,to,text
1,00:00:00.000,00:00:23.000,(音樂)
2,00:00:23.000,00:00:24.000,各位媒體朋友
3,00:00:24.000,00:00:26.000,各位正在收看直播的朋友們
4,00:00:26.000,00:00:28.000,大家好 大家早安
5,00:00:28.000,00:00:30.000,今天我們召開的交通記者會
6,00:00:30.000,00:00:33.000,有非常多的內容要來跟大家報告
7,00:00:33.000,00:00:36.000,首先 台灣的交通狀況非常的混亂
8,00:00:36.000,00:00:39.000,美國媒體CNN甚至曾經以Living Hell
9,00:00:39.000,00:00:42.000,也就是行人地獄來形容台灣的交通亂象
10,00:00:42.000,00:00:46.000,那光是在2022年因為交通事故死亡
11,00:00:46.000,00:00:48.000,就有超過三千人
12,00:00:48.000,00:00:51.000,交通建設可以說是國家的重大基礎建設
13,00:00:51.000,00:00:55.000,不過民進黨卻是把重大建設當作騙票的工具
14,00:00:55.000,00:00:58.000,民進黨過去喊出了終結延伸到南投
15,00:00:58.000,00:01:00.000,在八年前就喊出來了
16,00:01:00.000,00:01:02.000,2017年又拋出了
17,00:01:02.000,00:01:05.000,基隆輕軌要作為前瞻計畫的第一炮
18,00:01:05.000,00:01:07.000,但現在蓋到哪裡去了
19,00:01:07.000,00:01:10.000,要如何建立一個以人為本服務導向
20,00:01:10.000,00:01:12.000,數據治理的永續運輸
21,00:01:12.000,00:01:16.000,民眾黨總統參選人柯文哲有完整的規劃
22,00:01:16.000,00:01:19.000,首先先來介紹與會的長官貴賓
23,00:01:19.000,00:01:22.000,第一位介紹的是民眾黨的總統參選人柯文哲
24,00:01:22.000,00:01:29.000,柯文哲競選總部的總幹事黃珊珊
25,00:01:29.000,00:01:34.000,以及特別介紹柯文哲競選總部主委鄧家基
26,00:01:34.000,00:01:40.000,再來介紹的是前台北市的交通局長陳學台
27,00:01:40.000,00:01:46.000,以及公民幫推協會常務理事鍾慧玉理事
28,00:01:46.000,00:01:48.000,好的那麼一開始呢
29,00:01:48.000,00:01:51.000,我們就要請柯P來幫我們講他的
30,00:01:51.000,00:01:56.000,以人為本服務導向以及數據治理的永續運輸
31,00:01:56.000,00:01:58.000,(鼓掌)
32,00:01:58.000,00:02:00.000,(鼓掌)
33,00:02:00.000,00:02:02.000,(鼓掌)
34,00:02:02.000,00:02:31.000,(鼓掌)
35,00:02:31.000,00:02:34.000,好上課
36,00:02:34.000,00:02:39.000,這個我知道其他兩黨現在都忙著在到處造勢
37,00:02:39.000,00:02:43.000,不過我們還是要負責任把台灣面對的問題要點出來
38,00:02:43.000,00:02:47.000,還有我們提出的一個解決方案
39,00:02:47.000,00:02:49.000,當然也不敢說百分之百一定是最好的
40,00:02:49.000,00:02:52.000,不過總是政策需要討論
41,00:02:52.000,00:02:56.000,這是我們在交通的四個主張
42,00:02:56.000,00:02:57.000,以人為本
43,00:02:57.000,00:03:02.000,過去我們整個道路的交通設計是以車輛為本
44,00:03:02.000,00:03:04.000,很少用人在思考
45,00:03:04.000,00:03:06.000,所以為什麼我們變成行人地獄
46,00:03:06.000,00:03:07.000,這是第一條
47,00:03:07.000,00:03:09.000,第二服務導向
48,00:03:09.000,00:03:12.000,有需要才建設交通
49,00:03:12.000,00:03:17.000,不是有選票或是為了選舉需要才去建設交通
50,00:03:17.000,00:03:19.000,這是目前最大的爭議
51,00:03:19.000,00:03:22.000,再來數據治理
52,00:03:22.000,00:03:26.000,一樣嘛這個政治必須用數字管理
53,00:03:26.000,00:03:28.000,最後就是永續的運輸
54,00:03:28.000,00:03:30.000,節能減碳
55,00:03:30.000,00:03:31.000,205年建能碳排放
56,00:03:31.000,00:03:32.000,這還是世界潮流
57,00:03:32.000,00:03:34.000,這個要做
58,00:03:34.000,00:03:37.000,那我們就一個一個來講
59,00:03:37.000,00:03:39.000,下一張
60,00:03:39.000,00:03:53.000,這個剛才講我們台灣的交通上面五大問題
61,00:03:53.000,00:03:55.000,第一個就是車輛至上
62,00:03:55.000,00:03:57.000,沒有這個行人安全
63,00:03:57.000,00:03:59.000,所以它已經變成我們叫行人地獄
64,00:03:59.000,00:04:02.000,等一下會講那個我們車禍傷亡人數相當多
65,00:04:02.000,00:04:04.000,再來就是說
66,00:04:04.000,00:04:05.000,沒有國家規劃
67,00:04:05.000,00:04:07.000,我最近才
68,00:04:07.000,00:04:08.000,因為我當台北市長
69,00:04:08.000,00:04:11.000,我們就覺得台北市做得好好的
70,00:04:11.000,00:04:14.000,最近有辦法看到其他縣市才赫然發現
71,00:04:14.000,00:04:18.000,原來我們台灣的道路設計沒有全國統一標準
72,00:04:18.000,00:04:19.000,覺得很奇怪
73,00:04:19.000,00:04:21.000,再來就是說
74,00:04:21.000,00:04:25.000,大交通建設不是用來做選舉空投資票用的
75,00:04:25.000,00:04:27.000,這個要跟大家講
76,00:04:27.000,00:04:32.000,我跟民進黨翻臉的導火線就是基隆輕軌
77,00:04:32.000,00:04:34.000,因為我的腦袋就說這不可能
78,00:04:34.000,00:04:36.000,這一大堆問題
79,00:04:36.000,00:04:39.000,民進黨反正他的想法是
80,00:04:39.000,00:04:40.000,這本來就是假的
81,00:04:40.000,00:04:41.000,這是用來宣傳的
82,00:04:41.000,00:04:43.000,誰叫你當真
83,00:04:43.000,00:04:45.000,這個就跟我的個性完全不合
84,00:04:45.000,00:04:47.000,分手就是從最開始
85,00:04:47.000,00:04:50.000,再來就是我們的資訊發展太破碎
86,00:04:50.000,00:04:52.000,應該有一個全國的統一整理
87,00:04:52.000,00:04:55.000,最後就是海運跟空運
88,00:04:55.000,00:04:58.000,還要再升級
89,00:04:58.000,00:05:02.000,這個為什麼不能用
90,00:05:02.000,00:05:06.000,是缺電還是怎樣
91,00:05:06.000,00:05:16.000,好啦就這一張
92,00:05:16.000,00:05:20.000,這個是每十萬人口的車禍死亡人數
93,00:05:20.000,00:05:22.000,台灣是紅的這個
94,00:05:22.000,00:05:24.000,我們大概是日本的五倍
95,00:05:24.000,00:05:26.000,挪威的八倍
96,00:05:26.000,00:05:29.000,那我看過我們台灣的數字
97,00:05:29.000,00:05:31.000,台南大概是台北的四倍
98,00:05:31.000,00:05:33.000,台灣已經很高了
99,00:05:33.000,00:05:35.000,這高裡面還有更高的
100,00:05:35.000,00:05:38.000,在不同的縣市車禍死亡率不一樣
101,00:05:38.000,00:05:40.000,這告訴我們什麼
102,00:05:40.000,00:05:42.000,台灣的交通安全是一個問題
103,00:05:42.000,00:05:44.000,因為老百姓被車子撞死
104,00:05:44.000,00:05:46.000,覺得是政府有錯
105,00:05:46.000,00:05:48.000,他只是認為自己運氣不好
106,00:05:48.000,00:05:50.000,但是事實上這就是國家要解決的問題
107,00:05:50.000,00:05:52.000,因為事實上在台北市的經驗
108,00:05:52.000,00:05:54.000,不管是林李孝東改善計畫
109,00:05:54.000,00:05:56.000,車禍熱點的消除
110,00:05:56.000,00:05:58.000,我們透過一些努力
111,00:05:58.000,00:06:00.000,還是有下降
112,00:06:00.000,00:06:04.000,當然台北市公共運輸的使用量也多
113,00:06:04.000,00:06:06.000,也造成這個車禍傷亡人數比較低
114,00:06:06.000,00:06:08.000,但是Anyway
115,00:06:08.000,00:06:12.000,台灣目前車禍傷亡人數是日本的五倍
116,00:06:12.000,00:06:14.000,挪威的八倍
117,00:06:14.000,00:06:18.000,所以這些在馬路上車禍死亡的人數
118,00:06:18.000,00:06:22.000,他是有很大的進步空間的
119,00:06:22.000,00:06:24.000,這是台灣要解決的
120,00:06:24.000,00:06:26.000,那第二個問題
121,00:06:26.000,00:06:28.000,道路設計規範不完備
122,00:06:28.000,00:06:30.000,各縣市各行其事
123,00:06:30.000,00:06:32.000,這蠻奇怪的
124,00:06:32.000,00:06:34.000,我們應該從國道
125,00:06:34.000,00:06:36.000,這個以前叫省道
126,00:06:36.000,00:06:38.000,縣道到鄉鎮道路
127,00:06:38.000,00:06:42.000,應該有個全國統一的標準
128,00:06:42.000,00:06:44.000,結果現在各縣市都有自己的標準
129,00:06:44.000,00:06:46.000,這蠻奇怪的
130,00:06:46.000,00:06:48.000,這不是一國好幾制
131,00:06:48.000,00:06:50.000,然後我們的軌道建設缺乏整體規劃
132,00:06:50.000,00:06:52.000,我要跟大家講
133,00:06:52.000,00:06:54.000,我當台北市長的時候
134,00:06:54.000,00:06:56.000,對我來講一定是環鑽縣優先
135,00:06:56.000,00:06:58.000,可是對新北市來講
136,00:06:58.000,00:07:00.000,他是汐止民生縣優先
137,00:07:00.000,00:07:02.000,這個哪裡是台北市跟新北市
138,00:07:02.000,00:07:04.000,去互相溝通可以去
139,00:07:04.000,00:07:08.000,這個哪裡是台北市跟新北市去互相溝通可以解決的
140,00:07:08.000,00:07:10.000,所以
141,00:07:10.000,00:07:12.000,如果用每個縣市來決定
142,00:07:12.000,00:07:14.000,軌道建設我就跟你講
143,00:07:14.000,00:07:16.000,一定吵架
144,00:07:16.000,00:07:18.000,所以必須要有國家整體的規劃
145,00:07:18.000,00:07:20.000,所以軌道建設缺乏整體規劃
146,00:07:20.000,00:07:22.000,縣市間串接不足
147,00:07:22.000,00:07:24.000,相互相競爭
148,00:07:24.000,00:07:26.000,另外一個是自享運氣
149,00:07:26.000,00:07:28.000,共享運氣
150,00:07:28.000,00:07:30.000,這是世界潮流
151,00:07:30.000,00:07:32.000,也不應當台北有台北的規則
152,00:07:32.000,00:07:34.000,每個縣市規則都不一樣
153,00:07:34.000,00:07:36.000,還有一點
154,00:07:36.000,00:07:38.000,這當時在前瞻計畫
155,00:07:38.000,00:07:40.000,軌道運輸
156,00:07:40.000,00:07:42.000,我們前瞻計畫
157,00:07:42.000,00:07:44.000,軌道運輸當時變了大概四千多億
158,00:07:44.000,00:07:46.000,地方配額款加起來
