segment,from,to,text
1,00:00:00.000,00:00:05.000,(音樂)
2,00:00:05.000,00:00:09.000,主席 各位貴賓
3,00:00:09.000,00:00:10.000,還有媒體好朋友
4,00:00:10.000,00:00:13.000,以及正在收看直播的好朋友們
5,00:00:13.000,00:00:14.000,大家早安
6,00:00:14.000,00:00:16.000,歡迎來到國家希望工程
7,00:00:16.000,00:00:19.000,國政願景發表會的記者會現場
8,00:00:19.000,00:00:22.000,今天是我們第六場的記者會了
9,00:00:22.000,00:00:25.000,我們今天即將聚焦在第二次的能源轉型
10,00:00:25.000,00:00:29.000,今天的主題是靜靈轉型 永續台灣
11,00:00:29.000,00:00:30.000,在記者會開始
12,00:00:30.000,00:00:33.000,讓我先為大家來介紹一間與會的貴賓
13,00:00:33.000,00:00:37.000,首先掌聲歡迎賴清德總統候選人
14,00:00:37.000,00:00:39.000,早安
15,00:00:39.000,00:00:43.000,以及我們的新平台董事長
16,00:00:43.000,00:00:44.000,鄭麗君董事長
17,00:00:44.000,00:00:47.000,同時也是我們國政召集人
18,00:00:47.000,00:00:48.000,早安
19,00:00:48.000,00:00:51.000,還有今天由我們衛環最專業的
20,00:00:51.000,00:00:53.000,洪聖翰委員也與會了
21,00:00:53.000,00:00:54.000,歡迎委員
22,00:00:54.000,00:00:58.000,淡江大學產業經濟系教授蔡明芳教授
23,00:00:58.000,00:00:59.000,教授早安
24,00:00:59.000,00:01:01.000,教授同時長期關注靜靈轉型
25,00:01:01.000,00:01:04.000,還有相關的因應策略
26,00:01:04.000,00:01:06.000,接下來讓我們歡迎賴清德總統候選人
27,00:01:06.000,00:01:08.000,為大家來發表
28,00:01:08.000,00:01:13.000,在今天即將要公布靜靈轉型有五大策略
29,00:01:13.000,00:01:17.000,好 競選總部
30,00:01:17.000,00:01:19.000,國家藍圖召集人
31,00:01:19.000,00:01:20.000,鄭麗君董事長
32,00:01:20.000,00:01:22.000,洪聖翰委員蔡明芳教授
33,00:01:22.000,00:01:25.000,還有競選總部潘孟安總幹事
34,00:01:25.000,00:01:26.000,現場的美女朋友
