segment,from,to,text
1,00:00:00.000,00:00:17.000,(音樂)
2,00:00:17.000,00:00:20.000,各位觀眾 各位候選人 大家好
3,00:00:20.000,00:00:22.000,今天是中央選舉委員會
4,00:00:22.000,00:00:26.000,為第十六任總統副總統選舉所舉辦的
5,00:00:26.000,00:00:30.000,第三場總統候選人電視政見發表會
6,00:00:30.000,00:00:35.000,由本人中央選舉委員會委員陳恩明負責主持
7,00:00:35.000,00:00:39.000,同時由本會陳越端委員在場監察
8,00:00:39.000,00:00:45.000,首先 請代表主辦單位中央選舉委員會
9,00:00:45.000,00:00:49.000,向電視機前的觀眾和來參加政見發表會的
10,00:00:49.000,00:00:52.000,三位候選人表示感謝
11,00:00:52.000,00:00:55.000,在政見發表會正式開始前
12,00:00:55.000,00:00:59.000,先將政見發表會進行程序及注意事項
13,00:00:59.000,00:01:01.000,向各位說明
14,00:01:01.000,00:01:05.000,第一 電視政見發表會進行之程序
15,00:01:05.000,00:01:08.000,是採取三輪方式發表政見
16,00:01:08.000,00:01:13.000,每一輪每位候選人發表政見時間為十分鐘
17,00:01:13.000,00:01:18.000,時間介滿前三分鐘按鈴一短聲示意
18,00:01:18.000,00:01:19.000,(鐘)
19,00:01:19.000,00:01:22.000,時間介滿時按鈴二長聲
20,00:01:22.000,00:01:24.000,(鐘)
21,00:01:24.000,00:01:26.000,請結束發言
22,00:01:26.000,00:01:29.000,第二 和第三輪政見發表的時間
23,00:01:29.000,00:01:32.000,和進行方式均相同
24,00:01:32.000,00:01:36.000,時間介滿時候選人應及結束發言
25,00:01:36.000,00:01:39.000,不得以任何理由請求延長
26,00:01:39.000,00:01:41.000,如仍不停止發言
27,00:01:41.000,00:01:45.000,主持人立即制止並不予播出
28,00:01:45.000,00:01:49.000,第二 候選人應一抽籤號次順序發言
29,00:01:49.000,00:01:52.000,不得要求提前或延後
30,00:01:52.000,00:01:55.000,經主持人唱名三次
31,00:01:55.000,00:01:59.000,仍未上台發表政見者 已棄權論
32,00:01:59.000,00:02:02.000,第三 候選人發表政見時
33,00:02:02.000,00:02:07.000,如有違背公共秩序 善良風俗之行為
34,00:02:07.000,00:02:10.000,主持人應於制止並不予播出
35,00:02:10.000,00:02:16.000,接下來向各位介紹參加政見發表會的三位候選人
36,00:02:16.000,00:02:21.000,抽籤順序第一位候選人柯文哲先生
37,00:02:21.000,00:02:26.000,第二位候選人侯友宜先生
38,00:02:26.000,00:02:31.000,第三位候選人賴清德先生
39,00:02:31.000,00:02:37.000,現在開始進行今天的政見發表會
40,00:02:37.000,00:02:43.000,首先請第一輪第一位候選人柯文哲先生發表政見
41,00:02:43.000,00:02:46.000,時間十分鐘 請發言
42,00:02:46.000,00:02:48.000,各位鄉親護老
43,00:02:48.000,00:02:53.000,電視機前及在網路上看直播的全國同胞 大家好
44,00:02:53.000,00:02:57.000,昨天我在準備今天的政見的時候
45,00:02:57.000,00:02:59.000,就覺得心神不靈
46,00:02:59.000,00:03:03.000,因為我在網路新聞得知有一位新北的國中生
47,00:03:03.000,00:03:07.000,被殺了好幾刀 在昨天宣告不治
48,00:03:07.000,00:03:12.000,在這一刻 我們能夠做的就是對這位同學跟家屬
49,00:03:12.000,00:03:15.000,表達關心和陪伴
50,00:03:15.000,00:03:24.000,因此我想請全國的同胞跟我一起為這位同學跟家屬默哀
51,00:03:24.000,00:03:36.000,好 謝謝
52,00:03:36.000,00:03:39.000,每一次事情發生以後 媒體就會大肆報導
53,00:03:39.000,00:03:42.000,但是事過境遷 又沒有下文
54,00:03:42.000,00:03:47.000,其實我們要思考的是怎麼去建立一個預防中醫治療的機制
55,00:03:47.000,00:03:49.000,我知道這個問題很複雜
56,00:03:49.000,00:03:51.000,要跨越非常多的部會
57,00:03:51.000,00:03:53.000,也需要民間的協助
58,00:03:53.000,00:03:55.000,像是很多的客戶輔導班
59,00:03:55.000,00:03:59.000,就需要民間的公益組織來幫忙
60,00:03:59.000,00:04:01.000,所謂的短板理論
61,00:04:01.000,00:04:03.000,就是說一個水桶
62,00:04:03.000,00:04:04.000,它可以裝多少水
63,00:04:04.000,00:04:08.000,是由最短的那一片來決定的
64,00:04:08.000,00:04:14.000,這位死去的孩子 還有那一位拿出彈簧刀的孩子
65,00:04:14.000,00:04:16.000,都只是國中生
66,00:04:16.000,00:04:20.000,我們要思考的是 國中生總會這樣
67,00:04:20.000,00:04:24.000,到底是拿著彈簧刀去學校不會被發現
68,00:04:24.000,00:04:26.000,發現了也不能阻止
69,00:04:26.000,00:04:29.000,還是我們缺了什麼 沒有做才會這樣
70,00:04:29.000,00:04:32.000,我們如何建構一個社會安全網
71,00:04:32.000,00:04:36.000,來讓孩子跟家長可以安全的生活
72,00:04:36.000,00:04:39.000,這是我們作為領導人要思考的
73,00:04:39.000,00:04:42.000,我也邀請兩位總統候選人一起思考
74,00:04:42.000,00:04:44.000,來提出看法
75,00:04:44.000,00:04:47.000,接下來 我要來談今天的議題
76,00:04:47.000,00:04:53.000,今天我們要講醫療 長照 勞保
77,00:04:53.000,00:04:55.000,健康是基本人權
78,00:04:55.000,00:04:56.000,它是一個普世價值
79,00:04:56.000,00:05:02.000,也不會因為不同的信仰 宗教 政治 經濟 社會
80,00:05:02.000,00:05:04.000,而有所不同
