segment,from,to,text
1,00:00:00.000,00:00:02.000,中文字幕:J Chong
2,00:00:02.000,00:00:04.000,中文字幕:J Chong
3,00:00:04.000,00:00:06.000,中文字幕:J Chong
4,00:00:06.000,00:00:08.000,中文字幕:J Chong
5,00:00:08.000,00:00:10.000,中文字幕:J Chong
6,00:00:10.000,00:00:12.000,中文字幕:J Chong
7,00:00:12.000,00:00:14.000,中文字幕:J Chong
8,00:00:14.000,00:00:16.000,中文字幕:J Chong
9,00:00:16.000,00:00:18.000,中文字幕:J Chong
10,00:00:18.000,00:00:20.000,中文字幕:J Chong
11,00:00:20.000,00:00:22.000,中文字幕:J Chong
12,00:00:22.000,00:00:24.000,中文字幕:J Chong
13,00:00:24.000,00:00:26.000,中文字幕:J Chong
14,00:00:26.000,00:00:28.000,中文字幕:J Chong
15,00:00:28.000,00:00:30.000,中文字幕:J Chong
16,00:00:30.000,00:00:32.000,中文字幕:J Chong
17,00:00:32.000,00:00:34.000,中文字幕:J Chong
18,00:00:34.000,00:00:36.000,中文字幕:J Chong
19,00:00:36.000,00:00:38.000,中文字幕:J Chong
20,00:00:38.000,00:00:40.000,中文字幕:J Chong
21,00:00:40.000,00:00:42.000,中文字幕:J Chong
22,00:00:42.000,00:00:44.000,中文字幕:J Chong
23,00:00:44.000,00:00:46.000,中文字幕:J Chong
24,00:00:46.000,00:00:48.000,中文字幕:J Chong
25,00:00:48.000,00:00:50.000,中文字幕:J Chong
26,00:00:50.000,00:00:52.000,中文字幕:J Chong
27,00:00:52.000,00:00:54.000,中文字幕:J Chong
28,00:00:54.000,00:00:56.000,中文字幕:J Chong
29,00:00:56.000,00:00:58.000,中文字幕:J Chong
30,00:00:58.000,00:01:00.000,中文字幕:J Chong
31,00:01:00.000,00:01:02.000,中文字幕:J Chong
32,00:01:02.000,00:01:04.000,中文字幕:J Chong
33,00:01:04.000,00:01:06.000,中文字幕:J Chong
34,00:01:06.000,00:01:08.000,中文字幕:J Chong
35,00:01:08.000,00:01:10.000,中文字幕:J Chong
36,00:01:10.000,00:01:12.000,中文字幕:J Chong
37,00:01:12.000,00:01:14.000,中文字幕:J Chong
38,00:01:14.000,00:01:16.000,中文字幕:J Chong
39,00:01:16.000,00:01:18.000,中文字幕:J Chong
40,00:01:18.000,00:01:20.000,中文字幕:J Chong
41,00:01:20.000,00:01:22.000,中文字幕:J Chong
42,00:01:22.000,00:01:24.000,中文字幕:J Chong
43,00:01:24.000,00:01:26.000,中文字幕:J Chong
44,00:01:26.000,00:01:28.000,中文字幕:J Chong
45,00:01:28.000,00:01:30.000,中文字幕:J Chong
46,00:01:30.000,00:01:32.000,中文字幕:J Chong
47,00:01:32.000,00:01:34.000,中文字幕:J Chong
48,00:01:34.000,00:01:36.000,中文字幕:J Chong
49,00:01:36.000,00:01:38.000,中文字幕:J Chong
50,00:01:38.000,00:01:40.000,中文字幕:J Chong
51,00:01:40.000,00:01:42.000,中文字幕:J Chong
52,00:01:42.000,00:01:44.000,中文字幕:J Chong
53,00:01:45.000,00:01:47.000,中文字幕:J Chong
54,00:01:47.000,00:01:49.000,中文字幕:J Chong
55,00:01:49.000,00:01:51.000,中文字幕:J Chong
56,00:01:51.000,00:01:53.000,中文字幕:J Chong
57,00:01:53.000,00:01:55.000,中文字幕:J Chong
58,00:01:56.000,00:01:58.000,中文字幕:J Chong
59,00:01:58.000,00:02:00.000,中文字幕:J Chong
60,00:02:00.000,00:02:02.000,中文字幕:J Chong
61,00:02:02.000,00:02:04.000,中文字幕:J Chong
62,00:02:04.000,00:02:06.000,中文字幕:J Chong
63,00:02:06.000,00:02:08.000,中文字幕:J Chong
64,00:02:08.000,00:02:10.000,中文字幕:J Chong
65,00:02:10.000,00:02:12.000,中文字幕:J Chong
