segment,from,to,speaker,text
1,0:00:00,0:00:05,主持人,需要一個擁有文化關懷的有心人
2,0:00:05,0:00:09,主持人,現在就讓我們邀請總統候選人賴清德
3,0:00:09,0:00:13,主持人,與我們所有的文化公民以及文化領袖
4,0:00:13,0:00:18,主持人,報告他過去的行動以及未來的施政藍圖
5,0:00:18,0:00:21,主持人,歡迎賴清德副總統
6,0:00:21,0:00:24,賴清德,謝謝
7,0:00:24,0:00:29,賴清德,進選總部國家政策藍圖召集人鄭麗君董事長
8,0:00:29,0:00:31,賴清德,潘孟安總幹事
14,0:00:45,0:00:51,賴清德,文化台灣隊各位前輩貴賓夥伴們在場媒體朋友
15,0:00:51,0:00:56,賴清德,以及線上收聽直播的各位國人同胞們
16,0:00:56,0:00:59,賴清德,大家午安大家好
17,0:00:59,0:01:06,賴清德,今天是我推出國家希望工程
18,0:01:06,0:01:11,賴清德,系列國政藍圖的第五場記者會
19,0:01:11,0:01:18,賴清德,今天記者會的主題是文化永續世界台灣
20,0:01:18,0:01:22,賴清德,而且特別把召開記者會的地點
21,0:01:22,0:01:28,賴清德,重新回到第一場總論時候的地點
22,0:01:28,0:01:33,賴清德,主要是我深刻認為文化是國家的靈魂
23,0:01:33,0:01:36,賴清德,是非常重要的一項政策
24,0:01:36,0:01:43,賴清德,我希望能夠非常慎重的向文化界的各位前輩貴賓夥伴們報告
25,0:01:43,0:01:50,賴清德,也能夠跟國家的主人慎重報告我的國家文化政策
26,0:01:50,0:01:54,賴清德,今天感謝麗君
27,0:01:54,0:02:00,賴清德,今天現場超過160幾位文化界的好朋友們
28,0:02:00,0:02:04,賴清德,對我來講是何等的榮幸
29,0:02:04,0:02:08,賴清德,有總統府執政吳勝老師
30,0:02:08,0:02:12,賴清德,也有國社顧問廖武志董事長
31,0:02:12,0:02:16,賴清德,也有前後四任的文件會主委陳一秀老師
32,0:02:16,0:02:20,賴清德,翁金珠老師 邱坤良老師陳其良老師
33,0:02:20,0:02:25,賴清德,還有很不簡單的可以邀請到人間國寶
34,0:02:25,0:02:29,賴清德,***廖慶基老師
35,0:02:30,0:02:37,賴清德,掌中戲人間國寶陳熙宏老師
36,0:02:37,0:02:45,賴清德,***人間國部陳家村老師
37,0:02:45,0:02:52,賴清德,行政院文化獎得主唐美雲老師
38,0:02:56,0:03:01,賴清德,還有廖修平老師 今天謝謝
39,0:03:01,0:03:07,賴清德,另外還有國家文藝獎的得主 平路老師
40,0:03:07,0:03:12,賴清德,作家平路老師 詩人李明勇老師
41,0:03:12,0:03:17,賴清德,景觀建築類郭宗端老師
42,0:03:17,0:03:24,賴清德,還有那麼多類別長期耕耘文化界的人士
43,0:03:24,0:03:27,賴清德,我真的是非常非常榮幸
44,0:03:27,0:03:31,賴清德,我也非常期待能夠得到大家的指教
45,0:03:31,0:03:35,賴清德,更希望未來我們大家能夠共同合作
46,0:03:35,0:03:40,賴清德,為台灣的文化打造一個更好的未來
47,0:03:40,0:03:44,賴清德,在我的報告我的內容之前
48,0:03:44,0:03:47,賴清德,我特別要感謝這麼多年來
49,0:03:47,0:03:50,賴清德,在台灣的歷史上
50,0:03:50,0:03:54,賴清德,在文化藝文界耕耘的各位好朋友們
51,0:03:54,0:03:57,賴清德,因為你們的耕耘付出
52,0:03:57,0:04:02,賴清德,你們用文化豐富每一代人的心靈
53,0:04:02,0:04:06,賴清德,那我也相信在我們大家共同努力之下
54,0:04:06,0:04:10,賴清德,文化也勢必會持續
55,0:04:10,0:04:14,賴清德,藉由回顧過去展望未來
56,0:04:14,0:04:17,賴清德,持續開拓新的時代
57,0:04:17,0:04:21,賴清德,剛剛的表演實在是非常精彩
58,0:04:21,0:04:24,賴清德,也非常震撼
59,0:04:24,0:04:27,賴清德,有傳統 有當代
60,0:04:27,0:04:29,賴清德,有傳承 有創新
61,0:04:29,0:04:32,賴清德,有多元的表演文化
62,0:04:32,0:04:35,賴清德,也有多元的語言
63,0:04:35,0:04:39,賴清德,充分展現台灣文化的包容性
64,0:04:39,0:04:43,賴清德,這個也是台灣文化的價值
65,0:04:43,0:04:47,賴清德,這個也是我們大家共同多年來努力的成果
66,0:04:47,0:04:51,賴清德,也是台灣非常了不起的地方
67,0:04:51,0:04:57,賴清德,那我認為文化是國家的靈魂
68,0:04:57,0:05:01,賴清德,所以在我擔任台南市市長的時候
69,0:05:01,0:05:05,賴清德,我推動四項城市建設
70,0:05:05,0:05:09,賴清德,第一個就是文化首都
71,0:05:09,0:05:12,賴清德,要將台南市打造為文化首都
72,0:05:12,0:05:15,賴清德,我跟台南市市民報告
73,0:05:15,0:05:18,賴清德,台南市是台灣第一個城市
74,0:05:18,0:05:20,賴清德,我們有責任
75,0:05:20,0:05:24,賴清德,將台南打造為台灣的文化首都
76,0:05:24,0:05:28,賴清德,讓任何一個人來到台南就知道台灣
