segment,from,to,speaker,text
128,0:04:13,0:04:15,賴清德,競選總部
129,0:04:15,0:04:17,賴清德,國家政策藍圖召集人
130,0:04:17,0:04:19,賴清德,鄭麗君董事長
131,0:04:19,0:04:21,賴清德,競選總部潘孟安總幹事
132,0:04:21,0:04:23,賴清德,我們
133,0:04:23,0:04:25,賴清德,各位專家學者與會的
134,0:04:25,0:04:27,賴清德,媒體朋友
135,0:04:27,0:04:29,賴清德,線上的好朋友們
136,0:04:29,0:04:31,賴清德,大家早安大家好
137,0:04:31,0:04:33,賴清德,在9月6號
138,0:04:33,0:04:37,賴清德,我第一次以總統候選人身份
139,0:04:37,0:04:39,賴清德,召開記者會
140,0:04:39,0:04:41,賴清德,公佈國家希望
141,0:04:41,0:04:43,賴清德,工程國政藍圖
142,0:04:43,0:04:45,賴清德,希望結合
143,0:04:45,0:04:47,賴清德,臺灣社會各界的力量
144,0:04:47,0:04:49,賴清德,打造民主
145,0:04:49,0:04:51,賴清德,和平的臺灣
146,0:04:51,0:04:53,賴清德,創新繁榮的臺灣
147,0:04:53,0:04:55,賴清德,以及公益永續的臺灣
149,0:04:57,0:04:59,賴清德,在今天
150,0:04:59,0:05:01,賴清德,我則是第一次
151,0:05:01,0:05:03,賴清德,召開記者會
152,0:05:03,0:05:05,賴清德,向國人
153,0:05:05,0:05:07,賴清德,提出分項政策
155,0:05:09,0:05:11,賴清德,主題是
156,0:05:11,0:05:13,賴清德,0到22歲
157,0:05:13,0:05:15,賴清德,投資未來
158,0:05:15,0:05:17,賴清德,世代
159,0:05:17,0:05:19,賴清德,我特別
160,0:05:19,0:05:21,賴清德,要跟大家報告
161,0:05:21,0:05:23,賴清德,我們
162,0:05:23,0:05:27,賴清德,每一個人
163,0:05:27,0:05:29,賴清德,從出生長大
164,0:05:29,0:05:31,賴清德,就學
165,0:05:31,0:05:33,賴清德,進入社會
166,0:05:33,0:05:35,賴清德,0到22歲
167,0:05:35,0:05:37,賴清德,是最
168,0:05:37,0:05:39,賴清德,關鍵的一個時段
169,0:05:39,0:05:41,賴清德,政府有責任
170,0:05:41,0:05:43,賴清德,從
171,0:05:43,0:05:45,賴清德,出生到成長
172,0:05:45,0:05:47,賴清德,每一個階段都
173,0:05:47,0:05:49,賴清德,給予適當的支持
174,0:05:49,0:05:55,賴清德,換句話說
175,0:05:55,0:06:03,賴清德,換句話說
176,0:06:03,0:06:05,賴清德,我們這一次所提出來的
177,0:06:05,0:06:07,賴清德,政策規劃
178,0:06:07,0:06:09,賴清德,有別於以往
179,0:06:09,0:06:11,賴清德,是站在政府的角度
180,0:06:11,0:06:13,賴清德,是用
181,0:06:13,0:06:15,賴清德,單一的**別
182,0:06:15,0:06:17,賴清德,來提出政見
183,0:06:17,0:06:19,賴清德,而是一個
184,0:06:19,0:06:21,賴清德,跨領域的
185,0:06:21,0:06:23,賴清德,而且
186,0:06:23,0:06:25,賴清德,跨政策的
187,0:06:25,0:06:27,賴清德,一個完整的政策的提出
188,0:06:27,0:06:29,賴清德,0到22歲
189,0:06:29,0:06:31,賴清德,投資
190,0:06:31,0:06:33,賴清德,世代的未來
191,0:06:33,0:06:35,賴清德,簡單的講
192,0:06:35,0:06:37,賴清德,就是要投資
193,0:06:37,0:06:39,賴清德,國家未來的世代
194,0:06:39,0:06:41,賴清德,那也就是要投資
195,0:06:41,0:06:43,賴清德,國家的未來
196,0:06:43,0:06:45,賴清德,大家應該有注意到
197,0:06:45,0:06:47,賴清德,過去我們會
198,0:06:47,0:06:49,賴清德,用社會福利的概念
199,0:06:49,0:06:51,賴清德,但是
200,0:06:51,0:06:53,賴清德,我們是用投資的
201,0:06:53,0:06:55,賴清德,理念來進行
202,0:06:55,0:06:57,賴清德,國家政策
203,0:06:57,0:06:59,賴清德,那我們也特別著重
204,0:06:59,0:07:01,賴清德,在未來的世代
205,0:07:01,0:07:03,賴清德,我們
206,0:07:03,0:07:05,賴清德,就是有跨未來
207,0:07:05,0:07:07,賴清德,還有跨世代
208,0:07:07,0:07:09,賴清德,跨領域的
209,0:07:09,0:07:11,賴清德,作為跟想法
210,0:07:11,0:07:13,賴清德,那其中呢
211,0:07:13,0:07:15,賴清德,其中主要是
212,0:07:15,0:07:17,賴清德,有分做三個階段
213,0:07:17,0:07:19,賴清德,目的是希望
214,0:07:19,0:07:21,賴清德,目的是希望
215,0:07:21,0:07:23,賴清德,能夠建立全方位的
216,0:07:23,0:07:25,賴清德,社會支持體系
217,0:07:25,0:07:27,賴清德,有分成三個階段
218,0:07:27,0:07:29,賴清德,第一個是
219,0:07:29,0:07:31,賴清德,0到6歲
220,0:07:31,0:07:33,賴清德,那我們會提出0到6歲
221,0:07:33,0:07:35,賴清德,國家一起養
222,0:07:35,0:07:37,賴清德,2.0
223,0:07:37,0:07:39,賴清德,會包括5個方案
224,0:07:39,0:07:43,賴清德,5個對策
225,0:07:43,0:07:45,賴清德,來健全友善
226,0:07:45,0:07:47,賴清德,成長環境
227,0:07:47,0:07:49,賴清德,同時呢也協助
228,0:07:49,0:07:51,賴清德,育兒的家庭
229,0:07:51,0:07:53,賴清德,那第二個階段是
230,0:07:53,0:07:55,賴清德,6到18歲
231,0:07:55,0:07:57,賴清德,也就是小學
232,0:07:57,0:07:59,賴清德,國中還有高中
233,0:07:59,0:08:01,賴清德,我們會提出
234,0:08:01,0:08:03,賴清德,5個方案
235,0:08:03,0:08:05,賴清德,來成就多元
236,0:08:05,0:08:07,賴清德,均優的教育環境
237,0:08:07,0:08:09,賴清德,而且來成就
238,0:08:09,0:08:11,賴清德,每一個兒少
239,0:08:11,0:08:13,賴清德,第三個階段是18歲到
240,0:08:13,0:08:15,賴清德,22歲
241,0:08:15,0:08:17,賴清德,也就是就讀大學的年紀
242,0:08:17,0:08:19,賴清德,這個階段
243,0:08:19,0:08:21,賴清德,我們也提出了5個方案
244,0:08:21,0:08:23,賴清德,來投資高等
245,0:08:23,0:08:25,賴清德,及技職教育
246,0:08:25,0:08:27,賴清德,來成就多元
247,0:08:27,0:08:29,賴清德,青年的發展
248,0:08:29,0:08:41,賴清德,在0到6歲
249,0:08:41,0:08:43,賴清德,國家一起養方面
250,0:08:43,0:08:45,賴清德,我們最主要
251,0:08:45,0:08:47,賴清德,就是要健全友善的
252,0:08:47,0:08:49,賴清德,成長環境
253,0:08:49,0:08:51,賴清德,協助育兒的每一個家庭
254,0:08:51,0:08:53,賴清德,降低他們的負擔
255,0:08:53,0:08:55,賴清德,讓這個政策
256,0:08:55,0:08:57,賴清德,推廣之後
257,0:08:57,0:08:59,賴清德,我們可以提供
258,0:08:59,0:09:01,賴清德,既方便又安全
259,0:09:01,0:09:03,賴清德,然後負擔得起
260,0:09:03,0:09:05,賴清德,而且也值得信賴的
261,0:09:05,0:09:07,賴清德,育兒環境
262,0:09:07,0:09:09,賴清德,那我特別要跟大家報告
263,0:09:09,0:09:11,賴清德,我要特別要跟大家報告
264,0:09:11,0:09:13,賴清德,就是在
265,0:09:13,0:09:15,賴清德,馬英九前總統
266,0:09:15,0:09:17,賴清德,時代
267,0:09:17,0:09:19,賴清德,我們
268,0:09:19,0:09:21,賴清德,育兒的0到6歲
269,0:09:21,0:09:23,賴清德,政府協助
270,0:09:23,0:09:25,賴清德,育兒的情況
271,0:09:25,0:09:27,賴清德,是0到2歲
272,0:09:27,0:09:29,賴清德,這兩個年齡層
273,0:09:29,0:09:31,賴清德,還有5到6歲
274,0:09:31,0:09:33,賴清德,這個年齡層
275,0:09:33,0:09:35,賴清德,總共有3個年齡層
276,0:09:35,0:09:37,賴清德,每個孩子每月
277,0:09:37,0:09:39,賴清德,有3000塊
278,0:09:39,0:09:41,賴清德,政府當時的支出
279,0:09:41,0:09:43,賴清德,一年是150億
280,0:09:43,0:09:45,賴清德,左右
281,0:09:45,0:09:47,賴清德,那我在接任
282,0:09:47,0:09:49,賴清德,行政院院長之後
283,0:09:49,0:09:51,賴清德,秉持蔡英文總統的
284,0:09:51,0:09:53,賴清德,理念
285,0:09:53,0:09:55,賴清德,就是將少子化的問題
286,0:09:55,0:09:57,賴清德,當做國安問題
287,0:09:57,0:09:59,賴清德,當時選定的
288,0:09:59,0:10:01,賴清德,兩個面向
289,0:10:01,0:10:03,賴清德,來落實執行
290,0:10:03,0:10:05,賴清德,也就是說
291,0:10:05,0:10:07,賴清德,夫婦
292,0:10:07,0:10:09,賴清德,他們想要生小孩
293,0:10:09,0:10:11,賴清德,但可能因為生理的因素
294,0:10:11,0:10:13,賴清德,有困難
295,0:10:13,0:10:15,賴清德,或是經濟的條件
296,0:10:15,0:10:17,賴清德,有困難
297,0:10:17,0:10:19,賴清德,所以生理的因素
298,0:10:19,0:10:21,賴清德,我們提供
299,0:10:21,0:10:23,賴清德,人工生殖的補助
300,0:10:23,0:10:25,賴清德,協助他們
301,0:10:25,0:10:27,賴清德,完成他們的心願
302,0:10:27,0:10:29,賴清德,另外就是經濟的因素
303,0:10:29,0:10:31,賴清德,我們廣泛的
304,0:10:31,0:10:33,賴清德,降低
305,0:10:33,0:10:35,賴清德,年輕家庭養兒育女的負擔
306,0:10:35,0:10:37,賴清德,所以我們首先做的是
307,0:10:37,0:10:39,賴清德,育兒津貼
308,0:10:39,0:10:41,賴清德,0到6歲
309,0:10:41,0:10:43,賴清德,每一個年齡層都完整的給予補助
310,0:10:43,0:10:45,賴清德,也就是
311,0:10:45,0:10:47,賴清德,馬前總統時代是
312,0:10:47,0:10:49,賴清德,0到2歲
313,0:10:49,0:10:51,賴清德,5到6歲 有3個年齡層是沒有的
314,0:10:51,0:10:53,賴清德,我們把3到4歲
315,0:10:53,0:10:55,賴清德,4到5歲
316,0:10:55,0:10:57,賴清德,5到6歲
317,0:10:57,0:10:59,賴清德,這個年齡層把它補起來
318,0:10:59,0:11:01,賴清德,每個孩子當時
319,0:11:01,0:11:03,賴清德,每個月也是3000塊錢
320,0:11:03,0:11:05,賴清德,如果自己帶的話
321,0:11:05,0:11:07,賴清德,後來蘇院長給他加碼
322,0:11:07,0:11:09,賴清德,另外一部分
323,0:11:09,0:11:11,賴清德,就是
324,0:11:11,0:11:13,賴清德,我們擴大
325,0:11:13,0:11:15,賴清德,公共化
326,0:11:15,0:11:17,賴清德,還有非營利
327,0:11:17,0:11:19,賴清德,以及引入
328,0:11:19,0:11:21,賴清德,準公共化的政策
329,0:11:21,0:11:23,賴清德,來幫助
330,0:11:23,0:11:25,賴清德,0到6歲的
331,0:11:25,0:11:27,賴清德,養兒育女的環境
332,0:11:27,0:11:29,賴清德,目前的情況
333,0:11:29,0:11:31,賴清德,我跟大家報告一下
334,0:11:31,0:11:33,賴清德,0到6歲你如果自己帶
335,0:11:33,0:11:35,賴清德,第一胎
336,0:11:35,0:11:37,賴清德,每一個月
337,0:11:37,0:11:39,賴清德,可以領到
338,0:11:39,0:11:41,賴清德,5000塊錢
339,0:11:41,0:11:43,賴清德,第二胎可以領到6000塊錢
340,0:11:43,0:11:45,賴清德,第三胎可以領到
341,0:11:45,0:11:47,賴清德,7000塊錢
342,0:11:47,0:11:49,賴清德,如果是0到2歲的小孩
343,0:11:49,0:11:51,賴清德,送到公立
344,0:11:51,0:11:53,賴清德,托嬰中心
345,0:11:53,0:11:55,賴清德,一個月可以領到
346,0:11:55,0:11:57,賴清德,5500塊錢
347,0:11:57,0:11:59,賴清德,第二胎是6500
348,0:11:59,0:12:01,賴清德,第三胎是
349,0:12:01,0:12:03,賴清德,7500
350,0:12:03,0:12:05,賴清德,如果0到2歲的小孩
351,0:12:05,0:12:07,賴清德,你送到總公共化的托嬰中心
352,0:12:07,0:12:09,賴清德,或保母那裡
353,0:12:09,0:12:11,賴清德,一個月可以領到政府
354,0:12:11,0:12:13,賴清德,第一胎8500塊錢
355,0:12:13,0:12:15,賴清德,第二胎9500塊錢
356,0:12:15,0:12:17,賴清德,第三胎是
357,0:12:17,0:12:19,賴清德,10500塊錢
358,0:12:19,0:12:21,賴清德,如果是2到6歲
359,0:12:21,0:12:23,賴清德,是送到
360,0:12:23,0:12:25,賴清德,公立的幼兒園
361,0:12:25,0:12:27,賴清德,家長每月
362,0:12:27,0:12:29,賴清德,只要支出1000塊錢
363,0:12:29,0:12:31,賴清德,如果送到
364,0:12:31,0:12:33,賴清德,非營利幼兒園的話
365,0:12:33,0:12:35,賴清德,一個月家長只要支出
366,0:12:35,0:12:37,賴清德,2000塊錢
367,0:12:37,0:12:39,賴清德,如果送到準公共化幼兒園
368,0:12:39,0:12:41,賴清德,家長每個月
369,0:12:41,0:12:43,賴清德,每個孩子只要支出3000塊錢
370,0:12:43,0:12:45,賴清德,所以目前
371,0:12:45,0:12:47,賴清德,目前
372,0:12:47,0:12:49,賴清德,政府在0到6歲的
373,0:12:49,0:12:51,賴清德,育兒
374,0:12:51,0:12:53,賴清德,育兒的這個
375,0:12:53,0:12:55,賴清德,經費
376,0:12:55,0:12:57,賴清德,已經達到
377,0:12:57,0:12:59,賴清德,1200億之多
378,0:12:59,0:13:01,賴清德,1200億之多
379,0:13:01,0:13:03,賴清德,我們的
380,0:13:03,0:13:05,賴清德,0到6歲國家
381,0:13:05,0:13:07,賴清德,一起養2.0
382,0:13:07,0:13:09,賴清德,總共
383,0:13:09,0:13:11,賴清德,有五個對策
384,0:13:11,0:13:13,賴清德,第一個對策
385,0:13:13,0:13:15,賴清德,就是要建立一個
386,0:13:15,0:13:17,賴清德,平價優質和普及的
387,0:13:17,0:13:19,賴清德,托育服務環境
388,0:13:19,0:13:21,賴清德,其中第一個就是
389,0:13:21,0:13:23,賴清德,要擴大公共化及
390,0:13:23,0:13:25,賴清德,準公共化的托育量能
391,0:13:25,0:13:27,賴清德,提升0到3歲
392,0:13:27,0:13:29,賴清德,加外送托力
393,0:13:29,0:13:31,賴清德,達到OECD國家的水準
394,0:13:31,0:13:33,賴清德,36%的水準
395,0:13:33,0:13:35,賴清德,目前台灣是
396,0:13:35,0:13:37,賴清德,大概24%左右
397,0:13:37,0:13:39,賴清德,那也就是說未來
398,0:13:39,0:13:41,賴清德,我們的對策
399,0:13:41,0:13:43,賴清德,第一個對策是
400,0:13:43,0:13:45,賴清德,持續擴大公共化
401,0:13:45,0:13:47,賴清德,及總公共化的托育量能
402,0:13:47,0:13:49,賴清德,然後達到
403,0:13:49,0:13:51,賴清德,OECD的標準36%
404,0:13:51,0:13:53,賴清德,目的
405,0:13:53,0:13:55,賴清德,就是希望
406,0:13:55,0:13:57,賴清德,不管家庭主婦
407,0:13:57,0:13:59,賴清德,或者是家庭主夫
408,0:13:59,0:14:01,賴清德,年輕的夫婦都可以有
409,0:14:01,0:14:03,賴清德,政府的幫助他可以繼續在職場
410,0:14:03,0:14:05,賴清德,上面來追逐
411,0:14:05,0:14:07,賴清德,他們的夢想
412,0:14:07,0:14:09,賴清德,同時也可以讓我們勞動力
413,0:14:09,0:14:11,賴清德,能夠持續增加
414,0:14:11,0:14:13,賴清德,不至於因為要養兒育女
415,0:14:13,0:14:15,賴清德,然後讓我們勞動力
416,0:14:15,0:14:17,賴清德,來減少
417,0:14:17,0:14:19,賴清德,對策二就是再度的減輕
