segment,from,to,speaker,text
4,0:00:30,0:00:34,柯文哲,我看我等一下是用線的比較安全
5,0:00:34,0:00:38,柯文哲,做事不冒險
6,0:00:38,0:00:41,主持人,好 各位媒體朋友們大家早安大家好
7,0:00:41,0:00:44,主持人,也非常歡迎各位收看直播的朋友們
8,0:00:44,0:00:46,主持人,跟我們一起在線上來關心
9,0:00:46,0:00:49,主持人,台灣民眾黨總統候選人柯文哲
10,0:00:49,0:00:52,主持人,他所提出來的醫療政策
11,0:00:52,0:00:54,主持人,那麼今天他會非常具體的
12,0:00:54,0:00:57,主持人,來向大家報告他的醫療的藍圖
13,0:00:57,0:01:00,主持人,首先我們要先向大家介紹今天
14,0:01:00,0:01:03,主持人,參與我們記者會的幾位貴賓
15,0:01:03,0:01:06,主持人,首先讓我來介紹台大醫學院教授
16,0:01:06,0:01:09,主持人,也是前恩主公院長陳榮基教授
17,0:01:09,0:01:13,主持人,歡迎陳教授
18,0:01:13,0:01:17,主持人,好 接下來讓我介紹的是陽明交通大學
19,0:01:17,0:01:20,主持人,陽明交通大學的教授
20,0:01:20,0:01:22,主持人,同時他也是藥學會理事長
21,0:01:22,0:01:25,主持人,同時他也是前食藥署署長
22,0:01:25,0:01:28,主持人,康照洲康教授
23,0:01:28,0:01:30,主持人,好 康教授今天是以學者身份
24,0:01:30,0:01:32,主持人,來參與我們的記者會
25,0:01:32,0:01:34,主持人,他也非常關心我們的政策內容
26,0:01:34,0:01:37,主持人,稍後他也會跟我們分享一下他的心得
27,0:01:37,0:01:40,主持人,那麼接下來讓我介紹的是台大名譽教授
28,0:01:40,0:01:45,主持人,也是乳癌防治基金會董事長張金堅教授
29,0:01:45,0:01:46,主持人,好 謝謝張教授
30,0:01:46,0:01:49,主持人,也非常感謝幾位貴賓的蒞臨
31,0:01:49,0:01:51,主持人,那麼在最右手邊的是
32,0:01:51,0:01:55,主持人,柯文哲競選辦公室的總幹事黃珊珊
33,0:01:55,0:01:57,主持人,黃珊珊總幹事
34,0:01:57,0:01:59,主持人,好 我想大家都非常期待
35,0:01:59,0:02:01,主持人,到底要怎麼樣醫病醫人
36,0:02:01,0:02:04,主持人,那麼台灣的健保制度到底出了什麼問題
37,0:02:04,0:02:07,主持人,要怎麼樣的全齡照顧全方面的照顧
38,0:02:07,0:02:09,主持人,接下來就讓我把時間交給
39,0:02:09,0:02:12,主持人,台灣民眾黨的總統候選人柯文哲
40,0:02:12,0:02:16,主持人,來向大家報告他的藍圖的擘劃
41,0:02:19,0:02:21,柯文哲,控制器
42,0:02:21,0:02:31,柯文哲,好 這個是自己比較熟悉的題目
43,0:02:31,0:02:34,柯文哲,第一點我們健保實施20幾年來
44,0:02:34,0:02:37,柯文哲,民眾滿意度非常高 90%
45,0:02:37,0:02:39,柯文哲,可是如果你去問醫護人員
46,0:02:39,0:02:41,柯文哲,滿意度就剩下30%
47,0:02:41,0:02:43,柯文哲,所以表示說我們目前的健保制度
48,0:02:43,0:02:48,柯文哲,在一個程度上是犧牲醫護人員去建構出來的
49,0:02:48,0:02:51,柯文哲,那事實上的真相又是什麼
50,0:02:51,0:02:53,柯文哲,表面上民眾滿意度90%
51,0:02:53,0:02:56,柯文哲,但是如果你回到實質的這種成績
52,0:02:56,0:02:58,柯文哲,我們看看第一個
53,0:02:58,0:03:01,柯文哲,我們不要去拿其他國家比較
54,0:03:01,0:03:03,柯文哲,我們拿我們旁邊的日本跟韓國
55,0:03:03,0:03:08,柯文哲,其實我們的平均壽命還是比韓國日本差
