segment,from,to,speaker,text
18,0:00:57,0:01:03,葛如鈞,"是,媒體朋友,侯市長,還有趙副"
19,0:01:03,0:01:07,葛如鈞,在這邊其實很高興有這個機會來參與這個議題
20,0:01:07,0:01:13,葛如鈞,"其實我接下這個未來的重任的時候,其實也就不斷的在傾聽"
21,0:01:13,0:01:18,葛如鈞,"那非常多的親朋好友,年輕朋友,網友"
22,0:01:18,0:01:23,葛如鈞,都一直不斷的跟我提到他們最在意的事情就是防詐、打詐
23,0:01:23,0:01:28,葛如鈞,"那我想我自己作為一個資深網友跟阿宅,對這個議題也是非常非常的在意"
24,0:01:28,0:01:32,葛如鈞,但是我們看到的是我們的國家詐騙案
25,0:01:32,0:01:38,葛如鈞,"這個預算編列的是13億,但是其中有9.9億"
26,0:01:38,0:01:44,葛如鈞,高達73.58%竟然是用在所謂的場地費上面
27,0:01:44,0:01:48,葛如鈞,這個很多的網紅甚至都跳出來踢爆
28,0:01:48,0:01:52,葛如鈞,"去下載這些預算書,一個一個看,大家其實都非常非常的意外"
29,0:01:52,0:01:55,葛如鈞,所以我們到底要如何編列相關的預算
30,0:01:55,0:01:59,葛如鈞,在接下來可以把這個防詐、打詐做得更好
31,0:01:59,0:02:01,葛如鈞,其實我們應該要好好一起來努力
32,0:02:01,0:02:06,葛如鈞,"同時呢,這件事情沒有做好,其實有三個很重要的單位"
33,0:02:06,0:02:12,葛如鈞,"可以說是有心無力,這個失職,這個作為不足"
34,0:02:12,0:02:16,葛如鈞,"可能是金管會,NCC跟數位發展部"
35,0:02:16,0:02:20,葛如鈞,那這幾個部會其實都跟我們的民生非常有關係
36,0:02:20,0:02:25,葛如鈞,"那這個報導,國際上的報導都開始在把詐騙這兩個字"
37,0:02:25,0:02:31,葛如鈞,"跟台灣連結在一起,這並不是我們要的一個相關的標籤"
38,0:02:31,0:02:37,葛如鈞,"所以這個相關的人頭帳戶,這個NCC說無法可管"
39,0:02:37,0:02:42,葛如鈞,"電信境外的門號橫行,數發部應該可以有更多的作為"
40,0:02:42,0:02:45,葛如鈞,卻對第三方的支付是撇責的
41,0:02:45,0:02:50,葛如鈞,虛擬貨幣、電子支付繼續成為詐騙集團的洗錢工具
42,0:02:50,0:02:52,葛如鈞,這種誤會其實非常的可惜
43,0:02:52,0:02:56,葛如鈞,區塊鏈相關的技術其實是非常有實際用途的
44,0:02:56,0:03:01,葛如鈞,"但是卻因為打詐、防詐不力,卻變成了這種污名"
45,0:03:01,0:03:02,葛如鈞,其實非常非常的可惜
46,0:03:02,0:03:09,葛如鈞,詐騙集團在這幾位戰犯的這個有心無力跟作為之下繼續橫行
47,0:03:09,0:03:12,葛如鈞,那同時我想我們也要提出解決的方案
48,0:03:12,0:03:15,葛如鈞,我想這個解決方案有幾點
