segment,from,to,speaker,text
1,0:00:00,0:00:02,主持人,智庫執行長蘇進強
2,0:00:02,0:00:05,主持人,以及今天與會的專家學者
3,0:00:05,0:00:07,主持人,大家早安 大家好
4,0:00:07,0:00:12,主持人,今天很榮幸在這個重要的歷史性的一刻
5,0:00:12,0:00:14,主持人,馬上就要決定
6,0:00:14,0:00:16,主持人,再也能不能整合成功
7,0:00:16,0:00:20,主持人,聯合政府能不能搭起藍白合作的橋樑呢
8,0:00:20,0:00:23,主持人,台灣會不會再次政黨輪替
9,0:00:23,0:00:26,主持人,在今天的座談會能夠傾聽
10,0:00:26,0:00:28,主持人,分享各位憲政學者
11,0:00:28,0:00:33,主持人,民主運動先進對聯合政府團結台灣的智慧
12,0:00:33,0:00:36,主持人,上次在把國家還給你的記者會我們有發現
13,0:00:36,0:00:39,主持人,曾經被稱為民主模範生的台灣
14,0:00:39,0:00:41,主持人,因為一黨獨大
15,0:00:41,0:00:43,主持人,形成了有權無責
16,0:00:43,0:00:46,主持人,欠缺制衡的超級大總統制
17,0:00:46,0:00:48,主持人,這種民主的傾斜
18,0:00:48,0:00:50,主持人,造成一些系統性的貪腐
19,0:00:50,0:00:52,主持人,掠奪式的執政弊端
20,0:00:52,0:00:55,主持人,所以今天柯文哲提出
21,0:00:55,0:00:57,主持人,聯合政府的倡議
22,0:00:57,0:01:00,主持人,就是對這種病症的政治解方
23,0:01:00,0:01:03,主持人,也因為這樣今天要開個重要的這個座談會
24,0:01:03,0:01:05,主持人,來 我們接下來把棒子要交給
25,0:01:05,0:01:07,主持人,我們的智庫的執行長
26,0:01:07,0:01:09,主持人,蘇建強 執行長
27,0:01:09,0:01:11,蘇進強,好
28,0:01:11,0:01:13,蘇進強,謝謝我們最佳主持人
29,0:01:13,0:01:15,蘇進強,我就從我們左邊介紹
30,0:01:15,0:01:17,蘇進強,柯主席大家不用介紹了
31,0:01:17,0:01:19,蘇進強,大家再歡迎他
32,0:01:19,0:01:21,蘇進強,我們黃珊珊總幹事
33,0:01:21,0:01:23,蘇進強,我們周台竹秘書長
34,0:01:23,0:01:25,蘇進強,我們成功大學
35,0:01:25,0:01:27,蘇進強,許忠信 許教授
36,0:01:27,0:01:30,蘇進強,開南大學許忠信 鄭教授
37,0:01:30,0:01:33,蘇進強,台灣大學 彭錦鵬 彭教授
38,0:01:33,0:01:35,蘇進強,我右邊第一位
39,0:01:35,0:01:37,蘇進強,我們這個法學界的大佬
40,0:01:37,0:01:40,蘇進強,東吳大學 退休教授 林騰鷂林教授
41,0:01:40,0:01:42,蘇進強,我們東吳大學教授
42,0:01:42,0:01:44,蘇進強,劉書彬劉教授
43,0:01:44,0:01:46,蘇進強,師範大學教授
44,0:01:46,0:01:48,蘇進強,曲兆祥 曲教授
45,0:01:48,0:01:50,蘇進強,開南大學 彭百顯
46,0:01:50,0:01:52,蘇進強,彭教授 也是彭縣長
47,0:01:52,0:01:54,蘇進強,那我們主持人
48,0:01:54,0:01:59,蘇進強,好 我們今天議程
49,0:01:59,0:02:01,蘇進強,其實一開始
50,0:02:01,0:02:04,蘇進強,等一下大家會有一些討論
51,0:02:04,0:02:07,蘇進強,那我們就先請主席來致詞
52,0:02:07,0:02:09,蘇進強,我再來講議程
53,0:02:09,0:02:10,蘇進強,好不好 好
54,0:02:10,0:02:12,蘇進強,那我們就歡迎主席
55,0:02:12,0:02:18,柯文哲,喂 各位學者
56,0:02:18,0:02:21,柯文哲,有現場的記者朋友
57,0:02:21,0:02:23,柯文哲,還有關心台灣前途的全國民眾
58,0:02:23,0:02:25,柯文哲,大家早安 大家好
59,0:02:25,0:02:27,柯文哲,今天這個座談會
60,0:02:27,0:02:33,柯文哲,喂
61,0:02:33,0:02:34,柯文哲,今天這個座談會
62,0:02:34,0:02:37,柯文哲,不是為了柯文哲來量身打造
63,0:02:37,0:02:39,柯文哲,事實上今天來的學者
64,0:02:39,0:02:41,柯文哲,也是不分黨派
65,0:02:41,0:02:43,柯文哲,各種顏色都有
66,0:02:43,0:02:45,柯文哲,我覺得目的是要打破一個
67,0:02:45,0:02:47,柯文哲,贏者全拿 毫無制衡
68,0:02:47,0:02:50,柯文哲,有權無責的政治體制
69,0:02:50,0:02:53,柯文哲,要打破目前所謂的
70,0:02:53,0:02:54,柯文哲,威權總統制
71,0:02:54,0:02:56,柯文哲,或者是超級總統制
72,0:02:56,0:02:57,柯文哲,其實在我看起來
73,0:02:57,0:03:00,柯文哲,根本就是民選皇帝制
74,0:03:00,0:03:01,柯文哲,所以我們要重新建立一個
75,0:03:01,0:03:04,柯文哲,青年勤政愛民愛鄉土的政府
76,0:03:04,0:03:06,柯文哲,來確保台灣的長治久安
77,0:03:06,0:03:08,柯文哲,那麼在這次選舉當中
78,0:03:08,0:03:10,柯文哲,我們提出了台灣歷史上
79,0:03:10,0:03:12,柯文哲,第一次的聯合政府
80,0:03:12,0:03:15,柯文哲,團結台灣的政治訴求
81,0:03:15,0:03:18,柯文哲,1987年台灣解除戒嚴
82,0:03:18,0:03:23,柯文哲,1996年台灣第一次總統直選
83,0:03:23,0:03:26,柯文哲,2000年第一次台灣政黨輪替
84,0:03:26,0:03:29,柯文哲,結束了黨國威權統治的體制
85,0:03:29,0:03:33,柯文哲,這個算是第一波的台灣民主
86,0:03:33,0:03:36,柯文哲,2013年前總統李登輝
87,0:03:36,0:03:38,柯文哲,有提出他要進行
88,0:03:38,0:03:40,柯文哲,第二波的台灣民主改革
89,0:03:40,0:03:41,柯文哲,當時的目標是說
90,0:03:41,0:03:43,柯文哲,要打破中央集權
91,0:03:43,0:03:45,柯文哲,然後落實地方政治
92,0:03:45,0:03:47,柯文哲,平衡地區發展
93,0:03:47,0:03:48,柯文哲,但是在2016年
94,0:03:48,0:03:50,柯文哲,民進黨全面執政以後
95,0:03:50,0:03:52,柯文哲,我們卻看到了
96,0:03:52,0:03:54,柯文哲,政黨利益大於國家利益
97,0:03:54,0:03:56,柯文哲,派系利益大於政黨利益
98,0:03:56,0:03:59,柯文哲,最後是個人利益大於派系的利益
99,0:03:59,0:04:01,柯文哲,其實在這個時代
100,0:04:01,0:04:04,柯文哲,每天晚上回去看電視
101,0:04:04,0:04:06,柯文哲,都覺得我們今天總會是
102,0:04:06,0:04:11,柯文哲,是那種名嘴側翼網軍在治國
103,0:04:11,0:04:13,柯文哲,簡直就像明朝末年的
104,0:04:13,0:04:16,柯文哲,東廠跟錦衣衛
105,0:04:16,0:04:18,柯文哲,國家面對的問題
106,0:04:18,0:04:20,柯文哲,像五缺
107,0:04:20,0:04:21,柯文哲,五年前是五缺
108,0:04:21,0:04:22,柯文哲,現在是五缺
109,0:04:22,0:04:25,柯文哲,缺水缺電缺工缺地缺人才
110,0:04:25,0:04:27,柯文哲,到今年也缺雞蛋缺豬肉
111,0:04:27,0:04:29,柯文哲,勞保會要破產
112,0:04:29,0:04:31,柯文哲,健保費用沒有辦法控制
113,0:04:31,0:04:33,柯文哲,年輕人面對高房租高房價
114,0:04:33,0:04:35,柯文哲,低薪通膨
115,0:04:35,0:04:37,柯文哲,其實年輕人不怕辛苦
116,0:04:37,0:04:39,柯文哲,他們怕的是沒有希望
117,0:04:39,0:04:40,柯文哲,所以不能怪說
118,0:04:40,0:04:43,柯文哲,他們為什麼變成躺平族
119,0:04:43,0:04:44,柯文哲,我也要問大家
120,0:04:44,0:04:45,柯文哲,在座的各位
121,0:04:45,0:04:47,柯文哲,今天台海戰爭的風險
122,0:04:47,0:04:49,柯文哲,是不是比以前更高
123,0:04:49,0:04:52,柯文哲,今天貧富懸殊是不是比以前更厲害
124,0:04:52,0:04:54,柯文哲,今天我們的民主自由
125,0:04:54,0:04:57,柯文哲,難道比八年前更好嗎
126,0:04:57,0:04:59,柯文哲,今天只要講錯話
127,0:04:59,0:05:01,柯文哲,在網路上講錯話
128,0:05:01,0:05:02,柯文哲,不是說講錯話
129,0:05:02,0:05:06,柯文哲,講的違逆當前的政府的話
130,0:05:06,0:05:08,柯文哲,馬上就被出征了
131,0:05:08,0:05:10,柯文哲,網軍出征了
132,0:05:10,0:05:11,柯文哲,所以在這次的選舉當中
133,0:05:11,0:05:14,柯文哲,我主張把國家還給人民
134,0:05:14,0:05:16,柯文哲,2024的總統大選
135,0:05:16,0:05:19,柯文哲,我們提出了聯合政府團結台灣
136,0:05:19,0:05:21,柯文哲,其實心中在想的就是
137,0:05:21,0:05:26,柯文哲,這應當是台灣第三次的民主改革
138,0:05:26,0:05:30,柯文哲,我們希望在台灣帶來一個新的政治文化
139,0:05:30,0:05:35,柯文哲,理性 務實 科學 正直誠信
140,0:05:35,0:05:38,柯文哲,青年勤政 愛鄉土 愛民
141,0:05:38,0:05:41,柯文哲,還有我們要提出新的政治價值
142,0:05:41,0:05:43,柯文哲,就是不要為了政黨利益
143,0:05:43,0:05:44,柯文哲,犧牲國家的利益
144,0:05:44,0:05:46,柯文哲,不要為了少數的利益犧牲多數的利益
145,0:05:46,0:05:49,柯文哲,也不要為了短期利益犧牲長期利益
146,0:05:49,0:05:51,柯文哲,我們也相信普世價值
147,0:05:51,0:05:54,柯文哲,我們認為普世價值應當在台灣實現
148,0:05:54,0:05:57,柯文哲,也就是民主自由 多元開放 法治人權
149,0:05:57,0:06:00,柯文哲,關懷弱勢 永續經營
