segment,from,to,speaker,text
1,0:00:00,0:00:02,柯志恩,今天非常感謝大家來參加
2,0:00:02,0:00:04,柯志恩,我們今天最大的一個主題
3,0:00:04,0:00:06,柯志恩,顧青年、挺加薪、抗通膨的記者會
4,0:00:06,0:00:08,柯志恩,我想先跟大家分享一個小故事
5,0:00:08,0:00:10,柯志恩,我昨天去吃飯
6,0:00:10,0:00:12,柯志恩,去一家好久沒去的餐廳
7,0:00:12,0:00:14,柯志恩,價格比以前貴5%
8,0:00:14,0:00:16,柯志恩,但是我發現我每一盤菜
9,0:00:16,0:00:18,柯志恩,包括蝦仁跟蛋
10,0:00:18,0:00:20,柯志恩,都變得比較少
11,0:00:20,0:00:22,柯志恩,我忍不住跑到廚房去
12,0:00:22,0:00:24,柯志恩,主廚忍不住告訴我
13,0:00:24,0:00:26,柯志恩,沒辦法
14,0:00:26,0:00:28,柯志恩,現在真的是
15,0:00:28,0:00:30,柯志恩,錢歹賺 物價都提升了
16,0:00:30,0:00:32,柯志恩,這就是我們說的
17,0:00:32,0:00:34,柯志恩,通膨
18,0:00:34,0:00:36,柯志恩,讓大家都過得非常辛苦
19,0:00:36,0:00:38,柯志恩,我想大家都有這樣的一個經驗
20,0:00:38,0:00:40,柯志恩,侯友宜團隊呢
21,0:00:40,0:00:42,柯志恩,從一開始的能源政策
22,0:00:42,0:00:44,柯志恩,觀光政策
23,0:00:44,0:00:46,柯志恩,醫療政策
24,0:00:46,0:00:48,柯志恩,當然還包括很多不定期的
25,0:00:48,0:00:50,柯志恩,短短的政策
26,0:00:50,0:00:52,柯志恩,包括巴氏量表
27,0:00:52,0:00:54,柯志恩,包括我們的健保
28,0:00:54,0:00:56,柯志恩,全國65歲以上的人
29,0:00:56,0:00:58,柯志恩,都可以享受我們免費的健保
30,0:00:58,0:01:00,柯志恩,我們非常高興
31,0:01:00,0:01:02,柯志恩,我們的執政單位
32,0:01:02,0:01:04,柯志恩,都聽到我們的聲音了
33,0:01:04,0:01:06,柯志恩,也都紛紛加碼進去
34,0:01:06,0:01:08,柯志恩,但這邊我們還是要強調
35,0:01:08,0:01:10,柯志恩,政策的出處在哪裡
36,0:01:10,0:01:12,柯志恩,這些都是我們侯友宜團隊提出來的
37,0:01:12,0:01:14,柯志恩,那過去呢我們都被認為說
38,0:01:14,0:01:16,柯志恩,比較重視中老年人
39,0:01:16,0:01:18,柯志恩,當然青年人的低薪
40,0:01:18,0:01:20,柯志恩,絕對是我們非常重視的問題
41,0:01:20,0:01:22,柯志恩,特別是現在過了七年多
42,0:01:22,0:01:24,柯志恩,沒有人認為我們現在的薪水
43,0:01:24,0:01:26,柯志恩,現在的生活
44,0:01:26,0:01:28,柯志恩,過得比以前還要好
45,0:01:28,0:01:30,柯志恩,民進黨過去所提的
46,0:01:30,0:01:32,柯志恩,每一個政策
47,0:01:32,0:01:34,柯志恩,絕對不是你召開這麼多的希望工程
48,0:01:34,0:01:36,柯志恩,找來這麼多的學者專家
49,0:01:36,0:01:38,柯志恩,可以給我們提出一個解方
50,0:01:38,0:01:40,柯志恩,今天我們就針對
51,0:01:40,0:01:42,柯志恩,大家最關切的
52,0:01:42,0:01:44,柯志恩,在場大家都屬於的年輕人的年齡層
53,0:01:44,0:01:46,柯志恩,來看我們如何顧青年
54,0:01:46,0:01:48,柯志恩,我們如何抗通膨
55,0:01:48,0:01:50,柯志恩,我們如何挺加薪
475,0:08:46,0:08:48,柯志恩,那我想這整個的脈絡還有一個解方
476,0:08:48,0:08:49,柯志恩,還有包括我們今天
