segment,from,to,speaker,text
1,0:00:00,0:00:10,主持人,(音樂)
2,0:00:10,0:00:20,主持人,(音樂)
3,0:00:20,0:00:22,主持人,觀眾朋友大家好
4,0:00:22,0:00:25,主持人,這場全球都在看的選舉
5,0:00:25,0:00:29,主持人,即將在兩週之後進行投票
6,0:00:29,0:00:31,主持人,你決定沒有
7,0:00:31,0:00:35,主持人,由媒體主辦的唯一一場總統候選人辯論會
8,0:00:35,0:00:42,主持人,在選舉活動進入最後階段的今天來舉辦
9,0:00:42,0:00:45,主持人,格外有它的意義與價值
10,0:00:45,0:00:51,主持人,總統候選人辯論會從2004年第一次舉辦以來
11,0:00:51,0:00:55,主持人,已經成為我國選舉不可分割的一個部分
12,0:00:55,0:01:00,主持人,也是台灣民主一個具有特色的傳統
13,0:01:00,0:01:03,主持人,受到選民高度關注
14,0:01:03,0:01:11,主持人,希望透過辯論會進一步了解候選人的政見主張及人格特質
15,0:01:11,0:01:14,主持人,我是公視董事長胡元輝
16,0:01:14,0:01:17,主持人,基於公共服務的職責
17,0:01:17,0:01:22,主持人,公視很榮幸和媒體共同合作
18,0:01:22,0:01:27,主持人,舉辦本屆總統候選人電視辯論會
19,0:01:27,0:01:34,主持人,為我國民主選舉、民主發展盡一份心力
20,0:01:34,0:01:41,主持人,接下來就為大家介紹今天參與辯論的三位總統候選人
21,0:01:41,0:01:45,主持人,依照先前抽籤決定的辯論順序
22,0:01:45,0:01:48,主持人,第一位要向大家介紹的是
23,0:01:48,0:01:54,主持人,民主進步黨總統候選人賴清德先生
24,0:01:54,0:02:02,主持人,第二位是中國國民黨總統候選人侯友宜先生
25,0:02:02,0:02:11,主持人,第三位是台灣民眾黨總統候選人柯文哲先生
26,0:02:11,0:02:17,主持人,今天的辯論會一共分為四個程序
27,0:02:17,0:02:25,主持人,依序是候選人申論、媒體提問、候選人交互詰問
28,0:02:25,0:02:29,主持人,以及最後的候選人發表結論
29,0:02:29,0:02:34,主持人,這一次的辯論會有11個媒體共同主辦
