segment,from,to,speaker,text
1,0:00:00,0:00:02,司儀,主持人遠見雜誌社長楊瑪利
2,0:00:02,0:00:05,司儀,也邀請第一位與談貴賓
3,0:00:05,0:00:08,司儀,國民黨2024總統參選人侯友宜
4,0:00:08,0:00:10,司儀,共同上台
5,0:00:10,0:00:17,司儀,現在將時間交給我們的主持人
6,0:00:17,0:00:19,司儀,瑪利社長 瑪利社長請
7,0:00:19,0:00:23,楊瑪利,剛剛說我發現了
8,0:00:23,0:00:25,楊瑪利,還有今天所有的與會貴賓
9,0:00:25,0:00:27,楊瑪利,還有所有的媒體朋友
10,0:00:27,0:00:29,楊瑪利,大家早安大家好
11,0:00:29,0:00:33,楊瑪利,今年是臺灣發展相當關鍵的一年
12,0:00:33,0:00:36,楊瑪利,當然臺灣也在亞太地區扮演很重要的角色
13,0:00:36,0:00:39,楊瑪利,所以對亞太或華人經濟圈
14,0:00:39,0:00:41,楊瑪利,也是有很重大的影響的關鍵的一年
15,0:00:41,0:00:44,楊瑪利,因為下一任中華民國的總統大選
16,0:00:44,0:00:47,楊瑪利,即將在明年的1月13日投票
17,0:00:47,0:00:50,楊瑪利,距離今天其實不到三個月
18,0:00:50,0:00:54,楊瑪利,所以我們在籌辦這一次遠見高峰會的過程當中
19,0:00:54,0:00:55,楊瑪利,其實我們在三個月前
20,0:00:55,0:00:59,楊瑪利,就非常努力地希望邀請到三黨的候選人
21,0:00:59,0:01:01,楊瑪利,可以來到我們這個場子
22,0:01:01,0:01:04,楊瑪利,來跟我們分享他們的施政理念會是什麼
23,0:01:04,0:01:06,楊瑪利,將要做哪些事情
24,0:01:06,0:01:08,楊瑪利,可以來改變臺灣的現況
25,0:01:08,0:01:10,楊瑪利,或讓臺灣變得更好
26,0:01:10,0:01:14,楊瑪利,讓整個華人經濟圈或亞太經濟圈可以變得更好
27,0:01:14,0:01:19,楊瑪利,最後成果就是今天也感謝有兩位候選人
28,0:01:19,0:01:21,楊瑪利,會來到我們高峰會的現場
29,0:01:21,0:01:23,楊瑪利,現在已經站在台上的
30,0:01:23,0:01:26,楊瑪利,是我們最熟悉的侯友宜
31,0:01:26,0:01:28,楊瑪利,侯市長以前都叫你市長
32,0:01:28,0:01:30,楊瑪利,現在叫參選人
33,0:01:30,0:01:34,楊瑪利,現在也是藍白合最關鍵的時刻
34,0:01:34,0:01:36,楊瑪利,所以因為你跟下一位與談人
35,0:01:36,0:01:39,楊瑪利,這個柯參選人的出席
36,0:01:39,0:01:41,楊瑪利,今天我們有70幾家媒體
37,0:01:41,0:01:42,楊瑪利,100多位記者
38,0:01:42,0:01:46,楊瑪利,你們往後看都被媒體記者包圍
39,0:01:46,0:01:50,楊瑪利,所以也謝謝侯市長給我們帶來這麼多的聲量
40,0:01:50,0:01:58,楊瑪利,侯參選人一輩子從警戒出身衝鋒陷陣
41,0:01:58,0:02:02,楊瑪利,所以他是臺灣一個外號叫鐵漢柔情
42,0:02:02,0:02:06,楊瑪利,在新北市長任內也是屢屢施政成績很好
43,0:02:06,0:02:09,楊瑪利,屢屢得到遠見五顆星的評價
44,0:02:09,0:02:11,楊瑪利,我現在就要開始問問題
45,0:02:11,0:02:12,楊瑪利,問我的問題
46,0:02:12,0:02:15,楊瑪利,兩位候選人問的問題都是一模一樣
47,0:02:15,0:02:16,楊瑪利,實際是一模一樣
48,0:02:16,0:02:18,楊瑪利,以示公平
49,0:02:18,0:02:21,楊瑪利,但是侯市長我怎麼問是我的問題
50,0:02:21,0:02:23,楊瑪利,你可以說你想回答的
51,0:02:23,0:02:27,楊瑪利,所以你不一定要按照我的問題來回答
52,0:02:27,0:02:30,楊瑪利,那我要問參選人第一個問題
53,0:02:30,0:02:33,楊瑪利,為什麼你覺得你比其他候選人
54,0:02:33,0:02:37,楊瑪利,更適合擔任下一任的中華民國總統
55,0:02:37,0:02:41,楊瑪利,你覺得你將達成哪些對臺灣很重要
56,0:02:41,0:02:44,楊瑪利,而其他候選人做不到的政績
57,0:02:44,0:02:49,侯友宜,今天非常謝謝高教授 也謝謝王發行人
58,0:02:49,0:02:52,侯友宜,更要謝謝在座的所有的貴賓和朋友
59,0:02:52,0:02:56,侯友宜,那也謝謝瑪利提了這個一個好問題
60,0:02:56,0:03:00,侯友宜,其實一個未來國家的領導人
61,0:03:00,0:03:04,侯友宜,最主要先從他的人格特質開始看起
62,0:03:04,0:03:09,侯友宜,一個人格特質會影響到帶領國家的一個方向
63,0:03:09,0:03:13,侯友宜,我個人從事公職 43 年
64,0:03:13,0:03:15,侯友宜,那我非常清楚
65,0:03:15,0:03:19,侯友宜,我是一個非常務實本見
66,0:03:19,0:03:23,侯友宜,每件事情一定是以誠信為基礎
67,0:03:23,0:03:26,侯友宜,然後說到一定會做到
68,0:03:26,0:03:30,侯友宜,所以在公職這幾年的生涯的歷練當中
69,0:03:30,0:03:35,侯友宜,讓我學會如何帶領一個國家的團隊
70,0:03:35,0:03:38,侯友宜,所以我曾經當過警政署長
71,0:03:38,0:03:42,侯友宜,所以從一個基層歷練到署長
72,0:03:42,0:03:44,侯友宜,也歷練到副市長到市長
73,0:03:44,0:03:46,侯友宜,15 個職位
74,0:03:46,0:03:50,侯友宜,這是從中華民國選總統回來
75,0:03:50,0:03:53,侯友宜,我是第一個這樣一個背景出身
76,0:03:53,0:03:56,侯友宜,第一個經過這樣的訓練而來的
77,0:03:56,0:04:00,侯友宜,這是我第一個從人格特質來看待
78,0:04:00,0:04:03,侯友宜,大家的一個不一樣的方式
79,0:04:03,0:04:08,侯友宜,第二個，我出來選舉最主要的一個目標跟方向
80,0:04:08,0:04:13,侯友宜,就是要讓兩岸和平、國家安定
81,0:04:13,0:04:17,侯友宜,這個目標是我第一個要出來選舉的一個方向
82,0:04:17,0:04:21,侯友宜,非常重要的兩岸的政策
83,0:04:21,0:04:24,侯友宜,一定要非常的清晰
84,0:04:24,0:04:26,侯友宜,清楚地跟國人交代
85,0:04:26,0:04:31,侯友宜,你們兩岸政策能不能讓大家都能夠接受
86,0:04:31,0:04:35,侯友宜,也能不能讓美國、中國
87,0:04:35,0:04:38,侯友宜,甚至全世界看到
88,0:04:38,0:04:40,侯友宜,我的兩岸政策非常清楚
89,0:04:40,0:04:43,侯友宜,我反對，我是堅持民主自由
90,0:04:43,0:04:45,侯友宜,反對一國兩制
91,0:04:45,0:04:49,侯友宜,更重要的我反對台獨
92,0:04:49,0:04:53,侯友宜,所有的一定按照中華民國憲法來推動
93,0:04:53,0:04:55,侯友宜,我非常清楚
94,0:04:55,0:04:59,侯友宜,我們可以看到兩位候選人
95,0:04:59,0:05:06,侯友宜,賴清德主席他是一個務實的台獨工作
96,0:05:06,0:05:08,侯友宜,高舉台獨萬歲
97,0:05:08,0:05:13,侯友宜,另外 柯文哲市長到現在為止
98,0:05:13,0:05:15,侯友宜,我們也看到兩岸的政策
99,0:05:15,0:05:18,侯友宜,有沒有很具體的明確表達
100,0:05:18,0:05:22,侯友宜,甚至反對台獨或是支持台獨
101,0:05:22,0:05:24,侯友宜,也沒有辦法講清楚
102,0:05:24,0:05:28,侯友宜,兩岸要和平一定政策清楚
103,0:05:28,0:05:31,侯友宜,這是我跟兩位總統候選人
104,0:05:31,0:05:33,侯友宜,不一樣的兩岸政策
105,0:05:33,0:05:37,侯友宜,不但兩岸政策不一樣以外
106,0:05:37,0:05:41,侯友宜,我也很清楚地傳達一個信息
107,0:05:41,0:05:44,侯友宜,面對兩岸
108,0:05:44,0:05:50,侯友宜,我一定會用實力確保和平
109,0:05:50,0:05:53,侯友宜,用交流爭取理解
110,0:05:53,0:06:00,侯友宜,所以我曾經提出所謂的 3D 策略
111,0:06:00,0:06:04,侯友宜,除了嚇阻對話降低風險以外
112,0:06:04,0:06:07,侯友宜,這讓我們兩岸能夠穩定下來
113,0:06:07,0:06:09,侯友宜,一個很重要的一個關鍵
114,0:06:09,0:06:14,侯友宜,除了兩岸以外 第二個
115,0:06:14,0:06:18,侯友宜,我最重視的是一個清廉有效率的政府
116,0:06:18,0:06:21,侯友宜,才能夠帶來經濟發展
117,0:06:21,0:06:24,侯友宜,清廉有效率的政府
118,0:06:24,0:06:26,侯友宜,就是在執行的過程當中
119,0:06:26,0:06:29,侯友宜,把團隊**力帶上來
120,0:06:29,0:06:31,侯友宜,團隊有紀律榮譽
121,0:06:31,0:06:36,侯友宜,更重要講求國家正義跟榮譽
122,0:06:36,0:06:39,侯友宜,所以清廉很重要
123,0:06:39,0:06:41,侯友宜,在清廉底下我們如何展現
124,0:06:41,0:06:44,侯友宜,我們的執行力和魄力
125,0:06:44,0:06:47,侯友宜,我在新北市就像臺灣的縮影
126,0:06:47,0:06:52,侯友宜,臺灣的縮影裡面，城鄉差距
127,0:06:52,0:06:57,侯友宜,我謝謝遠見給我五星市長連續四年
128,0:06:57,0:06:59,侯友宜,給我個高度肯定
129,0:06:59,0:07:03,侯友宜,我們可以看到新北市這幾年的大銳變
130,0:07:03,0:07:07,侯友宜,50 年沒有人敢改變的存在的
131,0:07:07,0:07:10,侯友宜,塭仔圳，2.6倍的台北市信義計畫區
132,0:07:10,0:07:13,侯友宜,我改變了，沒有人敢做
133,0:07:13,0:07:15,侯友宜,40 幾千多家工廠
134,0:07:15,0:07:19,侯友宜,我面臨所謂的挑戰，安置、拆除、全部解決
135,0:07:19,0:07:23,侯友宜,還有30年沒有人敢做的五股垃圾山
136,0:07:23,0:07:24,侯友宜,我解決了
137,0:07:24,0:07:28,侯友宜,都在短短一兩年的時間
138,0:07:28,0:07:30,侯友宜,塭仔圳，400公頃
139,0:07:30,0:07:33,侯友宜,等於台北市的 2.6 倍的信義計畫區
140,0:07:33,0:07:36,侯友宜,也等於 1.3 倍的社子島
141,0:07:36,0:07:38,侯友宜,我都解決了
142,0:07:38,0:07:40,侯友宜,不但是這樣子
143,0:07:40,0:07:41,侯友宜,所有的軌道建設
144,0:07:41,0:07:43,侯友宜,一條一條把它蓋起來
145,0:07:43,0:07:46,侯友宜,都市更新、都更、做到翻倍
146,0:07:46,0:07:49,侯友宜,這就是我的魄力跟執行力
147,0:07:49,0:07:50,侯友宜,謝謝
148,0:07:50,0:07:51,侯友宜,時間到
149,0:07:51,0:07:53,侯友宜,我們第一輪只有五分鐘
150,0:07:53,0:07:55,侯友宜,我要按照時間來
151,0:07:55,0:07:57,侯友宜,所以只能講五分鐘
152,0:07:57,0:07:58,侯友宜,時間到
153,0:07:58,0:08:00,侯友宜,是不是要按照時間來
154,0:08:00,0:08:02,楊瑪利,對 五分鐘 沒問題
155,0:08:02,0:08:04,楊瑪利,非常有效率
156,0:08:04,0:08:06,楊瑪利,所以剛剛侯參選人提到的是
157,0:08:06,0:08:10,楊瑪利,帶團隊、和平、反對台獨青年、有效率
158,0:08:10,0:08:12,楊瑪利,這是他第一輪跟我們的回答
159,0:08:12,0:08:14,楊瑪利,後來我們媒體的回答是
160,0:08:14,0:08:16,楊瑪利,三分鐘 盡量三分鐘
161,0:08:16,0:08:18,楊瑪利,就不會有時間提醒
162,0:08:18,0:08:20,楊瑪利,我們憑感覺
163,0:08:20,0:08:23,楊瑪利,侯選人參選到現在好幾個月了
164,0:08:23,0:08:25,楊瑪利,走遍全台各地
165,0:08:25,0:08:27,楊瑪利,也出國參訪了好幾次
166,0:08:27,0:08:30,楊瑪利,你參選到現在這一段時間以來
167,0:08:30,0:08:32,楊瑪利,你的心得跟感想是什麼
168,0:08:32,0:08:34,楊瑪利,你覺得臺灣現在最迫切的
169,0:08:34,0:08:37,楊瑪利,前三大問題是什麼
170,0:08:37,0:08:39,侯友宜,前三大問題
171,0:08:39,0:08:41,侯友宜,一個是台海局勢
172,0:08:41,0:08:43,侯友宜,一個是貪污
173,0:08:43,0:08:45,侯友宜,腐敗
174,0:08:45,0:08:48,侯友宜,一個就是我們的經濟
175,0:08:48,0:08:51,侯友宜,經濟裡面最重要是能源
176,0:08:51,0:08:53,侯友宜,談了大概這三個區塊
177,0:08:53,0:08:55,侯友宜,最多
178,0:08:55,0:08:56,侯友宜,第一個
179,0:08:56,0:08:58,侯友宜,台海局勢的問題
180,0:08:58,0:09:01,侯友宜,我到日本、到美國到、新加坡
181,0:09:01,0:09:03,侯友宜,所有人問我
182,0:09:03,0:09:05,侯友宜,第一個問兩岸
183,0:09:05,0:09:07,侯友宜,兩岸就是台海局勢
184,0:09:07,0:09:09,侯友宜,第二個
185,0:09:09,0:09:11,侯友宜,才會問我
186,0:09:11,0:09:13,侯友宜,整個
187,0:09:13,0:09:15,侯友宜,印太區域和平裡面
188,0:09:15,0:09:17,侯友宜,你要扮演的什麼一個責任角度
189,0:09:17,0:09:20,侯友宜,其實這也是台海局勢的一種
190,0:09:20,0:09:22,侯友宜,第三個
191,0:09:22,0:09:24,侯友宜,才會問你
192,0:09:24,0:09:25,侯友宜,經濟
193,0:09:25,0:09:27,侯友宜,整個半導體
194,0:09:27,0:09:29,侯友宜,整個臺灣的科技
195,0:09:29,0:09:31,侯友宜,到底
196,0:09:31,0:09:33,侯友宜,跟自由民主同盟國家
197,0:09:33,0:09:35,侯友宜,怎麼做
198,0:09:35,0:09:37,侯友宜,大概問的就是這幾個問題在海外
199,0:09:37,0:09:40,侯友宜,這裡面我很清楚的
200,0:09:40,0:09:42,侯友宜,給大家提出了我剛剛講過的
201,0:09:42,0:09:43,侯友宜,三 D 策略
202,0:09:43,0:09:45,侯友宜,第一個 嚇阻
203,0:09:45,0:09:49,侯友宜,嚇阻就是
204,0:09:49,0:09:52,侯友宜,要提升我們國防
205,0:09:52,0:09:54,侯友宜,智慧能力
206,0:09:54,0:09:56,侯友宜,加強軍備
207,0:09:56,0:09:58,侯友宜,而且備戰
208,0:09:58,0:10:02,侯友宜,不起戰
209,0:10:02,0:10:05,侯友宜,如果你今天是台獨就是備戰會引戰
210,0:10:05,0:10:07,侯友宜,所以備戰不起戰
211,0:10:07,0:10:09,侯友宜,更重要讓對方
212,0:10:09,0:10:11,侯友宜,不敢輕易發動戰爭
213,0:10:11,0:10:13,侯友宜,如果他發動戰爭的代價
214,0:10:13,0:10:15,侯友宜,他沒有辦法付出的話
215,0:10:15,0:10:17,侯友宜,就不會
216,0:10:17,0:10:19,侯友宜,所以我很講究嚇阻是用這樣的方式
217,0:10:19,0:10:21,侯友宜,當然，所有的對話
218,0:10:21,0:10:23,侯友宜,我們一定要
219,0:10:23,0:10:25,侯友宜,重啟開始
220,0:10:25,0:10:27,侯友宜,非常穩定
221,0:10:27,0:10:29,侯友宜,以及從**的方向
222,0:10:29,0:10:31,侯友宜,民間團體專家
223,0:10:31,0:10:33,侯友宜,學者
224,0:10:33,0:10:35,侯友宜,一步一步再建一個
225,0:10:35,0:10:37,侯友宜,官方模式有原則性的對話
226,0:10:37,0:10:39,侯友宜,然後我們這個對話是有意義的
227,0:10:39,0:10:43,侯友宜,就像當年我在做兩岸合作打擊犯罪一樣
228,0:10:43,0:10:45,侯友宜,我們把它做得很順
229,0:10:45,0:10:47,侯友宜,到最後
230,0:10:47,0:10:51,侯友宜,馬總統上來的時候，就簽了兩岸合作打擊犯罪的協議
231,0:10:51,0:10:53,侯友宜,第三個
232,0:10:53,0:10:55,侯友宜,風險的降低
233,0:10:55,0:10:57,侯友宜,這很重要
234,0:10:57,0:10:59,侯友宜,我們在互信以後
235,0:10:59,0:11:01,侯友宜,我們開始要有一個管理的機制
236,0:11:01,0:11:03,侯友宜,雙方之間有***就
237,0:11:03,0:11:05,侯友宜,避免誤判
238,0:11:05,0:11:07,侯友宜,不要現在戰機飛來飛去
239,0:11:07,0:11:09,侯友宜,哪一天不小心
240,0:11:09,0:11:11,侯友宜,那就很麻煩了
241,0:11:11,0:11:13,侯友宜,所以我們要扮演一個和平的
242,0:11:13,0:11:15,侯友宜,促進者
243,0:11:15,0:11:17,侯友宜,風險的降低者
244,0:11:17,0:11:19,侯友宜,這才是我們最關心的一件事
245,0:11:19,0:11:21,侯友宜,第二個
246,0:11:21,0:11:25,侯友宜,我們國內的問題都是貪汙
247,0:11:25,0:11:27,侯友宜,弊案那麼多年，你幹嘛不把它整理好
248,0:11:27,0:11:29,侯友宜,弊案不是
249,0:11:29,0:11:31,侯友宜,抓弊案不是我的專業嗎
250,0:11:31,0:11:33,侯友宜,我從以前
251,0:11:33,0:11:35,侯友宜,我出來選舉我看到那個
252,0:11:35,0:11:37,侯友宜,不公不義我就會跳出來
253,0:11:37,0:11:39,侯友宜,抓壞人是我的
254,0:11:39,0:11:41,侯友宜,甚至我真的很專業的專業
255,0:11:41,0:11:43,侯友宜,所以
256,0:11:43,0:11:45,侯友宜,不好意思喔
257,0:11:45,0:11:47,楊瑪利,鼓掌沒有問題
258,0:11:47,0:11:49,侯友宜,這一點我比別人強太多了
259,0:11:49,0:11:51,侯友宜,不用問
