segment,from,to,speaker,text
19,0:00:54,0:00:58,侯友宜競辦發言人,而且事實上第一支主題是騙
20,0:00:58,0:01:01,侯友宜競辦發言人,第二支主題是局
21,0:01:01,0:01:07,侯友宜競辦發言人,過去不管在電視或網路很多通路
22,0:01:07,0:01:10,侯友宜競辦發言人,這些影片都引起相當大的迴響
23,0:01:10,0:01:15,侯友宜競辦發言人,主要是這些議題是人民有感的題目
24,0:01:15,0:01:20,侯友宜競辦發言人,也是民進黨執政近8年骯髒的證據
25,0:01:20,0:01:23,侯友宜競辦發言人,我們提出問題當然也要解決問題
26,0:01:23,0:01:27,侯友宜競辦發言人,今天第三支主題就是現形
27,0:01:27,0:01:30,侯友宜競辦發言人,侯友宜已經公開的承諾
28,0:01:30,0:01:34,侯友宜競辦發言人,當選後半年內將成立特偵組
29,0:01:34,0:01:39,侯友宜競辦發言人,一年內就要把民進黨這些年所做的
30,0:01:39,0:01:42,侯友宜競辦發言人,惡質的事情通通查清楚
31,0:01:42,0:01:45,侯友宜競辦發言人,包括黑箱疫苗進口雞蛋
32,0:01:45,0:01:47,侯友宜競辦發言人,IMB詐騙案
33,0:01:47,0:01:49,侯友宜競辦發言人,綠能發電
34,0:01:49,0:01:51,侯友宜競辦發言人,綠營發財等等
35,0:01:51,0:01:55,侯友宜競辦發言人,很多的弊案一件一件的都要把他追出來
36,0:01:55,0:01:59,侯友宜競辦發言人,讓他真相大白還給人民一個公道
37,0:01:59,0:02:03,侯友宜競辦發言人,那今天首先我們先看影片的內容
39,0:02:05,0:02:19,影片,(音樂)
40,0:02:19,0:02:21,影片,繼續推動改革
41,0:02:21,0:02:26,影片,把我們曾經承諾的事一項一項的來事件
42,0:02:26,0:02:30,影片,謙卑謙卑再謙卑
43,0:02:30,0:02:59,影片,(音樂)
44,0:02:59,0:03:01,侯友宜競辦發言人,是的 揭開重重弊案
45,0:03:01,0:03:03,侯友宜競辦發言人,下架貪腐集團
46,0:03:03,0:03:09,侯友宜競辦發言人,接下來我們先請洪威姐來發言
47,0:03:09,0:03:12,王鴻薇,謝謝子澤還有國春
48,0:03:12,0:03:15,王鴻薇,以及我們現場各位媒體朋友
49,0:03:15,0:03:17,王鴻薇,網路前面的朋友大家早安
50,0:03:17,0:03:20,王鴻薇,我想我們今天召開的記者會
51,0:03:20,0:03:23,王鴻薇,事實上是程序
52,0:03:23,0:03:26,王鴻薇,我們在這一次的競選主軸
53,0:03:26,0:03:30,王鴻薇,就是針對我們現在的執政黨的
54,0:03:30,0:03:35,王鴻薇,所有的貪腐舞弊黑箱的這些弊案
55,0:03:35,0:03:40,王鴻薇,我們必須要透過政黨輪替
56,0:03:40,0:03:43,王鴻薇,我們才能夠開箱這些大秘寶
57,0:03:43,0:03:47,王鴻薇,我們才能夠把這些黑箱舞弊的作業
58,0:03:47,0:03:49,王鴻薇,攤在陽光下
59,0:03:49,0:03:53,王鴻薇,所以為什麼侯友宜市長
