segment,from,to,speaker,text
1,0:00:00,0:00:14,主持人,早安 各位媒體朋友大家好
2,0:00:14,0:00:18,主持人,歡迎今天來參加我們的醫療政策記者會
3,0:00:18,0:00:21,主持人,我首先介紹今天來參與記者會的
4,0:00:21,0:00:23,主持人,當然是大家非常熟悉的侯友宜
5,0:00:23,0:00:26,主持人,侯市長 中國國民黨的總統候選人
6,0:00:26,0:00:29,主持人,第二位是我智庫的好同事
7,0:00:29,0:00:31,主持人,是永續發展基金會的
8,0:00:31,0:00:34,主持人,不，永續發展召集組的召集人
9,0:00:34,0:00:41,主持人,同時也是我們預防醫療協會的理事長陳宜民陳博士
10,0:00:41,0:00:42,主持人,謝謝
11,0:00:42,0:00:47,主持人,那我想跟各位媒體朋友特別來refresh大家的記憶
12,0:00:47,0:00:50,主持人,我想從8月27號開始
13,0:00:50,0:00:54,主持人,我們侯市長在全國及北區的醫療後援會當中
14,0:00:54,0:00:59,主持人,就已經非常清楚的揭示了要成立的癌症基金會
15,0:00:59,0:01:03,主持人,我想這樣的一個政策獲得非常多人的關注
16,0:01:03,0:01:05,主持人,那我們也會非常的高興
17,0:01:05,0:01:08,主持人,我們的健保署還在昨天
18,0:01:08,0:01:13,主持人,也特別說要成立了新藥專門的基金會
19,0:01:13,0:01:17,主持人,所以因為這個拿香對拜的這樣子
20,0:01:17,0:01:21,主持人,表示我們的政策的方向是非常好的
21,0:01:21,0:01:25,主持人,那也基於這樣的理由今天原本要來參加我們記者會
22,0:01:25,0:01:28,主持人,也就是我們的侯明鋒、侯院長
23,0:01:28,0:01:32,主持人,就認為他當初所提出來的這樣的一個政策
24,0:01:32,0:01:34,主持人,已經是達成了
25,0:01:34,0:01:37,主持人,而且侯院長還特別的敘述這樣的一個脈絡
26,0:01:37,0:01:38,主持人,也就在4月的時候
27,0:01:38,0:01:42,主持人,其實有很多的醫療醫事團體來見賴清德副院長
28,0:01:42,0:01:48,主持人,副總統非常希望他能夠成立這個有關於癌症新藥的
29,0:01:48,0:01:49,主持人,這樣子的一個基金會
30,0:01:49,0:01:54,主持人,賴副總統承諾在他當選之後會做這樣的事情
31,0:01:54,0:01:58,主持人,但是侯市長率先就在8月27號的時候
32,0:01:58,0:02:02,主持人,基於大家的一個需求就特別提出來這樣的一個政策
33,0:02:02,0:02:04,主持人,所以我們說我們也很高興
34,0:02:04,0:02:06,主持人,健保署在昨天能夠跟進
35,0:02:06,0:02:08,主持人,拿香對拜對我們來說的話
36,0:02:08,0:02:10,主持人,只要能夠為全民的醫療好
37,0:02:10,0:02:12,主持人,我們都是非常的歡迎的
38,0:02:12,0:02:15,主持人,那我想在市長進入這個所謂的政策發表之前
39,0:02:15,0:02:17,主持人,還是幫大家提醒一下
40,0:02:17,0:02:20,主持人,我們其實在8月29號的時候
41,0:02:20,0:02:23,主持人,就已經提出了80歲以上
42,0:02:23,0:02:26,主持人,我們免除了這個廢除的巴氏量表
43,0:02:26,0:02:30,主持人,那我們更加碼希望能夠在70到79歲
44,0:02:30,0:02:31,主持人,這樣的一個
