segment,from,to,speaker,text
26,0:01:30,0:01:38,主持人,我想我們
27,0:01:38,0:01:40,主持人,最棒的市長
28,0:01:40,0:01:42,主持人,最好的總統候選人
29,0:01:42,0:01:44,主持人,已經來到我們的現場
30,0:01:44,0:01:46,主持人,我想今天
31,0:01:46,0:01:48,主持人,他要為我們
32,0:01:48,0:01:50,主持人,所有全國我們的長者
33,0:01:50,0:01:52,主持人,帶來
34,0:01:52,0:01:54,主持人,他未來當成總統以後
35,0:01:54,0:01:56,主持人,要提出怎麼樣
36,0:01:56,0:01:58,主持人,好的政策
37,0:01:58,0:02:00,主持人,來照顧我們所有的老百姓
38,0:02:00,0:02:02,主持人,我們的長輩們
39,0:02:02,0:02:04,主持人,我想台灣已經步入
40,0:02:04,0:02:06,主持人,高齡化的社會
41,0:02:06,0:02:08,主持人,所以我想我們的長照政策
42,0:02:08,0:02:10,主持人,我們的老人政策
43,0:02:10,0:02:12,主持人,對我們國家未來是非常非常的重要
44,0:02:12,0:02:14,主持人,所以我想今天
45,0:02:14,0:02:16,主持人,我們侯總統
46,0:02:16,0:02:18,主持人,特別選擇我們
47,0:02:18,0:02:20,主持人,劍潭崇實社區
48,0:02:20,0:02:22,主持人,在我們的眷村發表這個政策
49,0:02:22,0:02:24,主持人,特別的有意義
50,0:02:24,0:02:26,主持人,那現在就讓我們以
51,0:02:26,0:02:28,主持人,最熱烈的掌聲
52,0:02:28,0:02:30,主持人,來歡迎我們的總統候選人
53,0:02:30,0:02:32,主持人,侯友宜 來我們掌聲
54,0:02:32,0:02:34,主持人,歡迎
56,0:02:46,0:02:48,侯友宜,謝謝
57,0:02:48,0:02:50,侯友宜,來到二十幾年前
59,0:02:52,0:02:54,侯友宜,三十年
60,0:02:54,0:02:56,侯友宜,三十幾年我在這個地方
61,0:02:56,0:02:58,侯友宜,服務過所以很開心
62,0:02:58,0:03:00,侯友宜,可以來看到
63,0:03:00,0:03:02,侯友宜,我會來**
64,0:03:02,0:03:04,侯友宜,今天來到這裡看
65,0:03:04,0:03:06,侯友宜,所有的長輩們
66,0:03:06,0:03:08,侯友宜,剛剛舞跳得很開心
67,0:03:08,0:03:10,侯友宜,我跟著一起跳
68,0:03:10,0:03:12,侯友宜,我也是長輩了
69,0:03:14,0:03:16,侯友宜,不過很開心只要健康就好
70,0:03:16,0:03:18,侯友宜,長輩年齡不重要
71,0:03:18,0:03:20,侯友宜,心態健康
72,0:03:20,0:03:22,侯友宜,人生活得有快樂
73,0:03:22,0:03:24,侯友宜,活得
74,0:03:24,0:03:26,侯友宜,也可以像今天一樣
75,0:03:26,0:03:28,侯友宜,心情很好
76,0:03:28,0:03:30,侯友宜,不要給子女帶來煩惱
77,0:03:30,0:03:32,侯友宜,我們自己過這麼開心的生活
78,0:03:32,0:03:34,侯友宜,今天我來到這裡看到
79,0:03:34,0:03:36,侯友宜,所有的朋友
80,0:03:36,0:03:38,侯友宜,我們的葉林傳副議長
81,0:03:38,0:03:40,侯友宜,還有兩位
82,0:03:40,0:03:42,侯友宜,還有三位
83,0:03:42,0:03:44,侯友宜,再拚立委的
84,0:03:44,0:03:46,侯友宜,在中山區
85,0:03:46,0:03:48,侯友宜,他們跟斯綱立委
86,0:03:48,0:03:50,侯友宜,在北投區
87,0:03:50,0:03:52,侯友宜,剛剛也來了游淑慧
88,0:03:52,0:03:54,侯友宜,在大同
89,0:03:54,0:03:56,侯友宜,士林
