segment,from,to,speaker,text
12,0:00:30,0:00:36,柯文哲,下一張
13,0:00:36,0:00:37,柯文哲,其實喔
14,0:00:37,0:00:40,柯文哲,台灣客家人大概有466萬
15,0:00:40,0:00:42,柯文哲,就看他怎麼認定
16,0:00:42,0:00:44,柯文哲,他如果認為自己是客家人大概400多萬
17,0:00:44,0:00:46,柯文哲,可是目前被講
18,0:00:46,0:00:49,柯文哲,會聽得懂客家話才不到一半
19,0:00:49,0:00:51,柯文哲,真的能夠講客家話大概40%
20,0:00:51,0:00:53,柯文哲,不過是這樣
21,0:00:53,0:00:54,柯文哲,因為
22,0:00:54,0:00:56,柯文哲,在這麼多
23,0:00:56,0:00:58,柯文哲,在過去這段時間
24,0:00:58,0:01:00,柯文哲,其實中國大陸各地的客家人
25,0:01:00,0:01:02,柯文哲,都有到台灣
26,0:01:02,0:01:04,柯文哲,所以老實講台灣反而是全世界
27,0:01:04,0:01:06,柯文哲,客家文化的集中地方
28,0:01:06,0:01:08,柯文哲,不管是他的文化啦 美食啦 工藝
29,0:01:08,0:01:10,柯文哲,這是最集中的地方
30,0:01:10,0:01:12,柯文哲,那像這個
31,0:01:12,0:01:14,柯文哲,四海大平安裏
32,0:01:14,0:01:16,柯文哲,不同的腔調都在這裡
33,0:01:16,0:01:18,柯文哲,然後我們這個
34,0:01:18,0:01:20,柯文哲,我知道客家人一向非常
35,0:01:20,0:01:22,柯文哲,珍惜他們的語言文化
36,0:01:22,0:01:24,柯文哲,所以你看喔
37,0:01:24,0:01:26,柯文哲,寧賣祖宗田，莫忘祖宗言
38,0:01:26,0:01:28,柯文哲,另外一個我想大家都知道
39,0:01:28,0:01:30,柯文哲,客家文化裡面最大特色就是義民節
40,0:01:30,0:01:32,柯文哲,因為愛台保台的
41,0:01:32,0:01:34,柯文哲,這種義民的精神
42,0:01:34,0:01:36,柯文哲,可以說就是
43,0:01:36,0:01:38,柯文哲,非常的深入人心
44,0:01:38,0:01:40,柯文哲,我認為這個是我們整個台灣
45,0:01:40,0:01:42,柯文哲,多元文化的一個重要的精神
46,0:01:42,0:01:44,柯文哲,另外一個
47,0:01:44,0:01:46,柯文哲,剛才講過
48,0:01:46,0:01:48,柯文哲,在目前反而台灣是
49,0:01:48,0:01:50,柯文哲,全世界
50,0:01:50,0:01:52,柯文哲,不同的客家文化
51,0:01:52,0:01:54,柯文哲,保存最完整的地方
52,0:01:54,0:01:56,柯文哲,全世界大概客家人
53,0:01:56,0:01:58,柯文哲,有1.5億人
54,0:01:58,0:02:00,柯文哲,下一張
55,0:02:00,0:02:02,柯文哲,那這就是我們在
56,0:02:02,0:02:04,柯文哲,客家文化的主張
57,0:02:04,0:02:06,柯文哲,第一還是要落實客家基本法
58,0:02:06,0:02:08,柯文哲,這個
59,0:02:08,0:02:10,柯文哲,其實文化
60,0:02:10,0:02:12,柯文哲,一定要把它生活化
61,0:02:12,0:02:14,柯文哲,還有語言要時代化
62,0:02:14,0:02:16,柯文哲,什麼叫語言要時代化
63,0:02:16,0:02:18,柯文哲,不要說客家話
64,0:02:18,0:02:20,柯文哲,很多閩南語，在講那個
65,0:02:20,0:02:22,柯文哲,很多這種東西是
66,0:02:22,0:02:24,柯文哲,以前沒有的（詞語）
67,0:02:24,0:02:26,柯文哲,現在出現了用閩南語去講都卡卡的
68,0:02:26,0:02:28,柯文哲,卡卡的
69,0:02:28,0:02:30,柯文哲,其實你看如果有一天
70,0:02:30,0:02:32,柯文哲,我們的年輕人在網路
71,0:02:32,0:02:34,柯文哲,電競
72,0:02:34,0:02:36,柯文哲,客家話用在這個地方
73,0:02:36,0:02:38,柯文哲,這就所謂的
74,0:02:38,0:02:40,柯文哲,語言時代化
75,0:02:40,0:02:42,柯文哲,因為你要讓年輕人用他們
76,0:02:42,0:02:44,柯文哲,習慣的東西來講，語言才傳得下去
77,0:02:44,0:02:46,柯文哲,另外一個是這樣
78,0:02:46,0:02:48,柯文哲,文化
79,0:02:48,0:02:50,柯文哲,你平常都沒有看到，沒有用
80,0:02:50,0:02:52,柯文哲,所以文化要把它生活化
81,0:02:52,0:02:54,柯文哲,我們台灣大概目前
82,0:02:54,0:02:56,柯文哲,我們在政府裡面有規劃
83,0:02:56,0:02:58,柯文哲,70個客家文化
84,0:02:58,0:03:00,柯文哲,園區
85,0:03:00,0:03:04,柯文哲,每一個
86,0:03:04,0:03:06,柯文哲,這個都把它變成
87,0:03:06,0:03:08,柯文哲,客家書院
88,0:03:08,0:03:10,柯文哲,如果我們有70個客家庄
89,0:03:10,0:03:12,柯文哲,每一個地方
90,0:03:12,0:03:14,柯文哲,我們的標準叫
91,0:03:14,0:03:16,柯文哲,一庄一節慶一庄一文化
92,0:03:16,0:03:18,柯文哲,我在台北的時候
