segment,from,to,speaker,text
17,0:00:32,0:00:34,主持人,好 各位早安
18,0:00:34,0:00:36,主持人,非常歡迎各位所有的媒體朋友
19,0:00:36,0:00:39,主持人,來參與我們今天的能源記者會
20,0:00:39,0:00:41,主持人,首先呢 為您介紹今天
21,0:00:41,0:00:43,主持人,參與談話的各位貴賓
22,0:00:43,0:00:45,主持人,第一個當然就是我們
23,0:00:45,0:00:47,主持人,中國國民黨的總統參選人
24,0:00:47,0:00:49,主持人,侯友宜 侯市長
25,0:00:49,0:00:51,主持人,大家好
26,0:00:51,0:00:54,主持人,第二呢 是我們的國政顧問團的
27,0:00:54,0:00:56,主持人,召集人杜紫軍
28,0:00:56,0:00:58,主持人,杜召集人
29,0:00:58,0:01:00,主持人,還有就是我們的前政務委員
30,0:01:00,0:01:02,主持人,也是我們國內的能源專家
31,0:01:02,0:01:04,主持人,梁啟源 梁教授
32,0:01:04,0:01:06,主持人,謝謝
33,0:01:06,0:01:08,主持人,我是智庫執行長柯志恩
34,0:01:08,0:01:10,主持人,我想今天我們
35,0:01:10,0:01:12,主持人,特別要利用這個記者會
36,0:01:12,0:01:14,主持人,把我們永續的能源政策
37,0:01:14,0:01:16,主持人,來一次跟大家陳述清楚
38,0:01:16,0:01:18,主持人,對於政治來說
39,0:01:18,0:01:20,主持人,貪污雖然是最可怕的
40,0:01:20,0:01:22,主持人,但是錯誤的政策
41,0:01:22,0:01:24,主持人,是比貪污更可怕
42,0:01:24,0:01:26,主持人,我們看一下
43,0:01:26,0:01:28,主持人,民進黨的非核家園
44,0:01:28,0:01:30,主持人,變成台灣的跳電家園
45,0:01:30,0:01:32,主持人,我們可以看看這樣子的能源比
46,0:01:32,0:01:34,主持人,在2022年
47,0:01:34,0:01:36,主持人,我們用數字來說話
48,0:01:36,0:01:38,主持人,2022年的時候我們用火力發電
49,0:01:38,0:01:40,主持人,不管是煤或是氣
50,0:01:40,0:01:43,主持人,總共是82.42
51,0:01:43,0:01:45,主持人,而對於2025所謂
52,0:01:45,0:01:47,主持人,民進黨所提出來的非核家園
53,0:01:47,0:01:49,主持人,其實要達到80%
54,0:01:49,0:01:51,主持人,你可以看出完全沒有減煤
55,0:01:51,0:01:53,主持人,減碳的一個趨勢
56,0:01:53,0:01:55,主持人,那更不要說所強調的
57,0:01:55,0:01:57,主持人,這樣子的一個再生能源
58,0:01:57,0:01:59,主持人,即使每年編列了
59,0:01:59,0:02:01,主持人,上百億的經費
60,0:02:01,0:02:03,主持人,來發展再生能源
61,0:02:03,0:02:05,主持人,然後到了2025我們的目標
62,0:02:05,0:02:07,主持人,只是20%
63,0:02:07,0:02:09,主持人,可是現在根據我們的數字裡面
64,0:02:09,0:02:11,主持人,最多就是8.28%
65,0:02:11,0:02:13,主持人,而我們大家
66,0:02:13,0:02:15,主持人,民進黨神主牌不要的核能
67,0:02:15,0:02:17,主持人,目前為止還有8.24%
68,0:02:17,0:02:19,主持人,到了2025是0%
69,0:02:19,0:02:21,主持人,而這樣子一個能源的配比
70,0:02:21,0:02:23,主持人,到底有沒有辦法
71,0:02:23,0:02:25,主持人,說服我們現在的工商業
72,0:02:25,0:02:27,主持人,昨天的工總的白皮書
73,0:02:27,0:02:29,主持人,已經特別揭示了
74,0:02:29,0:02:31,主持人,非常擔憂我們的五缺
75,0:02:31,0:02:33,主持人,非常擔憂我們的能源
76,0:02:33,0:02:35,主持人,更不要說去年我們
77,0:02:35,0:02:37,主持人,奉制為圭臬的美國
78,0:02:37,0:02:39,主持人,這個商業白皮書裡面
79,0:02:39,0:02:41,主持人,也更直指台灣的缺電問題
80,0:02:41,0:02:43,主持人,是一個阻礙非常多國家
81,0:02:43,0:02:45,主持人,願意再次到台灣投資的
82,0:02:45,0:02:47,主持人,一個非常重要的原因
83,0:02:47,0:02:49,主持人,更不要說事實上我們所謂的國安問題
84,0:02:49,0:02:51,主持人,所以我們再回頭過來看
85,0:02:51,0:02:53,主持人,雖然我們都要發展所謂的
86,0:02:53,0:02:55,主持人,綠能
87,0:02:55,0:02:57,主持人,但是綠能現在已經跟綠黑金
88,0:02:57,0:02:59,主持人,劃上了一個等號
89,0:02:59,0:03:01,主持人,透過過去的數字還是會說話
90,0:03:01,0:03:03,主持人,不管是民進黨的
91,0:03:03,0:03:05,主持人,八八槍擊事件
92,0:03:05,0:03:07,主持人,揭露了整個綠金
93,0:03:07,0:03:09,主持人,整個的一個的所謂的
94,0:03:09,0:03:11,主持人,官商勾結的一個脈絡圖
95,0:03:11,0:03:13,主持人,更不要說是陳凱凌前經發局長
96,0:03:13,0:03:15,主持人,受的招待
97,0:03:15,0:03:17,主持人,這就都在在直指
98,0:03:17,0:03:19,主持人,一個非常躁進的能源政策
99,0:03:19,0:03:21,主持人,每個人都想搶
100,0:03:21,0:03:23,主持人,綠能這一塊
101,0:03:23,0:03:25,主持人,但是就是因為你整個的政策
102,0:03:25,0:03:27,主持人,非常的不穩定
103,0:03:27,0:03:29,主持人,變成權貴來去做
104,0:03:29,0:03:31,主持人,很多的官商勾結
105,0:03:31,0:03:33,主持人,這在過去當中都引起大家
106,0:03:33,0:03:35,主持人,非常多的質疑跟疑慮
107,0:03:35,0:03:37,主持人,那你提到的
108,0:03:37,0:03:39,主持人,所謂的高碳家園
109,0:03:39,0:03:41,主持人,剛剛的配比裡面已經看得出來
110,0:03:41,0:03:43,主持人,減煤減碳是一個國際的趨勢
111,0:03:43,0:03:45,主持人,但是現在的能源政策
112,0:03:45,0:03:47,主持人,並沒有達到跟世界接軌的
113,0:03:47,0:03:49,主持人,一個方向
114,0:03:49,0:03:51,主持人,台灣能源的自給度
115,0:03:51,0:03:53,主持人,是非常的低的
116,0:03:53,0:03:55,主持人,我們完全都可以用到外籍
117,0:03:55,0:03:57,主持人,天然氣超過50%
118,0:03:57,0:03:59,主持人,當國際政爭發生了一切的變化
119,0:03:59,0:04:01,主持人,不管是油價
120,0:04:01,0:04:03,主持人,不管是任何更何況是一個海島的國家
121,0:04:03,0:04:05,主持人,這些這麼仰賴外在的
122,0:04:05,0:04:07,主持人,一個天然氣
123,0:04:07,0:04:09,主持人,超過50%
124,0:04:09,0:04:11,主持人,到底對台灣的國家安全是不是
