segment,from,to,speaker,text
678,0:23:40,0:23:42,主持人,好 我們掌聲加尖叫
679,0:23:42,0:23:44,主持人,歡迎我們的總統候選人
680,0:23:44,0:23:46,主持人,侯友宜
681,0:23:46,0:23:48,主持人,謝謝
682,0:23:48,0:23:50,侯友宜,謝謝
683,0:23:50,0:23:52,侯友宜,今天謝謝
684,0:23:52,0:23:54,侯友宜,今天來到
685,0:23:54,0:23:56,侯友宜,我們客家我認識的
686,0:23:56,0:23:58,侯友宜,好兄弟們
687,0:23:58,0:24:00,侯友宜,我們的老大高亮正及立委
688,0:24:00,0:24:02,侯友宜,以及各位喔
689,0:24:02,0:24:04,侯友宜,我們就不再**了
690,0:24:04,0:24:06,侯友宜,各位請你***
691,0:24:06,0:24:08,侯友宜,現在最辛苦的***
692,0:24:08,0:24:10,侯友宜,**以及各位
693,0:24:10,0:24:12,侯友宜,客家鄉親
694,0:24:12,0:24:14,侯友宜,大家好（客語）
695,0:24:14,0:24:16,侯友宜,客家鄉親是我
696,0:24:16,0:24:18,侯友宜,最欽佩的族群
697,0:24:18,0:24:20,侯友宜,客家有硬頸精神
698,0:24:20,0:24:22,侯友宜,有忠義精神
699,0:24:22,0:24:24,侯友宜,更有奮鬥不懈
700,0:24:24,0:24:26,侯友宜,有不妥協的精神
701,0:24:26,0:24:28,侯友宜,有見證過客家
702,0:24:28,0:24:30,侯友宜,鄉親的保家衛國
703,0:24:30,0:24:32,侯友宜,也見證客家
704,0:24:32,0:24:34,侯友宜,為這一塊土地
705,0:24:34,0:24:36,侯友宜,留下了血留下了汗
706,0:24:36,0:24:38,侯友宜,台灣
707,0:24:38,0:24:40,侯友宜,中華民國有今天
708,0:24:40,0:24:42,侯友宜,客家鄉親功不可沒
709,0:24:42,0:24:44,侯友宜,尤其
710,0:24:44,0:24:46,侯友宜,跟桃園
711,0:24:46,0:24:48,侯友宜,所有的鄉親
712,0:24:48,0:24:50,侯友宜,感情**在一起
713,0:24:50,0:24:52,侯友宜,因為我曾經在這塊土地
714,0:24:52,0:24:54,侯友宜,跟大家一起並肩作戰
715,0:24:54,0:24:56,侯友宜,守護桃園市的安全
716,0:24:56,0:24:58,侯友宜,今天
717,0:24:58,0:25:00,侯友宜,特別到三官大帝
718,0:25:00,0:25:02,侯友宜,我們的神明前
719,0:25:02,0:25:04,侯友宜,來**
720,0:25:04,0:25:06,侯友宜,我們所有的中華民國
721,0:25:06,0:25:08,侯友宜,所有的台灣人民
722,0:25:08,0:25:10,侯友宜,所有的客家鄉親
723,0:25:10,0:25:12,侯友宜,能夠
724,0:25:12,0:25:14,侯友宜,能夠繼續
725,0:25:14,0:25:16,侯友宜,跟朋友並肩走在向前
726,0:25:16,0:25:18,侯友宜,所以今天藉這個機會
727,0:25:18,0:25:20,侯友宜,在這裡
728,0:25:20,0:25:22,侯友宜,發表我的
729,0:25:22,0:25:24,侯友宜,2020未來當中
730,0:25:24,0:25:26,侯友宜,客家政見
731,0:25:26,0:25:28,侯友宜,那這客家政見裡面
732,0:25:28,0:25:30,侯友宜,客家按靚
733,0:25:30,0:25:32,侯友宜,台灣慶
734,0:25:32,0:25:34,侯友宜,這就是
735,0:25:34,0:25:36,侯友宜,客家
736,0:25:36,0:25:38,侯友宜,我要講的七十個的客庄
737,0:25:38,0:25:40,侯友宜,要閃閃發光
738,0:25:40,0:25:42,侯友宜,所以這裡面我特別
739,0:25:42,0:25:44,侯友宜,提出了幾樣政見
740,0:25:44,0:25:46,侯友宜,重要的政見我講
741,0:25:46,0:25:48,侯友宜,有一些細節的政見我會在
742,0:25:48,0:25:50,侯友宜,我的政策團體裡面
743,0:25:50,0:25:52,侯友宜,再給大家做一個報告
744,0:25:52,0:25:54,侯友宜,第一個我要大力發展
745,0:25:54,0:25:56,侯友宜,全台灣七十家的
746,0:25:56,0:25:58,侯友宜,客庄
747,0:25:58,0:26:00,侯友宜,讓客庄能夠閃閃發光
748,0:26:00,0:26:02,侯友宜,擦亮客庄
749,0:26:02,0:26:04,侯友宜,所有的文化
750,0:26:04,0:26:06,侯友宜,產業形成的
