segment,from,to,speaker,text
1,0:00:00,0:00:03,主持人,我們要歡迎各位貴賓能夠就座
2,0:00:03,0:00:14,主持人,非常謝謝各位貴賓遠道來
3,0:00:14,0:00:17,主持人,我們記者會即將會在一分鐘後正式的開始
4,0:00:17,0:00:44,主持人,各位貴賓 媒體好朋友們
5,0:00:44,0:00:48,主持人,還有收看直播的觀眾朋友大家早安
6,0:00:48,0:00:52,主持人,非常感謝各位關心台灣未來發展的貴賓
7,0:00:52,0:00:56,主持人,請來參與2024賴清德國家希望工程的
8,0:00:56,0:00:58,主持人,國政願景發表會的現場
9,0:00:58,0:01:00,主持人,今天現場非常的熱鬧
10,0:01:00,0:01:02,主持人,我們即將要發表國政願景
11,0:01:02,0:01:04,主持人,是由賴清德總統候選人
12,0:01:04,0:01:08,主持人,以及智庫學者專家群策群力
13,0:01:08,0:01:10,主持人,所打造的國家希望工程
14,0:01:10,0:01:14,主持人,同時我們也將各行各業團體的建言
15,0:01:14,0:01:16,主持人,納入了國政的思考當中
16,0:01:16,0:01:18,主持人,希望藉由這樣的方式
17,0:01:18,0:01:22,主持人,可以完整候選人對於未來國家治理的完整規劃
18,0:01:22,0:01:26,主持人,今天的現場除了智庫學者專家之外
19,0:01:26,0:01:29,主持人,還有我們產業界以及青商會的代表
20,0:01:29,0:01:32,主持人,還有我們青年青農的代表今天來到現場
21,0:01:32,0:01:35,主持人,以及社福先進還有我們媒體的前輩
22,0:01:35,0:01:38,主持人,律師 會計師代表都一同來與會
23,0:01:38,0:01:40,主持人,非常感謝各位的蒞臨參與
24,0:01:40,0:01:42,主持人,那麼在記者會的一開始
25,0:01:42,0:01:44,主持人,我要先藉由大家的掌聲
26,0:01:44,0:01:48,主持人,為您介紹國家希望工程最重要的擘劃者
27,0:01:48,0:01:51,主持人,賴清德總統候選人
28,0:01:51,0:01:59,主持人,賴副總統是這一次大選唯一有完整政治歷練
29,0:01:59,0:02:03,主持人,並且提出了完整國家願景的總統候選人
30,0:02:03,0:02:05,主持人,但接下來這個國家希望工程是他
31,0:02:05,0:02:09,主持人,從政三十多年不斷思考跟總結的成果
32,0:02:09,0:02:11,主持人,當然要打造國家願景
33,0:02:11,0:02:14,主持人,背後要有很強大的智囊團
34,0:02:14,0:02:18,主持人,在這一次國家希望工程是由新境界文教基金會
35,0:02:18,0:02:22,主持人,青平台基金會還有台灣智庫三大智庫
36,0:02:22,0:02:25,主持人,邀請了超過兩百位的學者專家
37,0:02:25,0:02:27,主持人,以及我們企業界的代表
38,0:02:27,0:02:29,主持人,還有NGO的好朋友們
39,0:02:29,0:02:31,主持人,大家一起彙整而成
40,0:02:31,0:02:36,主持人,今天在現場超過六十位的學者專家代表一起與會
41,0:02:36,0:02:39,主持人,接下來讓我一一唱名為大家做介紹
42,0:02:39,0:02:42,主持人,我們是不是也邀請貴賓在聽到自己名字的時候
43,0:02:42,0:02:45,主持人,能夠起身跟大家揮揮手打招呼好嗎
44,0:02:45,0:02:47,主持人,首先我們三大智庫
45,0:02:47,0:02:51,主持人,新境界文教基金會邱義仁副董事長
46,0:02:51,0:02:55,主持人,歡迎邱副董事長
47,0:02:55,0:02:57,主持人,陳東升執行長
48,0:02:57,0:02:59,主持人,歡迎執行長蒞臨
49,0:02:59,0:03:01,主持人,張建一董事
50,0:03:01,0:03:03,主持人,歡迎董事
51,0:03:03,0:03:05,主持人,吳介民董事
52,0:03:05,0:03:07,主持人,歡迎董事蒞臨
53,0:03:07,0:03:09,主持人,陳正然董事
54,0:03:09,0:03:11,主持人,歡迎您
55,0:03:11,0:03:13,主持人,以及李金龍董事
56,0:03:13,0:03:16,主持人,歡迎您
57,0:03:16,0:03:19,主持人,青平台基金會鄭麗君董事長
58,0:03:19,0:03:21,主持人,歡迎麗君
59,0:03:21,0:03:25,主持人,青平台顧問朱敬一院士
60,0:03:25,0:03:27,主持人,歡迎院士的蒞臨
61,0:03:27,0:03:29,主持人,陳俊宏董事
62,0:03:29,0:03:31,主持人,董事早安
63,0:03:31,0:03:37,主持人,還有台灣智庫陳博志榮譽董事長
64,0:03:37,0:03:39,主持人,歡迎董事長
65,0:03:39,0:03:41,主持人,以及呂曜志執行長
66,0:03:41,0:03:43,主持人,執行長早安
