segment,from,to,speaker,text
15,0:00:39,0:00:43,主持人,我相信全臺灣都非常的關心臺灣的長照
16,0:00:43,0:00:46,主持人,問題 再過兩年臺灣就會進入超高齡的
17,0:00:46,0:00:50,主持人,社會 也就是每5個人當中 有1位是65歲
18,0:00:50,0:00:54,主持人,以上的長者 也因此如何進行全面性 覆蓋性
19,0:00:54,0:00:58,主持人,更高的長照 就是大家所關心的議題了
20,0:00:58,0:01:02,主持人,那麼今天柯文哲總統參選人 他會非常負責任
21,0:01:02,0:01:06,主持人,的提出他的長照政策 那麼今天呢 在這個
22,0:01:06,0:01:09,主持人,長照議題的討論之下 我們也非常榮幸請到了
23,0:01:09,0:01:13,主持人,在產官學界 各位專家來蒞臨指導 我會逐一
24,0:01:13,0:01:17,主持人,唱名 也請各位專家學者 在我唱名到的時候
25,0:01:17,0:01:19,主持人,不妨站起來跟我們的媒體朋友 還有我們的
26,0:01:19,0:01:20,主持人,鏡頭來揮手
27,0:01:21,0:01:25,主持人,好 首先我介紹的是開南青春學堂負責人
28,0:01:25,0:01:26,主持人,胡毓富校長
29,0:01:28,0:01:30,主持人,大家早安 大家好
30,0:01:43,0:01:44,主持人,早安 早
31,0:01:44,0:01:52,主持人,好 最後我們要歡迎台北市社區銀髮族長期照顧發展協會榮譽理事長 吳第明理事長
32,0:01:52,0:01:56,主持人,今天邀請到的真的都是各界的專家 產官學界都有
33,0:01:56,0:01:59,主持人,在學界面對了人才鍛鍊的問題
34,0:01:59,0:02:03,主持人,而在產業界呢 則是面臨了沒有錢又沒有人的問題
35,0:02:03,0:02:06,主持人,到底我們應該如何的面對問題解決問題呢
36,0:02:06,0:02:09,主持人,接下來就是貴賓要來致詞跟我們分享的時間
37,0:02:09,0:02:14,主持人,我首先先邀請的是開南青春學堂負責人 胡毓富校長 請
38,0:02:14,0:02:22,胡毓富,主席 還有我最敬愛的這個黃珊珊副市長 也是我們的競選總幹事
39,0:02:22,0:02:29,胡毓富,還有我們的桑主任 還有我們的陳理事長 吳理事長 還有在場的媒體記者
40,0:02:29,0:02:31,胡毓富,大家早安 大家好
41,0:02:31,0:02:34,胡毓富,我是開南青春學堂的負責人
42,0:02:34,0:02:38,胡毓富,自己開南青春學堂是一個日照中心
43,0:02:38,0:02:44,胡毓富,青春學堂的意思就是說讓我們的爺爺奶奶以後可以變得更青春 更好
44,0:02:44,0:02:47,胡毓富,而青春學堂有一個特色 為什麼叫青春呢
45,0:02:47,0:02:55,胡毓富,因為我們青春學堂裡面的部分照顧服務員 是我們高中職的學生
46,0:02:55,0:02:59,胡毓富,我們爺爺奶奶看到我們高中職的學生一定是非常的快樂
47,0:02:59,0:03:04,胡毓富,我非常感謝我們的柯P主席擔任市長的時候
48,0:03:04,0:03:10,胡毓富,在五年前非常有前瞻的規劃來成立我們照顧服務科
49,0:03:10,0:03:12,胡毓富,這個是絕對對的
50,0:03:12,0:03:14,胡毓富,那麼另外在兩年前呢
51,0:03:14,0:03:18,胡毓富,在我們開南高中設立了青春學堂
52,0:03:18,0:03:22,胡毓富,這個前瞻性的規劃也絕對是正確的
53,0:03:22,0:03:24,胡毓富,跟各位媒體記者來報告
54,0:03:24,0:03:27,胡毓富,現在我們最困難的其實就是人
55,0:03:27,0:03:30,胡毓富,事實上我們這些人力不足
56,0:03:30,0:03:34,胡毓富,不足等一下我們幾位理事長還有我們主任都會詳細的說明
57,0:03:34,0:03:39,胡毓富,相信我們柯P主席會提出相對應的解決辦法
58,0:03:39,0:03:40,胡毓富,我們人啊
