segment,from,to,speaker,text
1,0:00:00,0:00:18,主持人,主席 各位嘉賓 各位媒體朋友 大家早
2,0:00:18,0:00:23,主持人,今天歡迎大家來到開創壯世代
3,0:00:23,0:00:28,主持人,美好第三人生的國家重要政策的發表會
4,0:00:28,0:00:30,主持人,今天一個非常特別的
5,0:00:30,0:00:34,主持人,今天是柯文哲競選辦公室正式成立
6,0:00:34,0:00:37,主持人,所以今天大家看到喜氣洋洋
7,0:00:37,0:00:39,主持人,有五彩繽紛的這個氣球對不對
8,0:00:39,0:00:42,主持人,等一下我們還要一起唱生日快樂歌
9,0:00:42,0:00:44,主持人,一起切蛋糕好不好
10,0:00:44,0:00:52,主持人,大家都知道2025年差不多再過一年兩個月
11,0:00:52,0:00:56,主持人,對不對 台灣就進入超高齡社會了
12,0:00:56,0:00:58,主持人,柯文哲對於這個問題非常重視
13,0:00:58,0:01:02,主持人,所以他今天提出了壯世代開創美好人生
14,0:01:02,0:01:06,主持人,第三人生 等一下我們要請柯文哲好好幫我們說明
15,0:01:06,0:01:08,主持人,好不好 今天非常特別
16,0:01:08,0:01:13,主持人,今天有很多的國政顧問到我們這個現場
17,0:01:13,0:01:21,主持人,另外今天有30位遠從新竹跟台南來的壯世代代表
18,0:01:21,0:01:23,主持人,來 我們先借大家雙手
19,0:01:23,0:01:26,主持人,我們給我們今天壯世代代表一個熱烈的掌聲
20,0:01:26,0:01:35,主持人,他們說壯世代現在在全國有非常多的這個活動
21,0:01:35,0:01:39,主持人,有一位102歲的壯世代
22,0:01:39,0:01:43,主持人,他到現在還在打羽球是不是
23,0:01:43,0:01:47,主持人,然後平常走路聽說這個箭步如飛
24,0:01:47,0:01:48,主持人,比年輕世代還要強
25,0:01:48,0:01:53,主持人,另外大家非常熟悉的82歲前考試院的院長關中
26,0:01:53,0:01:57,主持人,他說壯世代我當之無愧
27,0:01:57,0:02:00,主持人,當然還有一個65歲的柯文哲
28,0:02:00,0:02:03,主持人,每天早上7點半上班
29,0:02:03,0:02:07,主持人,他今天剛po文說他一天至少工作12個小時
30,0:02:07,0:02:12,主持人,柯文哲也是壯世代代表對不對
31,0:02:12,0:02:14,主持人,期待今天記者會之後
32,0:02:14,0:02:18,主持人,台灣有更多更健康更快樂的壯世代
33,0:02:18,0:02:21,主持人,柯文哲說有夢最美（台語）
34,0:02:21,0:02:23,主持人,今天是他逐夢政策的發表會
35,0:02:23,0:02:28,主持人,他很期待以後台灣55歲以上的壯世代
36,0:02:28,0:02:31,主持人,都可以活得更健康更快樂
37,0:02:31,0:02:33,主持人,更有活力更有生產力
38,0:02:33,0:02:37,主持人,等一下柯主席上台之前
39,0:02:37,0:02:39,主持人,我們現在介紹今天嘉賓好不好
40,0:02:39,0:02:41,主持人,第一位是我們民眾黨主席
41,0:02:41,0:02:43,主持人,也是我們總統參選人柯文哲柯主席
42,0:02:43,0:02:49,主持人,第二位是我們政總的總幹事珊珊
43,0:02:49,0:02:53,主持人,還有我們黨部的秘書長周台竹
44,0:02:53,0:02:55,主持人,周秘書長
45,0:02:55,0:02:59,主持人,這邊這一位是等一下幫我們引言的
46,0:02:59,0:03:01,主持人,壯世代教科文協會理事長
47,0:03:01,0:03:03,主持人,吳春城吳理事長
48,0:03:03,0:03:07,主持人,還有政大勞工所的首長劉梅君
49,0:03:07,0:03:11,主持人,還有翟本橋翟神
50,0:03:11,0:03:15,主持人,翟神今天工作非常的重要
51,0:03:15,0:03:17,主持人,因為柯文哲說
52,0:03:17,0:03:19,主持人,我們壯世代跟年輕世代
53,0:03:19,0:03:21,主持人,最大落差就是數位落差
54,0:03:21,0:03:23,主持人,所以網友說你是翟神
55,0:03:23,0:03:26,主持人,今天你要幫我們翟本橋幫我們搭橋好不好
56,0:03:26,0:03:30,主持人,還有台灣經濟研究社社長孫智麗孫教授
57,0:03:30,0:03:36,主持人,另外今天有非常多的國政顧問團成員來我們現場
58,0:03:36,0:03:38,主持人,來我們給他一個最熱烈的掌聲
59,0:03:39,0:03:43,主持人,我們主辦單位非常用心
60,0:03:43,0:03:46,主持人,在柯文哲跟大家說明之前
61,0:03:46,0:03:48,主持人,我們來先看一段影片
62,0:03:48,0:03:51,主持人,看柯文哲為什麼要推動壯世代
63,0:03:51,0:03:52,主持人,來
64,0:03:53,0:03:57,影片,台灣當前迫在眉睫的國安問題是什麼呢
65,0:03:57,0:04:00,影片,2025年台灣即將進入超高齡社會
66,0:04:00,0:04:04,影片,我們正以人類史上最快的速度進入人口斷崖的危機
67,0:04:04,0:04:08,影片,2025年超過500萬人退休
68,0:04:08,0:04:10,影片,就業人口進不到總人口的一半
69,0:04:10,0:04:14,影片,2030年青壯年人口的扶老比將暴增進一倍
70,0:04:14,0:04:16,影片,沈重感加倍
71,0:04:16,0:04:20,影片,2040年高齡人口將占台灣總人口的一半
72,0:04:20,0:04:23,影片,青壯年變成少數族群
73,0:04:23,0:04:24,影片,換句話說
74,0:04:24,0:04:26,影片,在人口失衡的情況下
75,0:04:26,0:04:27,影片,青壯年比例更少
76,0:04:27,0:04:30,影片,卻要負擔更多的國家財政預算
77,0:04:30,0:04:32,影片,要承擔更多的經濟發展
78,0:04:32,0:04:35,影片,台灣將進入一個死水經濟模式
79,0:04:35,0:04:39,影片,人口危機將快過戰爭危機的到來
80,0:04:39,0:04:44,影片,目前政府提撥的長照預算高達876億
81,0:04:44,0:04:47,影片,難道無法因應超高齡社會
82,0:04:47,0:04:49,影片,重點不是預算的多廣
83,0:04:49,0:04:51,影片,而是預算分配的問題
84,0:04:51,0:04:55,影片,以及預算是否會帶動循環經濟
85,0:04:55,0:04:56,影片,據統計
86,0:04:56,0:04:58,影片,目前台灣需要長照支持的人口
87,0:04:58,0:05:02,影片,未達50歲以上總人口的十分之一
88,0:05:02,0:05:03,影片,換句話說
89,0:05:03,0:05:05,影片,這近千億的預算
90,0:05:05,0:05:08,影片,並未幫助到90%以上的高齡長者
91,0:05:08,0:05:10,影片,過去政府對於多數高齡者
92,0:05:10,0:05:13,影片,並未有積極正面的政策發展
93,0:05:13,0:05:15,影片,持續的補貼與撒幣政策
94,0:05:15,0:05:18,影片,換來的或許是短期的支持度
95,0:05:18,0:05:20,影片,但對長期的國家財政而言
