segment,from,to,speaker,text
5,0:01:05,0:01:09,主持人,是不是容我先一一的來介紹今天的與會來賓
6,0:01:09,0:01:13,主持人,首先我們邀請的是台灣大學農業經濟系教授吳珮瑛
7,0:01:13,0:01:15,主持人,吳教授跟大家打招呼
8,0:01:15,0:01:17,主持人,歡迎吳教授
9,0:01:17,0:01:20,主持人,接下來下一位是我們環境資源研究發展基金會執行長
10,0:01:20,0:01:23,主持人,也是我們的前台北市副市長鄧家基
11,0:01:23,0:01:25,主持人,鄧副市長歡迎
12,0:01:25,0:01:29,主持人,再來中間是我們的總統候選人柯文哲
13,0:01:29,0:01:31,主持人,柯文哲主席歡迎
14,0:01:31,0:01:34,主持人,以及我們的競選總幹事黃珊珊
15,0:01:34,0:01:36,主持人,現在總幹事歡迎
16,0:01:36,0:01:42,主持人,下一位是我們中央研究院經濟研究所研究員蕭代基歡迎
17,0:01:42,0:01:44,主持人,好
18,0:01:44,0:01:48,主持人,最後是我們的台灣淨零學院理事長呂學海理事長
19,0:01:48,0:01:50,主持人,歡迎理事長
20,0:01:50,0:01:53,主持人,好當然大家都知道最近跟能源相關的議題
21,0:01:53,0:01:58,主持人,這是我們環境未來永續發展最重要最關切的一個議題
22,0:01:58,0:02:02,主持人,其實我們看到我們現在的民進黨政府是孤注一擲
23,0:02:02,0:02:10,主持人,把這個能源的分配現在看起來是讓我們需要把國家安全放在風險之上
24,0:02:10,0:02:14,主持人,那對於未來極端氣候205淨零碳排的轉型
25,0:02:14,0:02:17,主持人,我們必須要負責任的提出完整的規劃
26,0:02:17,0:02:23,主持人,以及今天我們也會告訴大家柯文哲主席他所主張的能源配比
27,0:02:23,0:02:29,主持人,是不是在這個時間我們就請主席到台前來幫我們說明我們的政策理念
28,0:02:29,0:02:31,主持人,有請主席
29,0:02:31,0:02:33,主持人,不好意思
30,0:02:33,0:02:37,柯文哲,還是到旁邊去好了
31,0:02:37,0:02:39,柯文哲,到旁邊去一點
32,0:02:39,0:02:41,柯文哲,椅子拿到旁邊去
33,0:02:41,0:02:43,主持人,感謝我們的教授們謝謝
34,0:02:43,0:02:45,主持人,謝謝謝謝
35,0:02:45,0:02:47,主持人,謝謝來賓
36,0:02:47,0:02:49,主持人,稍待一會我們再請同仁把東西拿回來
37,0:02:49,0:02:51,柯文哲,各位記者朋友
38,0:02:51,0:02:55,柯文哲,雖然你們對等一下的QA比較有興趣
39,0:02:55,0:02:58,柯文哲,但是你們還是要聽我柯教授把這個課上完
40,0:02:58,0:03:01,柯文哲,講2050淨零碳排放
41,0:03:01,0:03:03,柯文哲,第一點它是一個很嚴重的問題
42,0:03:03,0:03:05,柯文哲,這常常大家都曉得
43,0:03:05,0:03:08,柯文哲,特別台灣好像又比整個世界嚴重
44,0:03:08,0:03:12,柯文哲,因為在過去110年全世界大概上升了一度左右
45,0:03:12,0:03:14,柯文哲,可是台灣是上升1.6度
46,0:03:14,0:03:19,柯文哲,那我想大家也知道在這種溫室氣體的增加狀態下
47,0:03:19,0:03:21,柯文哲,出現極端氣候
48,0:03:21,0:03:24,柯文哲,所以現在台灣要嘛就旱災要嘛就水災
49,0:03:24,0:03:26,柯文哲,以一個實際執政過程
50,0:03:26,0:03:28,柯文哲,我要跟大家講對我來講
51,0:03:28,0:03:30,柯文哲,颱風比較好應付
52,0:03:30,0:03:32,柯文哲,強降雨比較難應付
53,0:03:32,0:03:34,柯文哲,因為颱風還有兩三天的時間可以準備
54,0:03:34,0:03:36,柯文哲,像是強降雨
55,0:03:36,0:03:38,柯文哲,因為南投那個土石流我親自去看過
56,0:03:38,0:03:40,柯文哲,這個就是我最怕的
57,0:03:40,0:03:42,柯文哲,因為突然強降雨一下土石流
58,0:03:42,0:03:44,柯文哲,這就很可怕
59,0:03:44,0:03:46,柯文哲,所以在這二三十年來
60,0:03:46,0:03:48,柯文哲,因為極端氣候的關係天災
61,0:03:48,0:03:50,柯文哲,很明顯增加很多
62,0:03:50,0:03:54,柯文哲,那當然2050淨零碳排放這是國際趨勢
63,0:03:54,0:03:56,柯文哲,但是我們先給小英政府的成績打個叉
64,0:03:56,0:03:58,柯文哲,為什麼
65,0:03:58,0:04:00,柯文哲,因為根本沒有減少
66,0:04:00,0:04:02,柯文哲,本來2020年稍微比2005年少2%
67,0:04:02,0:04:04,柯文哲,不過事實上後來是增加2.6%
68,0:04:04,0:04:06,柯文哲,所以是從這個 curve上看起來
69,0:04:06,0:04:08,柯文哲,我們台灣到目前為止根本沒有減碳
70,0:04:08,0:04:10,柯文哲,OK
71,0:04:10,0:04:12,柯文哲,那為什麼你知道
72,0:04:12,0:04:14,柯文哲,行政院底下有個永續發展委員會
73,0:04:14,0:04:16,柯文哲,我給他寫什麼權責不明
74,0:04:16,0:04:18,柯文哲,功能不彰
75,0:04:18,0:04:20,柯文哲,我跟大家講他最大問題是什麼
76,0:04:20,0:04:22,柯文哲,他一年開會到現在才一次
77,0:04:22,0:04:24,柯文哲,會都沒開
78,0:04:24,0:04:26,柯文哲,你期待他會做出什麼偉大的成績
79,0:04:26,0:04:28,柯文哲,所以他最大問題就是沒開會
80,0:04:28,0:04:30,柯文哲,他一年沒有開會這表示政府對這個
81,0:04:30,0:04:32,柯文哲,沒有用心
82,0:04:32,0:04:34,柯文哲,因為固然有一個氣候變遷因應法
83,0:04:34,0:04:36,柯文哲,可是母法出來
84,0:04:36,0:04:38,柯文哲,要子法要行政命令
85,0:04:38,0:04:40,柯文哲,後面一大堆都還沒弄
86,0:04:40,0:04:42,柯文哲,所以表示說整個政府
87,0:04:42,0:04:44,柯文哲,我也不曉得在忙什麼
88,0:04:44,0:04:46,柯文哲,但是對這個很重要的題目沒有用力在處理
89,0:04:46,0:04:48,柯文哲,那另外一個就是說
90,0:04:48,0:04:50,柯文哲,這個管考的效益
91,0:04:50,0:04:52,柯文哲,管考不明確
92,0:04:52,0:04:54,柯文哲,為什麼推動阻力會很大
93,0:04:54,0:04:56,柯文哲,你想想看如果政府沒有跳到第一線
94,0:04:56,0:04:58,柯文哲,然後都叫光電公司去跟那個
95,0:04:58,0:05:00,柯文哲,居民抗爭去自己去處理
96,0:05:00,0:05:02,柯文哲,結局就是黑道了
97,0:05:02,0:05:04,柯文哲,所以這個政府不可以把他的
98,0:05:04,0:05:06,柯文哲,政府如果不跳下來
99,0:05:06,0:05:08,柯文哲,阻力只會更大
100,0:05:08,0:05:10,柯文哲,好 那當然我們提出六項
101,0:05:10,0:05:12,柯文哲,這等一下一樣一樣來說明
