segment,from,to,speaker,text
220,0:08:25,0:08:27,主持人,好 大家都非常的關心
221,0:08:27,0:08:29,主持人,我們少子化的政策
222,0:08:29,0:08:31,主持人,如果大家還記得的話
223,0:08:31,0:08:33,主持人,我們8月31號在這裡呢
224,0:08:33,0:08:35,主持人,提出了醫療衛生的政策
225,0:08:35,0:08:37,主持人,其中呢
226,0:08:37,0:08:39,主持人,我們提出的醫療五箭
227,0:08:39,0:08:41,主持人,其中一個就是包含
228,0:08:41,0:08:43,主持人,優先照顧兒童跟婦幼
229,0:08:43,0:08:45,主持人,那我們希望在行政院
230,0:08:45,0:08:47,主持人,成立跨部會的協調委員會
231,0:08:47,0:08:49,主持人,定期舉行會報
232,0:08:49,0:08:51,主持人,專責兒童的健康
233,0:08:51,0:08:53,主持人,那在新北市呢我們在
234,0:08:53,0:08:55,主持人,0到2歲的公共托育中心
235,0:08:55,0:08:57,主持人,我們家數呢也衝到了
236,0:08:57,0:08:59,主持人,121家
237,0:08:59,0:09:01,主持人,這樣子的數量是所謂的
238,0:09:01,0:09:03,主持人,一都抵五都
239,0:09:03,0:09:05,主持人,我們新北市的家外托育率
240,0:09:05,0:09:07,主持人,也超過了OECD的
241,0:09:07,0:09:09,主持人,標準 那今年新北市也
242,0:09:09,0:09:11,主持人,預計要投入1.1億
243,0:09:11,0:09:13,主持人,的預算在新北的幼兒
244,0:09:13,0:09:15,主持人,教育上
245,0:09:15,0:09:17,主持人,但是呢在做好幼托
246,0:09:17,0:09:19,主持人,做好怎麼樣帶小孩
247,0:09:19,0:09:21,主持人,養小孩之前呢
248,0:09:21,0:09:23,主持人,少子化仍是非常重
249,0:09:23,0:09:25,主持人,嚴重的國安問題
250,0:09:25,0:09:27,主持人,因此我們今天呢邀請我們
251,0:09:27,0:09:29,主持人,侯市長來為我們做更清楚
252,0:09:29,0:09:31,主持人,的說明 我們歡迎侯市長
253,0:09:31,0:09:33,侯友宜,謝謝
254,0:09:33,0:09:39,侯友宜,謝謝今天來參與的
255,0:09:39,0:09:41,侯友宜,所有的立委
256,0:09:41,0:09:43,侯友宜,包括我們立委的參選人
257,0:09:43,0:09:45,侯友宜,我們新北市的立委各個都是
