segment,from,to,speaker,text
1,0:00:00,0:00:04,主持人,還有我們場內現場放多的貴賓
2,0:00:04,0:00:08,主持人,還有民眾黨的總統候選人柯文哲
3,0:00:08,0:00:09,主持人,柯主席
4,0:00:09,0:00:12,主持人,還有在網路上收看直播
5,0:00:12,0:00:14,主持人,非常關心台灣的未來
6,0:00:14,0:00:18,主持人,期待改變台灣的全國同胞朋友
7,0:00:18,0:00:19,主持人,大家早安大家好
8,0:00:19,0:00:22,主持人,我是今天的主持人戴宇文
9,0:00:22,0:00:25,主持人,那首先呢我們先介紹今天的
10,0:00:25,0:00:26,主持人,與會的貴賓喔
11,0:00:27,0:00:32,主持人,首先我們先歡迎民眾黨的總統候選人柯文哲柯主席
12,0:00:32,0:00:36,主持人,另外呢我們也有
13,0:00:36,0:00:42,主持人,許多外面的這個很重要的學者文化大學的教授杜震華杜教授
14,0:00:42,0:00:47,主持人,台灣經濟研究社社長孫智麗孫社長
15,0:00:47,0:00:53,主持人,還有台灣民眾黨的秘書長周台竹周秘書長
16,0:00:55,0:01:01,主持人,還有我們非常辛苦非常認真的我們競選的總幹事黃珊珊黃總幹事
17,0:01:01,0:01:07,主持人,還有非常辛苦幫忙整合我們所有的政策政見的科辦的
18,0:01:07,0:01:10,主持人,智庫的執行長蘇敬強蘇執行長
19,0:01:10,0:01:18,主持人,好各位好朋友今天呢非常的難得在選戰現在倒數
20,0:01:18,0:01:20,主持人,60多天的時間
21,0:01:20,0:01:22,主持人,在現在選戰的氣氛啊
22,0:01:22,0:01:23,主持人,充滿了抹紅
23,0:01:24,0:01:25,主持人,抹黑的時刻
24,0:01:25,0:01:26,主持人,我們現在呢
25,0:01:26,0:01:28,主持人,民眾黨跟柯文哲
26,0:01:28,0:01:29,主持人,依然
27,0:01:29,0:01:30,主持人,很堅定的
28,0:01:30,0:01:33,主持人,提出負責任的提出了具體的政見
29,0:01:33,0:01:35,主持人,來讓國人同胞
30,0:01:35,0:01:36,主持人,向國人同胞來
31,0:01:36,0:01:37,主持人,這個報告
32,0:01:37,0:01:40,主持人,那這也是我們改變台灣文化
33,0:01:40,0:01:43,主持人,改變台灣就要從這一刻開始
34,0:01:43,0:01:48,主持人,我相信我們不只是爭取未來四年的總統
35,0:01:48,0:01:49,主持人,而是我們希望提出
36,0:01:49,0:01:51,主持人,具體的產業政策
37,0:01:51,0:01:54,主持人,能夠奠定台灣未來的產業發展
38,0:01:54,0:01:56,主持人,讓強勁的
39,0:01:56,0:01:59,主持人,讓韌性台灣的這個產業政策
40,0:01:59,0:02:01,主持人,支撐台灣的經濟發展
41,0:02:01,0:02:04,主持人,發展讓自由民主
42,0:02:04,0:02:05,主持人,繁榮富足
43,0:02:05,0:02:08,主持人,在這塊美麗的寶島上面呈現
44,0:02:08,0:02:10,主持人,接下來我們歡迎我們民眾黨的
45,0:02:10,0:02:11,主持人,總統候選人
46,0:02:11,0:02:12,主持人,柯文哲
47,0:02:12,0:02:15,主持人,向各位國人同胞來報告我們的
48,0:02:15,0:02:16,主持人,產業政策
49,0:02:21,0:02:22,柯文哲,到旁邊去
50,0:02:22,0:02:26,柯文哲,好 今天來講產業政策
51,0:02:26,0:02:28,柯文哲,這個雖然
52,0:02:28,0:02:32,柯文哲,我知道我所有記者朋友對那個Q&A比較有興趣
53,0:02:32,0:02:33,柯文哲,不過還是要
54,0:02:33,0:02:37,柯文哲,盡責的把我們這個國家政策盡量傳遞給我們的國民
55,0:02:37,0:02:43,柯文哲,台灣的經濟政策當然有面對內在困境跟外在困境
56,0:02:43,0:02:47,柯文哲,那外面的困境包括這個中美貿易大戰
57,0:02:47,0:02:49,柯文哲,過去是全球化
58,0:02:49,0:02:52,柯文哲,在中美貿易大戰變半球化
59,0:02:52,0:02:55,柯文哲,然後再來因為COVID-19的出現變區域化
60,0:02:55,0:02:59,柯文哲,所以這牽涉到整個全世界生產鏈的斷鏈跟重整
61,0:02:59,0:03:00,柯文哲,這是大問題
62,0:03:00,0:03:01,柯文哲,另外一個
63,0:03:01,0:03:04,柯文哲,中國一直拿ECFA來恐嚇我們
64,0:03:04,0:03:08,柯文哲,甚至會說這個ECFA要看我們選舉結果再決定
65,0:03:08,0:03:11,柯文哲,這個就是我們在中國在我們的
66,0:03:11,0:03:13,柯文哲,經貿的比例這麼高
67,0:03:13,0:03:15,柯文哲,然後常常會出招
68,0:03:15,0:03:16,柯文哲,這到底我們要怎麼應付
69,0:03:17,0:03:19,柯文哲,所以變成兩岸不確定性相當高
70,0:03:19,0:03:20,柯文哲,那另外
71,0:03:20,0:03:25,柯文哲,本來以為不會有戰爭的地方已經出現戰爭
72,0:03:25,0:03:26,柯文哲,烏克蘭跟俄國
73,0:03:26,0:03:28,柯文哲,以色列跟哈馬斯
74,0:03:28,0:03:31,柯文哲,所以我每次在演講當中說
75,0:03:31,0:03:33,柯文哲,你不要以為台灣一定不會有戰爭
76,0:03:33,0:03:35,柯文哲,因為
77,0:03:35,0:03:38,柯文哲,台灣一直是被認為世界上最危險的地方
78,0:03:38,0:03:41,柯文哲,結果那個比較不危險的地方反而都出現戰爭
79,0:03:41,0:03:43,柯文哲,那當然這戰爭打下去
80,0:03:43,0:03:46,柯文哲,影響很大特別烏克蘭是歐洲的糧倉
81,0:03:47,0:03:52,柯文哲,所以包括黃豆玉米整個國際價格就上漲
82,0:03:52,0:03:53,柯文哲,那當然
83,0:03:53,0:03:58,柯文哲,我們這COVID-19三連線對全世界經濟還是有很大的影響
