segment,from,to,speaker,text
1,0:00:00,0:00:03,主持人,變成軍備競賽 那很有錢的人可以把
2,0:00:03,0:00:05,主持人,家庭的資源都投入
3,0:00:05,0:00:07,主持人,但是卻造成的是
4,0:00:07,0:00:09,主持人,出現了階級的差異
5,0:00:09,0:00:12,主持人,再來是說 為了要讓學生更多自主學習的
6,0:00:12,0:00:16,主持人,時間 反而會讓這個現狀出現
7,0:00:16,0:00:18,主持人,強者更強 弱者更弱
8,0:00:18,0:00:20,主持人,號稱是開放多元
9,0:00:20,0:00:23,主持人,但其實現在很多時候都有標準答案才可以
10,0:00:23,0:00:27,主持人,得分 那所以這個是不是也是出現了困境呢
11,0:00:27,0:00:30,主持人,今天呢 我們邀請了現場非常多的專家
12,0:00:30,0:00:34,主持人,以及教授們 還有我們的柯文哲主席 一起來
13,0:00:34,0:00:37,主持人,跟大家探討 我剛所說的現狀 以及我們要
14,0:00:37,0:00:41,主持人,提出的解方 首先是容我來先介紹一下
15,0:00:41,0:00:44,主持人,我們今天的與會來賓 那我們的來賓當我
16,0:00:44,0:00:47,主持人,唱名的時候 麻煩幫我們跟前方的媒體朋友
17,0:00:47,0:00:47,主持人,打聲招呼
18,0:00:47,0:00:51,主持人,首先我們邀請的是 臺北市教育會榮譽理事長
19,0:00:51,0:00:53,主持人,葉清芪 葉理事長 理事長好
20,0:00:55,0:00:57,主持人,好 接下來是我們的
21,0:00:57,0:01:00,主持人,臺北市高中家長聯合會監事長莊孟峯
22,0:01:00,0:01:02,主持人,監事長好
23,0:01:02,0:01:06,主持人,再來是我們的中華民國餐盒食品商業同業
24,0:01:06,0:01:09,主持人,工會全國聯合會理事長陳明信 理事長好
25,0:01:09,0:01:13,主持人,再來是我們的臺北市立大學名譽教授劉春榮
26,0:01:13,0:01:14,主持人,教授好
27,0:01:14,0:01:20,主持人,以及我們的南華高中董事長何焱銘 董事長好
28,0:01:20,0:01:24,主持人,再來是我們的前臺北市教育局長曾燦金
29,0:01:24,0:01:25,主持人,也是我們的顧問 局長好
30,0:01:25,0:01:29,主持人,再來是我們的民眾黨立法委員張其祿
31,0:01:29,0:01:30,主持人,張委員好
32,0:01:30,0:01:34,主持人,接下來是我們的臺灣民眾黨總統候選人
33,0:01:34,0:01:35,主持人,柯文哲主席好
34,0:01:35,0:01:42,主持人,在這個記者會一開始 我們先來邀請我們的
35,0:01:42,0:01:45,主持人,貴賓 能夠先來針對我們的這個現行的教育
36,0:01:45,0:01:49,主持人,體制 以及我們可以從家長教師的層面來
37,0:01:49,0:01:52,主持人,觀察 那我們是不是先有請我們的臺北市教育會
38,0:01:52,0:01:56,主持人,榮譽理事長葉清芪 葉理事長 能夠為我們
39,0:01:56,0:01:58,主持人,簡短的來做發言
40,0:01:58,0:01:59,主持人,有請
41,0:01:59,0:02:05,葉青芪,各位現場線上的貴賓 以及各位記者
42,0:02:05,0:02:07,葉青芪,媒體先生小姐大家早安
43,0:02:07,0:02:10,葉青芪,大家應該知道今天是什麼節日吧
44,0:02:10,0:02:13,葉青芪,今天是教師節
45,0:02:13,0:02:16,葉青芪,那教師節為什麼會請假 再來到這邊
46,0:02:16,0:02:20,葉青芪,因為我是一個教育現場的一個觀察者
47,0:02:20,0:02:23,葉青芪,我對於臺灣的教育我還是有期待的
48,0:02:23,0:02:27,葉青芪,大家記不記得在前一陣子在7月初的時候
49,0:02:27,0:02:32,葉青芪,在韓國有一個叫做學校
50,0:02:32,0:02:35,葉青芪,老師在學校親身的這個問題
51,0:02:35,0:02:40,葉青芪,那依我的觀察這個風氣在臺灣也在慢慢的
52,0:02:40,0:02:42,葉青芪,發酵當中
53,0:02:42,0:02:48,葉青芪,推動兒少權力的提升是普世價值
54,0:02:49,0:02:50,葉青芪,我完全的支持
55,0:02:50,0:02:56,葉青芪,但是目前的實施方式我是覺得有意見的
56,0:02:56,0:03:00,葉青芪,政府不能只用宣誓方式只負責當好人
57,0:03:00,0:03:06,葉青芪,把問題丟給教育現場的老師跟家長來做一個處理
58,0:03:06,0:03:14,葉青芪,請問大家你們知道師對生的管教跟師對生的
59,0:03:14,0:03:16,葉青芪,霸凌差異在哪裡嗎
60,0:03:16,0:03:19,葉青芪,這件事真的是會動搖教育現場的
61,0:03:19,0:03:23,葉青芪,以剛剛韓國的事件為例
62,0:03:23,0:03:30,葉青芪,他們的國會在這短時間內馬上去做一個修法
63,0:03:30,0:03:35,葉青芪,他裡面有提到據媒體報導叫做不得將教師的
64,0:03:35,0:03:42,葉青芪,正當生活指導視為兒童福祉法第17條的規定
65,0:03:42,0:03:44,葉青芪,裡面的身體心理體系
66,0:03:44,0:03:47,葉青芪,裡面的身體心理虐待行為
67,0:03:47,0:03:53,葉青芪,同時也提到家長也負有對孩子生活指導的義務
68,0:03:53,0:04:00,葉青芪,所以我覺得臺灣的教育要好
69,0:04:00,0:04:03,葉青芪,老師絕對不能少
70,0:04:03,0:04:06,葉青芪,這件事情我對柯P是有期待的
71,0:04:06,0:04:07,葉青芪,為什麼呢
72,0:04:07,0:04:12,葉青芪,我拿三年前的疫情在臺北市發生為例
73,0:04:13,0:04:15,葉青芪,我在柯P身上看到的是
74,0:04:15,0:04:18,葉青芪,政府資訊公開透明
75,0:04:18,0:04:22,葉青芪,第二個行政的執行力
76,0:04:22,0:04:26,葉青芪,還有第三個對未來的破壞
77,0:04:26,0:04:30,葉青芪,大家常常會說臺北市是一個天龍國
78,0:04:30,0:04:36,葉青芪,但是天龍國所多出來的每一份資源都是家長的期待
79,0:04:36,0:04:40,葉青芪,也是我們的優秀的議員在監督的一個部分
80,0:04:41,0:04:46,葉青芪,那以酷課雲疫情中的線上來講
81,0:04:46,0:04:50,葉青芪,臺北市創造出來一個酷課雲的平台
82,0:04:50,0:04:54,葉青芪,這個平台除了臺北市在用
83,0:04:54,0:04:58,葉青芪,我們也把它分享出去到其他各個縣市
84,0:04:58,0:05:00,葉青芪,如果沒有記錯應該是15個縣市
85,0:05:00,0:05:02,葉青芪,甚至還有海外的學校
86,0:05:02,0:05:06,葉青芪,這在在的顯示就是我們除了自己好
87,0:05:06,0:05:11,葉青芪,還要把我們好的經驗分享給其他的縣市
88,0:05:11,0:05:16,葉青芪,我也期待柯P能夠將臺北市的經驗
89,0:05:16,0:05:18,葉青芪,讓他自己能夠跟上一層樓
90,0:05:18,0:05:22,葉青芪,能夠分享到臺灣其他的各縣市
91,0:05:22,0:05:23,葉青芪,謝謝
92,0:05:23,0:05:26,主持人,感謝謝謝我們的葉青芪理事長
93,0:05:26,0:05:29,主持人,他特別提出的是今天剛好是教師節
94,0:05:29,0:05:32,主持人,這個對於師資上面的培育以及從臺北出發
95,0:05:32,0:05:33,主持人,這樣子的經驗分享
96,0:05:33,0:05:34,主持人,謝謝理事長
97,0:05:34,0:05:37,主持人,接下來我們是不是邀請我們的臺北市
98,0:05:37,0:05:40,主持人,高中家長聯合會監事長莊孟峯莊監事長
99,0:05:40,0:05:42,主持人,來也幫我們分享一下你的看法
100,0:05:42,0:05:44,主持人,有請
101,0:05:44,0:05:51,莊孟峯,各位貴賓還有各位現場的媒體朋友大家好
102,0:05:51,0:05:55,莊孟峯,我是高中聯合會監事長莊孟峰
103,0:05:55,0:05:56,莊孟峯,那過去
104,0:05:56,0:06:00,莊孟峯,其實現在來講就是經歷過過去
105,0:06:00,0:06:04,莊孟峯,這個8年的臺北市教育的改革的力量
106,0:06:04,0:06:08,莊孟峯,一直到今年教育局新的團隊進來
107,0:06:08,0:06:13,莊孟峯,那我真的是非常肯定過去我們臺北市教育
108,0:06:13,0:06:14,莊孟峯,在給學生
109,0:06:14,0:06:20,莊孟峯,給教師給家長很多很多的新的不一樣的感覺
110,0:06:20,0:06:24,莊孟峯,那我也參與在其中也6年的時間
111,0:06:24,0:06:25,莊孟峯,看到
112,0:06:26,0:06:30,莊孟峯,臺北很多地方從校園的硬體到軟體
113,0:06:30,0:06:32,莊孟峯,都一直的在進步
114,0:06:32,0:06:34,莊孟峯,那過去
115,0:06:34,0:06:37,莊孟峯,因為也一直擔任會長的職務
116,0:06:37,0:06:41,莊孟峯,所以一直都跟教育局是相當密切的合作關係
117,0:06:41,0:06:45,莊孟峯,那也有感受到剛剛我們青芪理事長
118,0:06:45,0:06:47,莊孟峯,說到就是
119,0:06:47,0:06:51,莊孟峯,除了有硬體軟體之外 那教師的資源
120,0:06:51,0:06:55,莊孟峯,的分配跟家長孩子的擔憂
121,0:06:55,0:07:00,莊孟峯,是不是能夠用臺北的經驗讓整個國家
122,0:07:00,0:07:04,莊孟峯,都能夠更往前邁進 我想這邁進一定是對我們
123,0:07:04,0:07:08,莊孟峯,百姓是最好的事情 那我只能說過去真的
124,0:07:08,0:07:10,莊孟峯,臺北市的進步
125,0:07:10,0:07:13,莊孟峯,家長是最直接有感受到的
126,0:07:13,0:07:16,莊孟峯,其實我自己以前就曾經在
127,0:07:16,0:07:21,莊孟峯,柯市長任內的時候 我們有一個酷課雲的會議
128,0:07:21,0:07:22,莊孟峯,我就已經有提到
129,0:07:23,0:07:26,莊孟峯,其實酷課雲這個東西 其實它是一個國家
130,0:07:26,0:07:29,莊孟峯,應該去推動的東西 他應該是要用國家的
131,0:07:29,0:07:31,莊孟峯,資源去做的事情
132,0:07:31,0:07:35,莊孟峯,但是我們臺北市居然用臺北市的錢去做了
133,0:07:35,0:07:37,莊孟峯,一個酷課雲的事情
134,0:07:37,0:07:41,莊孟峯,然後在疫情之間能夠讓很多的縣市
135,0:07:41,0:07:44,莊孟峯,藉由我們的酷課雲 然後去得到很多教學的
136,0:07:44,0:07:46,莊孟峯,資源 那其實
137,0:07:46,0:07:50,莊孟峯,等於說臺北市一直在做一個國家應該做的
138,0:07:51,0:07:55,莊孟峯,一個最前面的領頭羊 那後面
139,0:07:55,0:07:56,莊孟峯,怎麼樣去
140,0:07:56,0:08:01,莊孟峯,跟隨 怎麼去改變創新 我想是我期待的
141,0:08:01,0:08:05,莊孟峯,所以今天是教師節 要祝福教師節快樂 謝謝
142,0:08:05,0:08:05,莊孟峯,大家
143,0:08:05,0:08:09,主持人,好 謝謝我們的莊監事長
144,0:08:09,0:08:13,主持人,尤其現在是這個臺北市應該是首善之區
145,0:08:13,0:08:17,主持人,我們應該要從臺北市的經驗要帶往全臺灣
146,0:08:17,0:08:19,主持人,那當然教育的改革不是一朝一夕
147,0:08:19,0:08:22,主持人,柯文哲主席今天就非常負責任的要提出
148,0:08:22,0:08:25,主持人,我們的教育的政策 大家可以看到像我們的這個
149,0:08:25,0:08:28,主持人,PPT上面 用比較一個比較可愛的方式
150,0:08:28,0:08:29,主持人,用這個
151,0:08:29,0:08:33,主持人,壽司師傅柯P上菜有13年一貫的政策
152,0:08:33,0:08:36,主持人,那什麼叫做13年一貫呢 接下來我們是不是
