segment,from,to,speaker,text
1,0:00:00,0:00:02,柯文哲,要把那個銓敘部的工作
2,0:00:02,0:00:04,柯文哲,還有這個審查跟調查權
3,0:00:04,0:00:07,柯文哲,就移到行政院跟立法院去
4,0:00:07,0:00:10,柯文哲,一定要建立一個公開遴權制度
5,0:00:10,0:00:13,柯文哲,我們在台北市士職等以上
6,0:00:13,0:00:14,柯文哲,有一個公開遴權的機制
7,0:00:14,0:00:15,柯文哲,以前聽說什麼
8,0:00:15,0:00:17,柯文哲,就市長是一通電話去說
9,0:00:17,0:00:19,柯文哲,說類似科長要找誰
10,0:00:19,0:00:21,柯文哲,就讓公務員他覺得他不需要努力
11,0:00:21,0:00:23,柯文哲,他只要巴結一個人就可以
12,0:00:23,0:00:24,柯文哲,可是我們建立一個
13,0:00:24,0:00:26,柯文哲,很公開的遴權制度
14,0:00:26,0:00:28,柯文哲,第一 他可以比較公平
15,0:00:28,0:00:31,柯文哲,他就不需要只要去巴結一個人
16,0:00:31,0:00:33,柯文哲,他就平常該做他該做的事
17,0:00:33,0:00:35,柯文哲,所以不管是高階文官
18,0:00:35,0:00:37,柯文哲,或是國營事業的董監事
19,0:00:37,0:00:39,柯文哲,應該有一個公開遴權的制度
20,0:00:39,0:00:41,柯文哲,在蔡英文任內
21,0:00:41,0:00:43,柯文哲,把特別預算常態化
22,0:00:43,0:00:45,柯文哲,前瞻計畫 8400 億
23,0:00:45,0:00:47,柯文哲,防疫特別預算 8400 億
24,0:00:47,0:00:48,柯文哲,還有這個軍火
25,0:00:48,0:00:51,柯文哲,八年大概也跟買軍火就買了一兆
26,0:00:51,0:00:52,柯文哲,問題是
27,0:00:52,0:00:54,柯文哲,他很難監督
28,0:00:54,0:00:56,柯文哲,所以最近在講說什麼
29,0:00:56,0:00:58,柯文哲,蔡英文總統在說什麼
30,0:00:58,0:01:00,柯文哲,民進黨是最有財政紀律的政府
31,0:01:00,0:01:02,柯文哲,什麼收支平衡
32,0:01:02,0:01:04,柯文哲,你把特別預算不算
33,0:01:04,0:01:05,柯文哲,當然收支平衡
