segment,from,to,speaker,text
1,00:00:00.000,00:00:01.540,主持人,還有現場的各位來賓
2,00:00:01.540,00:00:03.040,主持人,各位青年朋友大家好
3,00:00:03.040,00:00:05.120,主持人,我是今天的論壇活動主持人
4,00:00:05.120,00:00:06.040,主持人,陳采儀
5,00:00:06.040,00:00:07.480,主持人,非常榮幸邀請大家
6,00:00:07.480,00:00:09.420,主持人,今天跟我們一起參與這場論壇
7,00:00:09.420,00:00:11.920,主持人,共同探討青年的議題
8,00:00:11.920,00:00:13.680,主持人,那麼今天這場論壇活動
9,00:00:13.680,00:00:15.320,主持人,是由No News今日新聞
10,00:00:15.320,00:00:18.600,主持人,還有台灣青年民主協會共同主辦
11,00:00:18.600,00:00:19.800,主持人,那麼說到青年朋友
12,00:00:19.800,00:00:21.120,主持人,大家很多人第一個印象
13,00:00:21.120,00:00:22.420,主持人,就是想到有活力
14,00:00:22.420,00:00:23.960,主持人,那麼甚至是創新
15,00:00:23.960,00:00:25.600,主持人,那麼青年其實也象徵著
16,00:00:25.600,00:00:27.300,主持人,國家未來的希望
17,00:00:27.300,00:00:28.760,主持人,那麼我們希望藉由
18,00:00:28.760,00:00:30.400,主持人,今天的這場論壇
19,00:00:30.400,00:00:32.480,主持人,可以作為青年發聲的平台
20,00:00:32.480,00:00:34.600,主持人,同時也希望政府單位
21,00:00:34.600,00:00:35.940,主持人,能夠多多支持
22,00:00:35.940,00:00:38.680,主持人,還有鼓勵推動青年的政策
23,00:00:38.680,00:00:39.640,主持人,那麼稍微說明一下
24,00:00:39.640,00:00:41.340,主持人,今天的論壇將分為兩個階段
25,00:00:41.340,00:00:43.520,主持人,第一個階段將會由
26,00:00:43.520,00:00:45.120,主持人,總統參選人針對青年議題
27,00:00:45.120,00:00:46.120,主持人,來進行論述
28,00:00:46.120,00:00:47.020,主持人,那麼第二個階段
29,00:00:47.020,00:00:49.480,主持人,將會是由NGO團體的提問
30,00:00:49.480,00:00:51.720,主持人,而且我們是用抽籤方式來進行
31,00:00:51.720,00:00:52.760,主持人,接著就會開放
32,00:00:52.760,00:00:54.500,主持人,現場所有的青年朋友
33,00:00:54.500,00:00:57.260,主持人,還有來賓來舉手發問
34,00:00:57.260,00:00:59.400,主持人,那麼說到了NGO提問的環節
35,00:00:59.400,00:01:01.740,主持人,我們接下來就要來抽出
36,00:01:01.740,00:01:04.540,主持人,五題不同NGO團體的提問
37,00:01:04.540,00:01:06.280,主持人,首先我們就要邀請到的是
38,00:01:06.280,00:01:08.040,主持人,台灣青年民主協會
39,00:01:08.040,00:01:09.380,主持人,理事長張玉萌
40,00:01:09.380,00:01:11.240,主持人,張理事長上台為我們抽出
41,00:01:11.240,00:01:12.640,主持人,參選人稍後要回答的
42,00:01:12.640,00:01:15.280,主持人,五個NGO團體提問
43,00:01:15.280,00:01:16.580,主持人,那麼請工作人員幫我們把
44,00:01:16.580,00:01:17.920,主持人,籤筒拿上台
45,00:01:17.920,00:01:23.860,主持人,好 玉萌在等等也會擔任我們
46,00:01:23.860,00:01:25.700,主持人,Q&A環節的主持人
47,00:01:25.700,00:01:26.820,主持人,那我們現在就有請
48,00:01:26.820,00:01:29.160,主持人,玉萌幫我們抽出五個題目
49,00:01:29.160,00:01:31.600,主持人,第一題編號4
50,00:01:31.600,00:01:34.160,主持人,編號4是由台灣勞工陣線提問
51,00:01:34.160,00:01:35.100,主持人,第二題
52,00:01:35.100,00:01:37.300,主持人,第二題編號8
53,00:01:37.300,00:01:38.700,主持人,編號8是由
54,00:01:38.700,00:01:41.400,主持人,民間司法改革基金會提問
55,00:01:41.400,00:01:43.840,主持人,第三題編號6
56,00:01:43.840,00:01:47.540,主持人,編號6是由經濟民主聯合提問
57,00:01:47.540,00:01:49.380,主持人,第四題編號5
58,00:01:49.380,00:01:53.080,主持人,編號5是由台灣同志諮詢熱線提問
59,00:01:53.080,00:01:55.480,主持人,第五題編號10
60,00:01:55.480,00:01:57.020,主持人,編號10是由台灣青年
61,00:01:57.020,00:01:59.220,主持人,民主協會所提問
62,00:01:59.220,00:02:00.660,主持人,我們非常謝謝玉萌
63,00:02:00.660,00:02:03.360,主持人,我們請玉萌先回台下就座
64,00:02:03.360,00:02:06.400,主持人,好 緊接著大家
65,00:02:06.400,00:02:08.360,主持人,相當期待的環節要到來囉
66,00:02:08.360,00:02:10.600,主持人,那麼接下來我們就要邀請到的是
67,00:02:10.600,00:02:12.700,主持人,2024總統大選參選人
68,00:02:12.700,00:02:14.740,主持人,副總統賴清德先生
69,00:02:14.740,00:02:16.880,主持人,為我們上台分享經典論述
70,00:02:16.880,00:02:18.240,主持人,歡迎賴副總統
72,00:02:44.260,00:02:46.140,賴清德,好 謝謝
73,00:02:46.140,00:02:49.400,賴清德,我們NOW NEWS吳松浩總經理
74,00:02:49.400,00:02:52.980,賴清德,青年民主聯盟張玉萌理事長
75,00:02:52.980,00:02:54.900,賴清德,在場各位嘉賓
76,00:02:54.900,00:02:57.480,賴清德,出席的所有年輕的好朋友
77,00:02:57.480,00:02:59.180,賴清德,各位面試官
78,00:02:59.180,00:03:01.780,賴清德,大家早安 大家好
79,00:03:01.780,00:03:10.800,賴清德,我今天非常榮幸能夠受到邀請
80,00:03:10.800,00:03:16.900,賴清德,出席由NOW NEWS跟台灣青年民主聯盟所共同舉辦的
81,00:03:16.900,00:03:21.640,賴清德,2024總統大選青年面試官的論壇活動
82,00:03:21.640,00:03:24.380,賴清德,首先要感謝主辦單位
83,00:03:24.380,00:03:26.280,賴清德,建構這樣的一個平台
84,00:03:26.280,00:03:30.180,賴清德,讓候選人有機會向全國年輕人
85,00:03:30.180,00:03:34.820,賴清德,向台灣社會表達候選人的政見
86,00:03:34.820,00:03:36.580,賴清德,那我特別要利用這個機會
87,00:03:36.580,00:03:38.960,賴清德,感謝台灣青年民主聯盟
88,00:03:38.960,00:03:41.460,賴清德,兩次總統大選
89,00:03:41.460,00:03:46.400,賴清德,都發表了青年的政策白皮書
90,00:03:46.400,00:03:50.140,賴清德,可以展現我們台灣青年民主聯盟
91,00:03:50.140,00:03:55.900,賴清德,對台灣社會的非常廣泛的關懷
92,00:03:55.900,00:03:57.580,賴清德,那同時呢
93,00:03:57.580,00:04:01.020,賴清德,也對議題非常深入的研究
94,00:04:01.020,00:04:05.320,賴清德,我非常希望能夠透過今天的交流
95,00:04:05.320,00:04:09.420,賴清德,讓大家能夠給我更多的指教
96,00:04:09.420,00:04:12.100,賴清德,未來我不管是參選
97,00:04:12.100,00:04:13.500,賴清德,或是未來的執政
98,00:04:13.500,00:04:16.360,賴清德,都能夠更加貼近民意
99,00:04:16.360,00:04:19.900,賴清德,那我首先我要跟大家報告的是
100,00:04:19.900,00:04:24.000,賴清德,世界正遭逢空前的巨變
101,00:04:24.000,00:04:27.840,賴清德,不管是極權主義的興起
102,00:04:27.840,00:04:31.740,賴清德,挑起了地緣政治的危機
103,00:04:31.740,00:04:36.680,賴清德,又或者是數位轉型
104,00:04:36.680,00:04:40.720,賴清德,將帶動的全面的智慧化
105,00:04:40.720,00:04:44.420,賴清德,又或者是為了要因應氣候的危機
106,00:04:44.420,00:04:48.260,賴清德,不得不採取的淨零轉型
107,00:04:48.260,00:04:51.960,賴清德,勢必是會帶給包括台灣在內
108,00:04:51.960,00:04:57.160,賴清德,全球每一個國家非常大的挑戰
109,00:04:57.160,00:05:01.840,賴清德,我將以積極正面的態度
110,00:05:01.840,00:05:05.200,賴清德,掌握世界的變局
111,00:05:05.200,00:05:11.540,賴清德,而且將化挑戰為台灣升級轉型的動力
112,00:05:11.540,00:05:12.780,賴清德,過去這段時間
113,00:05:12.780,00:05:14.140,賴清德,我結合了三個智庫
114,00:05:14.140,00:05:16.620,賴清德,兩百多個專家學者
115,00:05:16.620,00:05:20.580,賴清德,提出的國政藍圖
116,00:05:20.580,00:05:24.060,賴清德,我也是所有的候選人裡面
117,00:05:24.060,00:05:28.660,賴清德,提出最完整國政藍圖的候選人
118,00:05:28.660,00:05:31.700,賴清德,我將結合台灣社會各界的力量
119,00:05:31.700,00:05:34.440,賴清德,推動國家希望工程
120,00:05:34.440,00:05:38.240,賴清德,打造民主和平的台灣
121,00:05:38.240,00:05:40.880,賴清德,創新繁榮的台灣
122,00:05:40.880,00:05:44.520,賴清德,以及公益永續的台灣
123,00:05:44.520,00:05:49.180,賴清德,在民主和平的台灣方面
124,00:05:49.180,00:05:53.620,賴清德,我將在蔡英文總統的四大堅持之上
125,00:05:53.620,00:05:59.660,賴清德,提出和平四大支柱行動方案
126,00:05:59.660,00:06:02.060,賴清德,四大堅持是包括
127,00:06:02.060,00:06:07.300,賴清德,永遠堅持民主自由的憲政體制
128,00:06:07.300,00:06:09.840,賴清德,堅持中華民國
129,00:06:09.840,00:06:13.140,賴清德,和中華人民共和國互不隸屬
130,00:06:13.140,00:06:17.580,賴清德,堅持主權不容侵犯併吞
131,00:06:17.580,00:06:20.620,賴清德,堅持中華民國台灣的前途
132,00:06:20.620,00:06:26.820,賴清德,只有全體台灣人民有權來做決定
133,00:06:26.820,00:06:28.960,賴清德,我所謂的四大
134,00:06:28.960,00:06:31.060,賴清德,和平四大支柱行動方案
135,00:06:31.060,00:06:34.360,賴清德,第一個就是要強化
136,00:06:34.360,00:06:37.440,賴清德,我們國家國防國安的力量
137,00:06:37.440,00:06:40.580,賴清德,不管是對外進行軍事採購
138,00:06:40.580,00:06:43.580,賴清德,或是國防自主
139,00:06:43.580,00:06:50.560,賴清德,戰機、船艦、潛水艇等等
140,00:06:50.560,00:06:53.820,賴清德,不管是國防自主或是對外採購
141,00:06:53.820,00:06:56.260,賴清德,我們都應該要並頭進行
142,00:06:56.260,00:06:59.860,賴清德,特別我也會支持兵役
143,00:06:59.860,00:07:02.800,賴清德,恢復為一年
144,00:07:02.800,00:07:05.940,賴清德,採取的不對稱的作戰
145,00:07:05.940,00:07:07.600,賴清德,但是也沒有另外
146,00:07:07.600,00:07:10.140,賴清德,再進一步延長的計畫
147,00:07:10.140,00:07:14.100,賴清德,我希望我們所有年輕人
148,00:07:14.100,00:07:16.840,賴清德,在服義務役的時候
149,00:07:16.840,00:07:20.780,賴清德,都能夠有所收穫
150,00:07:20.780,00:07:23.020,賴清德,不管在個人的專業
151,00:07:23.020,00:07:25.020,賴清德,身體體魄上面
152,00:07:25.020,00:07:28.020,賴清德,又或者是對國家的貢獻上面
153,00:07:28.020,00:07:29.960,賴清德,都能夠有成就感
154,00:07:29.960,00:07:32.460,賴清德,能夠有別於以往當兵
155,00:07:32.460,00:07:35.200,賴清德,就在數饅頭或是拔草
156,00:07:35.200,00:07:39.140,賴清德,練刺槍術那種傳統的做法
157,00:07:39.140,00:07:43.040,賴清德,第二個我會來強化
158,00:07:43.040,00:07:47.900,賴清德,第二個自助就是強化我們經濟的安全
159,00:07:47.900,00:07:51.620,賴清德,目前正逢全球產業鏈重組
