segment,from,to,speaker,text
1,0:00:00,0:00:02,主持人,觀眾朋友大家好
2,0:00:02,0:00:05,主持人,歡迎大家今天來到我們的記者會現場
3,0:00:05,0:00:07,主持人,台灣的少子化問題非常非常的嚴重
4,0:00:07,0:00:11,主持人,不孕症也是越來越多人有的趨勢
5,0:00:11,0:00:13,主持人,那麼現代人晚婚又晚生
6,0:00:13,0:00:15,主持人,所以不孕的人數也增加了
7,0:00:15,0:00:17,主持人,有人工生殖的需求
8,0:00:17,0:00:20,主持人,不過台灣的人工生殖法相當的落後老舊
9,0:00:20,0:00:22,主持人,沒有辦法改善人民的需求
10,0:00:22,0:00:25,主持人,也無法讓人民真正的帶來幸福
11,0:00:25,0:00:27,主持人,那麼到底要如何解決呢
12,0:00:27,0:00:29,主持人,台灣民眾黨非常負責任的
13,0:00:29,0:00:32,主持人,提出了修法的草案版本
14,0:00:32,0:00:34,主持人,今天我們會具體的提出我們的主張
15,0:00:34,0:00:37,主持人,首先先來介紹一下今天與會的長官
16,0:00:37,0:00:40,主持人,我要介紹的是台灣民眾黨的總統參選人
17,0:00:40,0:00:44,主持人,柯文哲
18,0:00:44,0:00:46,主持人,台灣民眾黨的副總統參選人
19,0:00:46,0:00:49,主持人,吳欣盈
20,0:00:49,0:00:54,主持人,以及我們的不分區提名人陳昭姿
21,0:00:54,0:00:55,主持人,那麼接下來呢
22,0:00:55,0:00:57,主持人,針對台灣民眾黨所提出的
23,0:00:57,0:00:58,主持人,具體的草案內容
24,0:00:58,0:01:01,主持人,我們就有請吳欣盈來為大家介紹
25,0:01:01,0:01:06,吳欣盈,各位大家好
26,0:01:06,0:01:08,吳欣盈,我是吳欣盈
27,0:01:08,0:01:11,吳欣盈,你的幸福有你自主
28,0:01:11,0:01:12,吳欣盈,再旁邊一點好了
29,0:01:12,0:01:14,吳欣盈,這樣比較清楚
30,0:01:14,0:01:19,吳欣盈,今天很高興有這個機會
31,0:01:19,0:01:22,吳欣盈,跟大家談這個非常重要的議題
32,0:01:22,0:01:27,吳欣盈,我的辦公室已經將人工生殖法草案列入議程中
33,0:01:27,0:01:31,吳欣盈,下個星期一我當召委的時候將審查
34,0:01:31,0:01:35,吳欣盈,我認為人工生殖法的鬆綁非常重要
35,0:01:35,0:01:38,吳欣盈,它不但能夠提升真正提高出生率
36,0:01:38,0:01:43,吳欣盈,也同時鬆綁不合時宜的法規
37,0:01:43,0:01:45,吳欣盈,來促進台灣的人權
38,0:01:45,0:01:50,吳欣盈,以及女性的身體自主權
39,0:01:50,0:01:52,吳欣盈,我是一位新手媽媽
40,0:01:52,0:01:56,吳欣盈,今年年初我迎接了我的小寶貝
