segment,from,to,speaker,text
1,0,0.00003657407407,主持人,今天的主題是公益社會溫暖台灣
2,0.00003657407407,0.0000787037037,主持人,接下來我們將針對有關於高齡兒少
3,0.0000787037037,0.0001273148148,主持人,還有社會安全網2.0來進行五大主張的陳述
4,0.0001273148148,0.0001384259259,主持人,那麼記者會議開始
5,0.0001384259259,0.0001694444444,主持人,讓我先為大家一一介紹兼與會的貴賓
6,0.0001694444444,0.0002092592593,主持人,首先第一位賴清德總統候選人
7,0.0002092592593,0.0002277777778,主持人,早安
8,0.0002277777778,0.00025,主持人,以及我們競總的國政召集人
9,0.00025,0.000287037037,主持人,同時也是青平台的基金會董事長
10,0.000287037037,0.0003069444444,主持人,鄭麗君董事長
11,0.0003069444444,0.0003319444444,主持人,歡迎召集人 早安
12,0.0003319444444,0.0003546296296,主持人,立法委員吳玉琴委員
13,0.0003546296296,0.0003805555556,主持人,委員早
14,0.0003805555556,0.0003981481481,主持人,現在還有很多的貴賓與會
15,0.0003981481481,0.0004263888889,主持人,首先是台灣大學社工系的教授
16,0.0004263888889,0.0004486111111,主持人,鄭麗真 鄭教授
17,0.0004486111111,0.0004685185185,主持人,教授早安
18,0.0004685185185,0.0005078703704,主持人,以及台灣少年權益與福利促進聯盟的
19,0.0005078703704,0.0005263888889,主持人,林月琴理事長
20,0.0005263888889,0.0005481481481,主持人,理事長好 早安
21,0.0005481481481,0.0005731481481,主持人,中華民國老人福利推動聯盟
22,0.0005731481481,0.0005962962963,主持人,張淑卿秘書長
23,0.0005962962963,0.0006138888889,主持人,秘書長早
24,0.0006138888889,0.0006541666667,主持人,中華民國智障家長總會林惠芳秘書長
25,0.0006541666667,0.000674537037,主持人,秘書長早安
26,0.000674537037,0.0007138888889,主持人,台北市行無障礙協會許朝副總幹事
27,0.0007138888889,0.0007300925926,主持人,總幹事好
28,0.0007300925926,0.0007430555556,主持人,歡迎您來
29,0.0007430555556,0.0007800925926,主持人,台灣社會福利總盟孫一信秘書長
30,0.0007800925926,0.0007944444444,主持人,歡迎秘書長
